url,title,subtitle,dates,prize_pool,location
https://www.vlr.gg/event/2274/vct-2025-americas-kickoff,VCT 2025: Americas Kickoff,"Part of the Valorant Champions Tour, Riot's official 2025 tournament circuit.","Jan 17, 2025 - Feb 9, 2025",$0 USD,"Riot Games Arena, Los Angeles"
