match_id,match_title,event,date,format,teams,score,maps_played,patch,pick_ban_info
314329.0,BLEED vs DRX,Champions Tour 2024: Pacific Stage 1,2024-04-29 04:00:00,Bo3,BLEED vs DRX,0 - 2,2,Patch 8.07,DRX ban Ascent; BLD ban Sunset; DRX pick Bind; BLD pick Breeze; DRX ban Icebox; BLD ban Lotus; Split remains
314330.0,Gen.G vs Rex Regum Qeon,Champions Tour 2024: Pacific Stage 1,2024-04-29 06:05:00,Bo3,Gen.G vs Rex Regum Qeon,1 - 2,3,Patch 8.07,RRQ ban Sunset; GEN ban Icebox; RRQ pick Breeze; GEN pick Ascent; RRQ ban Lotus; GEN ban Bind; Split remains
329907.0,Team Secret vs T1,Champions Tour 2024: Pacific Stage 1,2024-05-03 04:00:00,Bo3,Team Secret vs T1,0 - 2,2,Patch 8.07,T1 ban Icebox; TS ban Bind; T1 pick Lotus; TS pick Sunset; T1 ban Ascent; TS ban Split; Breeze remains
329908.0,Paper Rex vs TALON,Champions Tour 2024: Pacific Stage 1,2024-05-03 06:10:00,Bo3,Paper Rex vs TALON,2 - 1,3,Patch 8.07,TLN ban Split; PRX ban Breeze; TLN pick Lotus; PRX pick Bind; TLN ban Ascent; PRX ban Icebox; Sunset remains
329909.0,Gen.G vs T1,Champions Tour 2024: Pacific Stage 1,2024-05-04 04:00:00,Bo3,Gen.G vs T1,1 - 2,3,Patch 8.07,GEN ban Lotus; T1 ban Icebox; GEN pick Ascent; T1 pick Sunset; GEN ban Bind; T1 ban Split; Breeze remains
329910.0,DRX vs Paper Rex,Champions Tour 2024: Pacific Stage 1,2024-05-04 07:10:00,Bo3,DRX vs Paper Rex,1 - 2,3,Patch 8.07,PRX ban Breeze; DRX ban Sunset; PRX pick Lotus; DRX pick Ascent; PRX ban Icebox; DRX ban Split; Bind remains
329912.0,T1 vs Paper Rex,Champions Tour 2024: Pacific Stage 1,2024-05-05 04:00:00,Bo3,T1 vs Paper Rex,0 - 2,2,Patch 8.07,T1 ban Icebox; PRX ban Breeze; T1 pick Lotus; PRX pick Sunset; T1 ban Bind; PRX ban Ascent; Split remains
329911.0,Gen.G vs DRX,Champions Tour 2024: Pacific Stage 1,2024-05-05 06:00:00,Bo3,Gen.G vs DRX,2 - 1,3,Patch 8.07,DRX ban Lotus; GEN ban Icebox; DRX pick Bind; GEN pick Sunset; DRX ban Breeze; GEN ban Split; Ascent remains
329913.0,T1 vs Gen.G,Champions Tour 2024: Pacific Stage 1,2024-05-11 04:00:00,Bo5,T1 vs Gen.G,0 - 3,3,Patch 8.07,T1 ban Sunset; GEN ban Breeze; T1 pick Lotus; GEN pick Icebox; T1 pick Bind; GEN pick Split; Ascent remains
329914.0,Paper Rex vs Gen.G,Champions Tour 2024: Pacific Stage 1,2024-05-12 04:00:00,Bo5,Paper Rex vs Gen.G,3 - 2,5,Patch 8.07,PRX ban Breeze; PRX ban Ascent; PRX pick Lotus; GEN pick Sunset; PRX pick Icebox; GEN pick Bind; Split remains
