player,player_name,team,player_id,agents,agents_count,rounds,rating,acs,kd_ratio,kast,adr,kpr,apr,fkpr,fdpr,hs_percent,cl_percent,clutches,k_max,kills,deaths,assists,first_kills,first_deaths
Jemkin,Jemkin,RRQ,24895,"['Jett', 'Raze']",2,244,1.17,236.4,1.26,75%,151.5,0.85,0.13,0.14,0.16,33%,13%,3/23,26,208,165,31,33,39
MaKo,MaKo,DRX,4462,"['Viper', 'Omen']",2,372,1.16,216.8,1.19,76%,147.2,0.76,0.35,0.09,0.09,31%,15%,5/33,21,281,237,130,34,35
BeYN,BeYN,DRX,4678,"['Omen', 'Sova', 'Yoru', 'Brimstone', 'Astra', 'Gekko']",6,372,1.15,199.7,1.16,79%,132.2,0.73,0.39,0.05,0.06,29%,19%,8/43,25,270,233,144,20,22
Laz,Laz,ZETA,999,"['Chamber', 'Killjoy', 'Viper']",3,299,1.14,212.8,1.16,71%,142.0,0.76,0.15,0.15,0.08,26%,4%,2/50,22,227,196,46,44,24
t3xture,t3xture,GEN,9196,"['Raze', 'Jett', 'Omen']",3,627,1.14,235.3,1.2,72%,153.7,0.84,0.17,0.21,0.13,27%,17%,10/59,28,526,437,107,130,84
something,something,PRX,17086,"['Jett', 'Reyna', 'Gekko']",3,494,1.14,229.9,1.22,76%,145.5,0.82,0.22,0.2,0.12,27%,13%,4/30,25,406,334,109,99,61
d4v41,d4v41,PRX,9803,"['Skye', 'Killjoy', 'Omen', 'Sage', 'Kayo', 'Viper']",6,494,1.13,210.8,1.17,81%,136.3,0.74,0.42,0.09,0.06,31%,10%,5/50,22,364,311,206,43,29
invy,invy,TS,8504,"['Breach', 'Viper', 'Kayo', 'Fade']",4,382,1.12,206.8,1.05,77%,137.2,0.74,0.49,0.06,0.05,34%,13%,5/39,25,282,268,188,24,18
sScary,sScary,BLD,4382,"['Omen', 'Brimstone', 'Harbor', 'Viper']",4,294,1.12,220.4,1.11,75%,143.3,0.78,0.33,0.09,0.07,25%,11%,5/45,26,228,206,96,27,21
JitBoyS,JitBoyS,TLN,13788,"['Omen', 'Harbor', 'Viper']",3,339,1.1,199.4,1.09,73%,134.3,0.73,0.34,0.08,0.08,37%,22%,11/49,29,246,226,114,28,27
Jinggg,Jinggg,PRX,7378,"['Raze', 'Sage']",2,494,1.1,234.3,1.17,77%,154.4,0.81,0.24,0.13,0.09,21%,18%,7/38,24,402,345,119,65,45
Dep,Dep,ZETA,424,"['Phoenix', 'Jett', 'Neon', 'Yoru', 'Raze']",5,299,1.08,234.6,1.1,72%,152.4,0.82,0.22,0.15,0.15,28%,25%,5/20,29,245,222,66,44,46
Jremy,Jremy,TS,7405,"['Raze', 'Jett']",2,382,1.08,247.3,1.12,75%,158.0,0.82,0.2,0.23,0.24,22%,20%,7/35,30,315,282,78,89,92
Foxy9,Foxy9,DRX,11600,"['Cypher', 'Killjoy']",2,372,1.08,191.4,1.17,74%,126.4,0.72,0.21,0.07,0.08,32%,22%,13/60,24,269,229,77,27,29
Lmemore,Lmemore,RRQ,7764,"['Sova', 'Skye', 'Fade']",3,244,1.07,221.6,1.05,67%,149.3,0.79,0.23,0.11,0.11,35%,14%,3/22,30,192,183,56,26,27
mindfreak,mindfreak,PRX,9800,"['Omen', 'Brimstone', 'Viper']",3,494,1.06,193.3,1.12,77%,126.3,0.7,0.37,0.05,0.06,32%,10%,7/73,26,347,309,181,27,31
f0rsakeN,f0rsakeN,PRX,9801,"['Cypher', 'Harbor', 'Kayo', 'Breach', 'Sova', 'Skye']",6,494,1.06,195.5,1.11,78%,131.1,0.72,0.35,0.08,0.11,32%,17%,7/42,25,354,319,174,39,56
Munchkin,Munchkin,GEN,2489,"['Viper', 'Kayo', 'Skye']",3,627,1.06,195.5,1.02,74%,129.5,0.66,0.44,0.07,0.1,25%,23%,18/78,22,411,402,278,41,61
Rossy,Rossy,T1,1129,"['Viper', 'Kayo', 'Skye', 'Breach', 'Sage']",5,531,1.06,201.2,1.0,74%,132.2,0.69,0.4,0.07,0.08,26%,17%,13/75,22,369,370,215,39,40
Lightningfast,Lightningfast,GE,3626,"['Omen', 'Sage', 'Viper']",3,302,1.05,209.1,1.01,72%,137.1,0.72,0.37,0.09,0.08,33%,15%,4/27,24,217,214,113,26,24
Karon,Karon,GEN,34974,"['Omen', 'Viper', 'Brimstone', 'Astra']",4,627,1.04,188.6,1.02,73%,119.5,0.67,0.42,0.07,0.08,30%,14%,9/65,25,420,412,263,42,49
SugarZ3ro,SugarZ3ro,ZETA,6668,"['Omen', 'Viper', 'Astra', 'Brimstone']",4,299,1.03,194.3,1.01,77%,121.9,0.69,0.43,0.05,0.07,33%,15%,4/27,24,205,202,130,16,22
yuran,yuran,ZETA,29840,"['Viper', 'Gekko', 'Sova']",3,299,1.03,202.7,1.0,68%,138.6,0.68,0.32,0.07,0.09,27%,17%,6/36,19,204,204,95,20,27
