agent_name,total_utilization,map_utilizations
Viper,68.0,"{'Lotus': 87.0, 'Sunset': 28.0, 'Ascent': 17.0, 'Bind': 75.0, 'Icebox': 96.0, 'Split': 94.0, 'Breeze': 100.0}"
Omen,67.0,"{'Lotus': 100.0, 'Sunset': 100.0, 'Ascent': 100.0, 'Bind': 0.0, 'Icebox': 4.0, 'Split': 94.0, 'Breeze': 6.0}"
Raze,59.0,"{'Lotus': 92.0, 'Sunset': 69.0, 'Ascent': 10.0, 'Bind': 100.0, 'Icebox': 0.0, 'Split': 94.0, 'Breeze': 0.0}"
Killjoy,41.0,"{'Lotus': 65.0, 'Sunset': 3.0, 'Ascent': 77.0, 'Bind': 0.0, 'Icebox': 96.0, 'Split': 0.0, 'Breeze': 0.0}"
Jett,41.0,"{'Lotus': 12.0, 'Sunset': 9.0, 'Ascent': 90.0, 'Bind': 0.0, 'Icebox': 92.0, 'Split': 44.0, 'Breeze': 94.0}"
Kayo,34.0,"{'Lotus': 0.0, 'Sunset': 38.0, 'Ascent': 100.0, 'Bind': 21.0, 'Icebox': 67.0, 'Split': 0.0, 'Breeze': 25.0}"
Sova,32.0,"{'Lotus': 0.0, 'Sunset': 50.0, 'Ascent': 83.0, 'Bind': 0.0, 'Icebox': 29.0, 'Split': 0.0, 'Breeze': 100.0}"
Cypher,30.0,"{'Lotus': 4.0, 'Sunset': 66.0, 'Ascent': 17.0, 'Bind': 39.0, 'Icebox': 0.0, 'Split': 50.0, 'Breeze': 75.0}"
Gekko,26.0,"{'Lotus': 8.0, 'Sunset': 47.0, 'Ascent': 0.0, 'Bind': 61.0, 'Icebox': 67.0, 'Split': 0.0, 'Breeze': 0.0}"
Skye,23.0,"{'Lotus': 15.0, 'Sunset': 0.0, 'Ascent': 0.0, 'Bind': 75.0, 'Icebox': 0.0, 'Split': 89.0, 'Breeze': 0.0}"
Fade,22.0,"{'Lotus': 77.0, 'Sunset': 6.0, 'Ascent': 0.0, 'Bind': 0.0, 'Icebox': 0.0, 'Split': 6.0, 'Breeze': 0.0}"
Brimstone,10.0,"{'Lotus': 0.0, 'Sunset': 0.0, 'Ascent': 0.0, 'Bind': 71.0, 'Icebox': 0.0, 'Split': 0.0, 'Breeze': 0.0}"
Breach,10.0,"{'Lotus': 10.0, 'Sunset': 38.0, 'Ascent': 0.0, 'Bind': 4.0, 'Icebox': 0.0, 'Split': 11.0, 'Breeze': 0.0}"
Chamber,9.0,"{'Lotus': 21.0, 'Sunset': 13.0, 'Ascent': 0.0, 'Bind': 0.0, 'Icebox': 4.0, 'Split': 6.0, 'Breeze': 0.0}"
Harbor,9.0,"{'Lotus': 0.0, 'Sunset': 0.0, 'Ascent': 0.0, 'Bind': 50.0, 'Icebox': 4.0, 'Split': 0.0, 'Breeze': 13.0}"
Sage,8.0,"{'Lotus': 0.0, 'Sunset': 16.0, 'Ascent': 7.0, 'Bind': 0.0, 'Icebox': 38.0, 'Split': 0.0, 'Breeze': 0.0}"
Yoru,6.0,"{'Lotus': 0.0, 'Sunset': 0.0, 'Ascent': 0.0, 'Bind': 0.0, 'Icebox': 0.0, 'Split': 6.0, 'Breeze': 69.0}"
Neon,4.0,"{'Lotus': 10.0, 'Sunset': 6.0, 'Ascent': 0.0, 'Bind': 0.0, 'Icebox': 0.0, 'Split': 0.0, 'Breeze': 0.0}"
Phoenix,2.0,"{'Lotus': 0.0, 'Sunset': 13.0, 'Ascent': 0.0, 'Bind': 0.0, 'Icebox': 0.0, 'Split': 0.0, 'Breeze': 0.0}"
Astra,2.0,"{'Lotus': 0.0, 'Sunset': 0.0, 'Ascent': 0.0, 'Bind': 0.0, 'Icebox': 0.0, 'Split': 6.0, 'Breeze': 19.0}"
Reyna,1.0,"{'Lotus': 0.0, 'Sunset': 0.0, 'Ascent': 0.0, 'Bind': 4.0, 'Icebox': 4.0, 'Split': 0.0, 'Breeze': 0.0}"
Iso,0.0,"{'Lotus': 0.0, 'Sunset': 0.0, 'Ascent': 0.0, 'Bind': 0.0, 'Icebox': 0.0, 'Split': 0.0, 'Breeze': 0.0}"
Deadlock,0.0,"{'Lotus': 0.0, 'Sunset': 0.0, 'Ascent': 0.0, 'Bind': 0.0, 'Icebox': 0.0, 'Split': 0.0, 'Breeze': 0.0}"
Tejo,0.0,"{'Lotus': 0.0, 'Sunset': 0.0, 'Ascent': 0.0, 'Bind': 0.0, 'Icebox': 0.0, 'Split': 0.0, 'Breeze': 0.0}"
Clove,0.0,"{'Lotus': 0.0, 'Sunset': 0.0, 'Ascent': 0.0, 'Bind': 0.0, 'Icebox': 0.0, 'Split': 0.0, 'Breeze': 0.0}"
Vyse,0.0,"{'Lotus': 0.0, 'Sunset': 0.0, 'Ascent': 0.0, 'Bind': 0.0, 'Icebox': 0.0, 'Split': 0.0, 'Breeze': 0.0}"
Waylay,0.0,"{'Lotus': 0.0, 'Sunset': 0.0, 'Ascent': 0.0, 'Bind': 0.0, 'Icebox': 0.0, 'Split': 0.0, 'Breeze': 0.0}"
