url,title,subtitle,dates,prize_pool,location
https://www.vlr.gg/event/2002/champions-tour-2024-pacific-stage-1,Champions Tour 2024: Pacific Stage 1,"Part of the Valorant Champions Tour, Riot's official 2024 tournament circuit","Apr 6, 2024 - May 12, 2024",$0 USD,"COEX Artium, Seoul"
