url,title,subtitle,dates,prize_pool,location
https://www.vlr.gg/event/2282/valorant-masters-toronto-2025,Valorant Masters Toronto 2025,"Part of the Valorant Champions Tour, Riot's official 2025 tournament circuit.","Jun 8 - 22, 2025","$1,000,000 USD","Enercare Arena, Toronto"
