url,title,subtitle,dates,prize_pool,location
https://www.vlr.gg/event/1926/champions-tour-2024-china-kickoff,Champions Tour 2024: China Kickoff,"Part of the Valorant Champions Tour, Riot's official 2024 tournament circuit","Feb 22, 2024 - Mar 3, 2024",$0 USD,"VCT CN Arena, Shanghai"
