match_id,map_name,map_order,score,winner,duration,picked_by
314340,Icebox,1,0 - 13,DRX,43:42,DRX
314340,Sunset,2,13 - 11,ZETA DIVISION,47:24,ZETA DIVISION
314340,Breeze,3,4 - 13,DRX,38:12,Decider
314341,Ascent,1,10 - 13,BLEED,51:45,BLEED
314341,Sunset,2,13 - 8,Team Secret,47:55,Team Secret
314341,Split,3,13 - 8,Team Secret,49:09,Decider
314342,Split,1,13 - 15,Gen.G,1:20:50,T1
314342,Lotus,2,13 - 5,T1,42:45,Gen.G
314342,Sunset,3,9 - 13,Gen.G,50:16,Decider
314343,Icebox,1,13 - 4,Paper Rex,37:53,TALON
314343,Sunset,2,13 - 7,Paper Rex,40:01,Paper Rex
314344,Icebox,1,15 - 13,Rex Regum Qeon,1:14:54,Rex Regum Qeon
314344,Ascent,2,13 - 9,Rex Regum Qeon,48:36,DetonatioN FocusMe
314345,Sunset,1,13 - 8,Team Secret,47:01,Team Secret
314345,Ascent,2,13 - 10,Team Secret,52:24,Global Esports
314346,Lotus,1,15 - 13,TALON,1:12:41,TALON
314346,Ascent,2,10 - 13,Rex Regum Qeon,52:04,Rex Regum Qeon
314346,Icebox,3,13 - 10,TALON,1:11:32,Decider
314347,Split,1,13 - 4,Paper Rex,35:36,Paper Rex
314347,Haven,2,8 - 13,DRX,44:46,DRX
314347,Icebox,3,13 - 5,Paper Rex,39:41,Decider
314348,Lotus,1,13 - 6,Global Esports,55:15,Global Esports
314348,Sunset,2,13 - 6,Global Esports,48:33,BLEED
314349,Haven,1,7 - 13,ZETA DIVISION,52:42,DetonatioN FocusMe
314349,Sunset,2,13 - 9,DetonatioN FocusMe,54:06,ZETA DIVISION
314349,Ascent,3,13 - 10,DetonatioN FocusMe,52:01,Decider
314350,Split,1,12 - 14,Rex Regum Qeon,1:03:18,DRX
314350,Sunset,2,12 - 14,Rex Regum Qeon,52:09,Rex Regum Qeon
314351,Haven,1,10 - 13,T1,52:44,Team Secret
314351,Split,2,13 - 6,Team Secret,43:21,T1
314351,Icebox,3,14 - 12,Team Secret,54:42,Decider
314352,Lotus,1,13 - 7,TALON,52:08,TALON
314352,Sunset,2,13 - 10,TALON,54:33,DetonatioN FocusMe
314353,Split,1,8 - 13,Rex Regum Qeon,50:13,Rex Regum Qeon
314353,Sunset,2,10 - 13,Rex Regum Qeon,52:35,ZETA DIVISION
314354,Icebox,1,13 - 10,Global Esports,57:42,Global Esports
314354,Lotus,2,8 - 13,T1,49:04,T1
314354,Ascent,3,8 - 13,T1,50:19,Decider
314355,Ascent,1,6 - 13,Gen.G,46:33,BLEED
314355,Sunset,2,13 - 10,BLEED,48:31,Gen.G
314355,Icebox,3,11 - 13,Gen.G,49:46,Decider
314356,Icebox,1,13 - 4,Paper Rex,49:25,DetonatioN FocusMe
314356,Sunset,2,13 - 8,Paper Rex,46:29,Paper Rex
314357,Ascent,1,11 - 13,TALON,58:10,DRX
314357,Haven,2,13 - 10,DRX,50:21,TALON
314357,Icebox,3,13 - 5,DRX,37:18,Decider
314358,Lotus,1,13 - 7,Paper Rex,52:37,Paper Rex
314358,Ascent,2,7 - 13,Rex Regum Qeon,42:11,Rex Regum Qeon
314358,Sunset,3,13 - 10,Paper Rex,47:50,Decider
314359,Lotus,1,13 - 1,Gen.G,36:36,Global Esports
314359,Ascent,2,13 - 6,Gen.G,46:43,Gen.G
314360,Icebox,1,13 - 7,DRX,56:31,DRX
314360,Ascent,2,6 - 13,DetonatioN FocusMe,38:39,DetonatioN FocusMe
314360,Haven,3,13 - 2,DRX,34:27,Decider
314361,Ascent,1,13 - 6,ZETA DIVISION,42:44,ZETA DIVISION
314361,Lotus,2,8 - 13,TALON,50:44,TALON
314361,Haven,3,13 - 8,ZETA DIVISION,45:22,Decider
314362,Sunset,1,6 - 13,Team Secret,47:26,Team Secret
314362,Lotus,2,13 - 7,Gen.G,42:55,Gen.G
314362,Split,3,12 - 14,Team Secret,1:00:59,Decider
314363,Ascent,1,9 - 13,ZETA DIVISION,50:16,ZETA DIVISION
314363,Lotus,2,13 - 8,Paper Rex,45:25,Paper Rex
314363,Sunset,3,13 - 4,Paper Rex,37:00,Decider
314364,Bind,1,13 - 11,T1,1:01:29,BLEED
314364,Lotus,2,9 - 13,BLEED,50:20,T1
314364,Ascent,3,13 - 8,T1,46:07,Decider
365316,Haven,1,13 - 8,Gen.G,1:01:06,Rex Regum Qeon
365316,Bind,2,13 - 11,Gen.G,52:16,Gen.G
365317,Lotus,1,11 - 13,TALON,1:01:48,TALON
365317,Abyss,2,11 - 13,TALON,55:48,Team Secret
365318,Ascent,1,10 - 13,Gen.G,59:34,Gen.G
365318,Icebox,2,5 - 13,Gen.G,39:00,Paper Rex
365319,Ascent,1,13 - 8,DRX,55:20,TALON
365319,Abyss,2,13 - 4,DRX,39:41,DRX
365320,Haven,1,13 - 9,Gen.G,57:01,Gen.G
365320,Sunset,2,10 - 13,DRX,53:54,DRX
365320,Bind,3,13 - 6,Gen.G,46:10,Decider
365322,Ascent,1,13 - 3,Paper Rex,40:33,TALON
365322,Sunset,2,13 - 3,Paper Rex,33:24,Paper Rex
365323,Abyss,1,7 - 13,Paper Rex,47:52,DRX
365323,Lotus,2,10 - 13,Paper Rex,43:05,Paper Rex
365323,Bind,3,13 - 10,DRX,48:48,DRX
365323,Icebox,4,13 - 10,DRX,48:59,Paper Rex
365323,Ascent,5,13 - 7,DRX,43:32,Decider
365321,Haven,1,6 - 13,DRX,45:13,Gen.G
365321,Bind,2,18 - 16,Gen.G,1:22:39,DRX
365321,Lotus,3,14 - 12,Gen.G,57:55,Gen.G
365321,Icebox,4,13 - 6,Gen.G,39:36,DRX
