url,title,subtitle,dates,prize_pool,location
https://www.vlr.gg/event/1921/champions-tour-2024-masters-madrid,Champions Tour 2024: Masters Madrid,"Part of the Valorant Champions Tour, Riot's official 2024 tournament circuit","Mar 14 - 24, 2024","$500,000 USD","Madrid Arena, Madrid"
