Match ID,Map,Player,Team,Agent,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
511543,Icebox,ANGE1,NAVI,Sova,5,0,0,0,0,0,0,0,0,69,0,0
511543,Icebox,Shao,NAVI,Sage,0,0,0,0,0,0,0,0,0,37,2,2
511543,Icebox,Ruxic,NAVI,Viper,3,1,0,0,0,0,0,0,0,76,0,0
511543,Icebox,alexiiik,NAVI,Jett,3,2,0,0,0,0,0,0,0,69,0,0
511543,Icebox,hiro,NAVI,Killjoy,4,3,0,0,1,0,0,0,0,100,0,0
511543,Icebox,MOLSI,APK,Sova,0,0,0,0,0,0,0,0,0,55,3,0
511543,Icebox,AvovA,APK,Viper,2,0,0,0,0,0,0,0,0,31,0,0
511543,Icebox,penny,APK,Jett,2,0,1,0,0,0,0,0,0,65,0,0
511543,Icebox,OLIZERA,APK,Killjoy,1,0,0,0,0,0,0,0,0,29,0,0
511543,Icebox,batujnax,APK,Omen,3,0,0,0,0,0,0,0,0,29,1,0
511543,Sunset,ANGE1,NAVI,Kayo,1,0,0,0,0,0,0,0,0,21,2,0
511543,Sunset,Shao,NAVI,Sova,0,0,0,0,0,0,0,0,0,52,0,0
511543,Sunset,Ruxic,NAVI,Omen,4,1,1,0,0,0,0,0,0,65,1,1
511543,Sunset,alexiiik,NAVI,Neon,1,1,0,0,0,0,0,0,0,36,1,0
511543,Sunset,hiro,NAVI,Cypher,3,0,0,0,0,0,0,0,0,59,0,0
511543,Sunset,MOLSI,APK,Sova,7,1,0,0,1,0,0,0,0,98,3,0
511543,Sunset,AvovA,APK,Omen,1,0,0,0,1,0,0,0,0,36,0,0
511543,Sunset,penny,APK,Neon,2,0,0,0,0,0,0,0,0,43,1,0
511543,Sunset,OLIZERA,APK,Viper,4,0,0,1,0,0,0,0,0,63,0,0
511543,Sunset,batujnax,APK,Deadlock,2,1,0,0,0,0,0,0,0,47,2,0
511543,Corrode,ANGE1,NAVI,Kayo,1,3,0,0,0,0,0,0,0,64,2,0
511543,Corrode,Shao,NAVI,Fade,2,1,0,0,0,0,0,0,0,62,4,0
511543,Corrode,Ruxic,NAVI,Omen,3,0,0,0,1,0,0,0,0,88,1,1
511543,Corrode,alexiiik,NAVI,Jett,1,1,0,0,0,0,0,0,0,54,1,0
511543,Corrode,hiro,NAVI,Cypher,1,1,0,0,0,0,0,0,0,55,0,0
511543,Corrode,MOLSI,APK,Kayo,1,0,0,0,0,0,0,0,0,39,0,0
511543,Corrode,AvovA,APK,Omen,0,0,0,0,0,0,0,0,0,26,0,0
511543,Corrode,penny,APK,Yoru,1,0,0,0,0,0,0,0,0,45,0,0
511543,Corrode,OLIZERA,APK,Vyse,1,0,0,0,0,0,0,0,0,66,0,0
511543,Corrode,batujnax,APK,Sova,1,0,0,0,0,0,0,0,0,37,1,0
511544,Sunset,UNFAKE,VIT,Sova,1,1,0,0,0,0,0,0,0,38,2,0
511544,Sunset,Derke,VIT,Neon,0,4,1,0,0,0,0,0,0,59,0,0
511544,Sunset,KovaQ,VIT,Breach,0,1,1,0,0,0,0,0,0,47,4,1
511544,Sunset,Less,VIT,Cypher,3,1,0,0,0,0,0,0,0,52,0,0
511544,Sunset,Kicks,VIT,Omen,0,2,0,0,0,1,0,0,0,39,0,0
511544,Sunset,Cloud,GX,Sova,3,1,0,0,1,0,0,0,0,62,3,0
511544,Sunset,grubinho,GX,Omen,4,2,0,0,1,0,0,0,0,75,2,0
511544,Sunset,Flickless,GX,Breach,3,0,0,0,0,0,0,0,0,50,3,1
511544,Sunset,ara,GX,Neon,2,0,0,0,0,0,0,0,0,26,0,0
511544,Sunset,westside,GX,Cypher,3,1,0,0,0,1,0,0,0,41,0,0
511544,Bind,UNFAKE,VIT,Gekko,2,0,0,0,0,0,0,0,0,27,2,0
511544,Bind,Derke,VIT,Raze,6,1,0,0,0,0,0,0,0,70,1,1
511544,Bind,KovaQ,VIT,Brimstone,4,1,0,0,1,0,0,0,0,46,3,1
511544,Bind,Less,VIT,Viper,2,1,1,0,0,0,0,0,0,73,0,0
511544,Bind,Kicks,VIT,Skye,2,0,0,0,0,0,0,0,0,42,0,1
511544,Bind,Cloud,GX,Gekko,6,0,0,0,0,0,0,0,0,48,5,0
511544,Bind,grubinho,GX,Astra,2,0,1,0,0,1,0,0,0,50,1,0
511544,Bind,Flickless,GX,Viper,4,0,0,0,1,1,0,0,0,49,0,2
511544,Bind,ara,GX,Raze,4,0,0,0,0,0,0,0,0,43,0,0
511544,Bind,westside,GX,Deadlock,2,1,0,0,0,1,0,0,0,52,2,0
511545,Bind,cNed,FUT,Omen,6,1,0,0,0,0,0,0,0,81,1,1
511545,Bind,qRaxs,FUT,Kayo,1,0,1,0,0,0,0,0,0,45,0,0
511545,Bind,MrFaliN,FUT,Fade,0,1,0,0,0,0,0,0,0,38,3,1
511545,Bind,yetujey,FUT,Viper,3,0,0,0,0,1,0,0,0,65,0,0
511545,Bind,xeus,FUT,Raze,0,0,0,0,0,0,0,0,0,32,0,0
511545,Bind,kamyk,M8,Gekko,3,0,0,0,0,0,0,0,0,57,8,1
511545,Bind,Veqaj,M8,Fade,2,1,0,0,0,0,0,0,0,44,0,0
511545,Bind,Minny,M8,Viper,6,1,0,0,0,0,0,0,0,70,0,0
511545,Bind,ComeBack,M8,Waylay,5,1,0,0,0,0,0,0,0,60,1,1
511545,Bind,Proxh,M8,Astra,2,1,0,0,0,0,0,0,0,38,1,0
511545,Sunset,cNed,FUT,Omen,6,1,0,0,0,0,0,0,0,70,0,1
