match_id,map_name,map_order,score,winner,duration,picked_by
359603,Icebox,1,12 - 14,JDG Esports,-,JDG Esports
359603,Lotus,2,11 - 13,JDG Esports,-,Titan Esports Club
359604,Sunset,1,13 - 10,All Gamers,-,All Gamers
359604,Icebox,2,13 - 4,All Gamers,-,TYLOO
359605,Sunset,1,13 - 5,Bilibili Gaming,-,Wolves Esports
359605,Bind,2,13 - 7,Bilibili Gaming,-,Bilibili Gaming
359606,Ascent,1,13 - 7,Dragon Ranger Gaming,-,Dragon Ranger Gaming
359606,Lotus,2,12 - 14,Nova Esports,-,Nova Esports
359606,Sunset,3,5 - 13,Nova Esports,-,Decider
359607,Haven,1,13 - 5,FunPlus Phoenix,-,Trace Esports
359607,Lotus,2,13 - 15,Trace Esports,-,FunPlus Phoenix
359607,Sunset,3,6 - 13,Trace Esports,-,Decider
359608,Sunset,1,10 - 13,All Gamers,-,All Gamers
359608,Icebox,2,6 - 13,All Gamers,-,Titan Esports Club
359609,Split,1,13 - 7,EDward Gaming,-,Wolves Esports
359609,Bind,2,12 - 14,Wolves Esports,-,EDward Gaming
359609,Icebox,3,7 - 13,Wolves Esports,-,Decider
359610,Split,1,11 - 13,Trace Esports,-,TYLOO
359610,Sunset,2,13 - 7,TYLOO,-,Trace Esports
359610,Haven,3,4 - 13,Trace Esports,-,Decider
359611,Split,1,16 - 14,Nova Esports,-,Bilibili Gaming
359611,Bind,2,9 - 13,Bilibili Gaming,-,Nova Esports
359611,Ascent,3,6 - 13,Bilibili Gaming,-,Decider
359612,Sunset,1,8 - 13,FunPlus Phoenix,-,JDG Esports
359612,Haven,2,12 - 14,FunPlus Phoenix,-,FunPlus Phoenix
359613,Lotus,1,11 - 13,Dragon Ranger Gaming,-,EDward Gaming
359613,Haven,2,5 - 13,Dragon Ranger Gaming,-,Dragon Ranger Gaming
359614,Icebox,1,14 - 12,Nova Esports,-,Wolves Esports
359614,Sunset,2,15 - 13,Nova Esports,-,Nova Esports
359615,Bind,1,13 - 2,JDG Esports,-,JDG Esports
359615,Sunset,2,8 - 13,Trace Esports,-,Trace Esports
359615,Haven,3,13 - 6,JDG Esports,-,Decider
359616,Bind,1,11 - 13,TYLOO,-,Titan Esports Club
359616,Ascent,2,13 - 9,Titan Esports Club,-,TYLOO
359616,Icebox,3,9 - 13,TYLOO,-,Decider
359617,Sunset,1,11 - 13,FunPlus Phoenix,-,All Gamers
359617,Haven,2,13 - 8,All Gamers,-,FunPlus Phoenix
359617,Ascent,3,7 - 13,FunPlus Phoenix,-,Decider
359618,Lotus,1,13 - 11,Bilibili Gaming,-,Bilibili Gaming
359618,Ascent,2,13 - 11,Bilibili Gaming,-,Dragon Ranger Gaming
359619,Lotus,1,13 - 9,EDward Gaming,-,Nova Esports
359619,Bind,2,13 - 6,EDward Gaming,-,EDward Gaming
359621,Haven,1,6 - 13,Trace Esports,-,All Gamers
359621,Sunset,2,4 - 13,Trace Esports,-,Trace Esports
359622,Lotus,1,13 - 9,Titan Esports Club,-,FunPlus Phoenix
359622,Sunset,2,13 - 6,Titan Esports Club,-,Titan Esports Club
359623,Haven,1,1 - 13,JDG Esports,-,JDG Esports
359623,Icebox,2,9 - 13,JDG Esports,-,TYLOO
359624,Icebox,1,7 - 13,Wolves Esports,-,Wolves Esports
359624,Ascent,2,6 - 13,Wolves Esports,-,Dragon Ranger Gaming
359625,Lotus,1,13 - 11,Trace Esports,-,Trace Esports
359625,Bind,2,8 - 13,Titan Esports Club,-,Titan Esports Club
359625,Haven,3,13 - 10,Trace Esports,-,Decider
359626,Icebox,1,13 - 11,EDward Gaming,-,Bilibili Gaming
359626,Haven,2,13 - 8,EDward Gaming,-,EDward Gaming
359627,Haven,1,13 - 8,JDG Esports,-,JDG Esports
359627,Icebox,2,13 - 3,JDG Esports,-,All Gamers
359628,Icebox,1,5 - 13,FunPlus Phoenix,-,TYLOO
359628,Haven,2,14 - 12,TYLOO,-,FunPlus Phoenix
359628,Ascent,3,13 - 4,TYLOO,-,Decider
370723,Lotus,1,13 - 7,Trace Esports,-,All Gamers
370723,Sunset,2,13 - 10,Trace Esports,-,Trace Esports
370722,Sunset,1,9 - 13,Bilibili Gaming,-,Bilibili Gaming
370722,Icebox,2,7 - 13,Bilibili Gaming,-,JDG Esports
370725,Ascent,1,3 - 13,Trace Esports,-,Trace Esports
370725,Haven,2,11 - 13,Trace Esports,-,FunPlus Phoenix
370724,Sunset,1,13 - 5,EDward Gaming,-,Bilibili Gaming
370724,Bind,2,7 - 13,Bilibili Gaming,-,EDward Gaming
370724,Lotus,3,13 - 10,EDward Gaming,-,Decider
370726,Sunset,1,2 - 13,EDward Gaming,-,Trace Esports
370726,Abyss,2,5 - 13,EDward Gaming,-,EDward Gaming
370728,Ascent,1,13 - 3,FunPlus Phoenix,-,Bilibili Gaming
370728,Icebox,2,12 - 14,Bilibili Gaming,-,FunPlus Phoenix
370728,Lotus,3,13 - 10,FunPlus Phoenix,-,Decider
370729,Lotus,1,13 - 11,Trace Esports,-,FunPlus Phoenix
370729,Ascent,2,13 - 8,Trace Esports,-,Trace Esports
370729,Abyss,3,8 - 13,FunPlus Phoenix,-,FunPlus Phoenix
370729,Bind,4,9 - 13,FunPlus Phoenix,-,Trace Esports
370729,Haven,5,8 - 13,FunPlus Phoenix,-,Decider
370727,Sunset,1,13 - 9,EDward Gaming,-,EDward Gaming
370727,Abyss,2,8 - 13,FunPlus Phoenix,-,FunPlus Phoenix
370727,Haven,3,13 - 7,EDward Gaming,-,EDward Gaming
370727,Icebox,4,9 - 13,FunPlus Phoenix,-,FunPlus Phoenix
370727,Bind,5,13 - 8,EDward Gaming,-,Decider
