player,player_name,team,player_id,agents,agents_count,rounds,rating,acs,kd_ratio,kast,adr,kpr,apr,fkpr,fdpr,hs_percent,cl_percent,clutches,k_max,kills,deaths,assists,first_kills,first_deaths
Abo,Abo,TEC,5011,"['Jett', 'Viper', 'Fade', 'Chamber', 'Cypher']",5,269,,212.5,1.07,,141.5,0.77,0.19,0.16,0.17,,0%,,28,208,194,52,42,46
Autumn,Autumn,FPX,872,"['Cypher', 'Viper', 'Yoru', 'Kayo', 'Clove']",5,599,,201.6,1.02,,135.1,0.72,0.25,0.1,0.06,,0%,,28,430,420,149,59,36
vo0kashu,vo0kashu,DRG,3741,"['Cypher', 'Omen', 'Sova']",3,193,,252.0,1.33,,162.8,0.93,0.27,0.15,0.06,,0%,,30,180,135,52,28,12
Shion7,Shion7,DRG,41774,"['Sova', 'Killjoy']",2,193,,181.9,0.8,,126.8,0.62,0.17,0.07,0.12,,0%,,19,119,148,32,13,24
nizhaoTZH,nizhaoTZH,DRG,4880,"['Omen', 'Viper']",2,193,,155.3,0.78,,103.0,0.54,0.47,0.04,0.08,,0%,,20,105,135,91,8,15
o0o0o,o0o0o,NOVA,4402,"['Kayo', 'Viper', 'Breach']",3,230,,158.8,0.73,,106.9,0.54,0.46,0.06,0.09,,0%,,20,124,169,105,14,21
Ezeir,Ezeir,NOVA,46460,"['Omen', 'Astra', 'Viper']",3,230,,184.0,0.93,,118.1,0.64,0.35,0.05,0.09,,0%,,21,147,158,81,12,20
CB,CB,NOVA,39697,"['Sova', 'Fade', 'Phoenix', 'Skye', 'Gekko']",5,230,,187.3,0.95,,130.4,0.66,0.32,0.07,0.12,,0%,,26,151,159,74,16,27
GuanG,GuanG,NOVA,41054,"['Cypher', 'Killjoy', 'Chamber', 'Sage', 'Gekko']",5,230,,209.0,1.1,,146.3,0.78,0.23,0.13,0.08,,0%,,28,179,162,52,30,18
SWERL,SWERL,NOVA,1209,"['Jett', 'Raze']",2,230,,222.6,0.97,,143.5,0.77,0.16,0.13,0.19,,0%,,22,176,182,36,30,44
