url,title,subtitle,dates,prize_pool,location
https://www.vlr.gg/event/2501/vct-2025-americas-stage-2,VCT 2025: Americas Stage 2,"Part of the Valorant Champions Tour, Riot's official 2025 tournament circuit.","Jul 19, 2025 - Sep 1, 2025","$250,000 USD","Riot Games Arena, Los Angeles"
