player,player_name,team,player_id,agents,agents_count,rounds,rating,acs,kd_ratio,kast,adr,kpr,apr,fkpr,fdpr,hs_percent,cl_percent,clutches,k_max,kills,deaths,assists,first_kills,first_deaths
icy,icy,G2,8402,"['Neon', 'Gekko', 'Raze', 'Jett', 'Yoru']",5,388,0.94,194.2,0.97,71%,131.2,0.7,0.2,0.12,0.15,23%,10%,3/30,23,272,280,79,47,58
rich,rich,MIBR,11105,"['Sova', 'Fade', 'Gekko', 'Skye']",4,183,0.94,192.3,0.91,72%,130.3,0.68,0.25,0.08,0.07,31%,12%,3/26,22,124,137,45,14,13
moose,moose,C9,7458,"['Killjoy', 'Cypher']",2,277,0.93,165.9,0.92,65%,115.1,0.6,0.12,0.09,0.06,25%,17%,8/48,18,166,181,32,25,18
mazin,mazin,MIBR,8872,"['Omen', 'Viper', 'Brimstone']",3,225,0.92,168.5,0.86,65%,110.3,0.58,0.3,0.07,0.04,31%,19%,9/47,20,130,152,67,16,9
ShahZaM,ShahZaM,MIBR,46,['Sova'],1,42,0.91,172.5,0.79,74%,124.2,0.55,0.33,0.07,0.1,24%,17%,1/6,12,23,29,14,3,4
crashies,crashies,NRG,4,"['Gekko', 'Sova', 'Fade', 'Skye', 'Breach']",5,215,0.91,171.4,0.92,75%,113.4,0.59,0.33,0.04,0.06,24%,12%,4/33,19,126,137,70,9,13
Xeppaa,Xeppaa,C9,7871,"['Kayo', 'Gekko', 'Skye', 'Breach']",4,277,0.9,175.4,0.78,73%,120.3,0.56,0.39,0.05,0.09,26%,24%,5/21,18,156,200,109,14,25
tuyz,tuyz,LOUD,2408,"['Gekko', 'Omen', 'Jett', 'Harbor', 'Raze']",5,299,0.89,175.5,0.9,70%,117.3,0.64,0.23,0.08,0.13,27%,6%,2/34,22,190,210,70,25,38
Victor,Victor,NRG,261,"['Neon', 'Clove', 'Raze', 'Jett']",4,215,0.88,214.7,0.98,67%,139.6,0.75,0.17,0.2,0.24,25%,17%,1/6,23,161,165,37,43,51
liazzi,liazzi,MIBR,2567,"['Killjoy', 'Kayo', 'Breach', 'Gekko', 'Raze', 'Deadlock']",6,225,0.88,172.1,0.87,70%,115.0,0.61,0.25,0.05,0.07,32%,12%,3/26,19,138,158,57,12,16
vanity,vanity,C9,7870,"['Omen', 'Viper']",2,277,0.87,177.4,0.84,66%,118.5,0.62,0.31,0.1,0.13,21%,10%,4/39,21,173,205,85,27,36
saadhak,saadhak,LOUD,727,"['Neon', 'Gekko', 'Kayo', 'Breach']",4,299,0.86,192.8,0.8,69%,126.8,0.61,0.37,0.1,0.15,22%,23%,5/22,20,183,229,110,31,46
NaturE,NaturE,EG,4927,"['Breach', 'Killjoy', 'Skye', 'Kayo']",4,242,0.86,163.5,0.78,72%,107.4,0.57,0.36,0.06,0.06,32%,14%,5/37,19,137,175,86,15,15
Boostio,Boostio,100T,604,"['Killjoy', 'Gekko', 'Breach', 'Cypher']",4,411,0.86,187.7,0.84,70%,131.5,0.63,0.28,0.08,0.11,24%,13%,5/39,21,260,309,117,34,45
runi,runi,C9,16003,"['Sova', 'Breach', 'Viper', 'Clove']",4,277,0.85,162.0,0.78,70%,107.7,0.55,0.3,0.05,0.05,32%,9%,4/43,22,151,194,83,13,15
Palla,Palla,MIBR,15681,"['Jett', 'Raze']",2,183,0.83,221.1,0.85,63%,142.3,0.73,0.15,0.22,0.2,27%,18%,2/11,18,134,157,27,41,37
mta,mta,KRÜ,36169,"['Cypher', 'Sova', 'Viper']",3,445,0.82,162.9,0.78,67%,111.8,0.57,0.22,0.07,0.08,33%,7%,3/44,22,255,327,100,30,34
FiNESSE,FiNESSE,NRG,817,"['Cypher', 'Deadlock', 'Viper', 'Killjoy']",4,215,0.76,158.1,0.71,64%,105.5,0.54,0.28,0.08,0.04,19%,12%,3/25,18,116,163,60,17,9
Apoth,Apoth,EG,5188,"['Cypher', 'Harbor', 'Brimstone']",3,242,0.73,150.6,0.68,62%,102.4,0.5,0.26,0.07,0.14,32%,16%,4/25,18,121,179,63,17,33
xand,xand,FUR,681,"['Sage', 'Gekko', 'Fade', 'Kayo']",4,241,0.69,139.4,0.65,70%,94.7,0.49,0.34,0.07,0.13,29%,8%,2/25,18,119,183,83,18,32
Klaus,Klaus,KRÜ,2610,"['Viper', 'Cypher']",2,47,0.66,127.0,0.59,64%,92.6,0.43,0.23,0.09,0.13,27%,0%,0/3,12,20,34,11,4,6
Pa1nt,Pa1nt,MIBR,23407,"['Iso', 'Jett']",2,42,0.53,140.5,0.54,64%,101.3,0.45,0.29,0.1,0.21,24%,0%,0/1,11,19,35,12,4,9
