match_id,map_name,map_order,score,winner,duration,picked_by
353177,Ascent,1,9 - 13,LEVIATÁN,1:05:24,MIBR
353177,Icebox,2,7 - 13,LEVIATÁN,45:04,LEVIATÁN
353178,Lotus,1,13 - 8,Sentinels,59:21,NRG
353178,Sunset,2,14 - 12,Sentinels,1:00:54,Sentinels
353179,Icebox,1,14 - 12,FURIA,1:12:51,FURIA
353179,Haven,2,16 - 14,FURIA,1:00:50,100 Thieves
353180,Lotus,1,13 - 7,LOUD,52:39,LOUD
353180,Sunset,2,6 - 13,Evil Geniuses,40:31,Evil Geniuses
353180,Icebox,3,11 - 13,Evil Geniuses,55:13,Decider
353181,Ascent,1,13 - 11,G2 Esports,1:05:05,G2 Esports
353181,Icebox,2,5 - 13,Cloud9,40:43,Cloud9
353181,Lotus,3,13 - 8,G2 Esports,48:18,Decider
353182,Bind,1,13 - 5,Evil Geniuses,58:58,FURIA
353182,Lotus,2,13 - 4,Evil Geniuses,35:13,Evil Geniuses
353183,Lotus,1,13 - 11,Sentinels,1:06:41,KRÜ Esports
353183,Split,2,13 - 10,Sentinels,55:13,Sentinels
353184,Ascent,1,13 - 7,LOUD,59:21,MIBR
353184,Lotus,2,11 - 13,MIBR,52:28,LOUD
353184,Sunset,3,13 - 9,LOUD,52:18,Decider
353185,Bind,1,13 - 10,LEVIATÁN,59:38,100 Thieves
353185,Haven,2,13 - 4,LEVIATÁN,36:19,LEVIATÁN
353186,Haven,1,7 - 13,G2 Esports,1:02:34,NRG
353186,Bind,2,8 - 13,G2 Esports,50:39,G2 Esports
353187,Haven,1,13 - 5,Sentinels,48:41,Cloud9
353187,Split,2,13 - 8,Sentinels,49:09,Sentinels
353188,Icebox,1,5 - 13,LEVIATÁN,53:43,LEVIATÁN
353188,Sunset,2,10 - 13,LEVIATÁN,52:28,Evil Geniuses
353189,Haven,1,13 - 11,LOUD,1:00:10,LOUD
353189,Icebox,2,10 - 13,FURIA,53:14,FURIA
353189,Bind,3,9 - 13,FURIA,48:17,Decider
353190,Icebox,1,5 - 13,100 Thieves,48:49,100 Thieves
353190,Split,2,6 - 13,100 Thieves,42:19,MIBR
353191,Split,1,8 - 13,KRÜ Esports,1:02:24,KRÜ Esports
353191,Ascent,2,13 - 8,NRG,44:41,NRG
353191,Sunset,3,13 - 7,NRG,46:52,Decider
353192,Lotus,1,4 - 13,KRÜ Esports,54:52,KRÜ Esports
353192,Ascent,2,16 - 14,G2 Esports,1:11:55,G2 Esports
353192,Split,3,13 - 5,G2 Esports,45:04,Decider
353193,Lotus,1,11 - 13,LEVIATÁN,59:52,LOUD
353193,Icebox,2,6 - 13,LEVIATÁN,44:17,LEVIATÁN
353194,Sunset,1,10 - 13,FURIA,1:02:30,MIBR
353194,Icebox,2,7 - 13,FURIA,43:02,FURIA
353195,Ascent,1,13 - 3,NRG,43:47,NRG
353195,Icebox,2,10 - 13,Cloud9,49:20,Cloud9
353195,Sunset,3,12 - 14,Cloud9,59:18,Decider
353196,Lotus,1,10 - 13,100 Thieves,1:06:50,Evil Geniuses
353196,Bind,2,13 - 10,Evil Geniuses,55:39,100 Thieves
353196,Ascent,3,7 - 13,100 Thieves,46:01,Decider
353197,Icebox,1,7 - 13,KRÜ Esports,56:41,Cloud9
353197,Split,2,10 - 13,KRÜ Esports,56:12,KRÜ Esports
353198,Bind,1,9 - 13,MIBR,1:06:32,Evil Geniuses
353198,Lotus,2,2 - 13,MIBR,35:45,MIBR
353199,Sunset,1,13 - 6,LEVIATÁN,49:59,LEVIATÁN
353199,Icebox,2,13 - 6,LEVIATÁN,46:19,FURIA
353200,Ascent,1,1 - 13,100 Thieves,41:31,LOUD
353200,Bind,2,13 - 8,LOUD,43:12,100 Thieves
353200,Lotus,3,13 - 10,LOUD,52:22,Decider
353201,Bind,1,6 - 13,G2 Esports,1:31:34,G2 Esports
353201,Lotus,2,9 - 13,G2 Esports,57:39,Sentinels
371266,Abyss,1,13 - 11,KRÜ Esports,1:08:52,Cloud9
371266,Lotus,2,11 - 13,Cloud9,54:08,KRÜ Esports
371266,Haven,3,13 - 6,KRÜ Esports,42:28,Decider
371267,Haven,1,7 - 13,100 Thieves,53:06,Sentinels
371267,Ascent,2,10 - 13,100 Thieves,58:07,100 Thieves
371268,Icebox,1,13 - 2,LEVIATÁN,45:43,LEVIATÁN
371268,Sunset,2,13 - 4,LEVIATÁN,36:24,KRÜ Esports
371269,Lotus,1,13 - 5,G2 Esports,54:34,G2 Esports
371269,Abyss,2,13 - 10,G2 Esports,56:19,100 Thieves
371270,Icebox,1,8 - 13,G2 Esports,47:26,LEVIATÁN
371270,Bind,2,6 - 13,G2 Esports,42:44,G2 Esports
371272,Icebox,1,9 - 13,100 Thieves,1:02:09,100 Thieves
371272,Lotus,2,13 - 11,KRÜ Esports,59:56,KRÜ Esports
371272,Ascent,3,13 - 11,KRÜ Esports,1:02:45,Decider
371273,Icebox,1,13 - 3,LEVIATÁN,50:11,LEVIATÁN
371273,Haven,2,11 - 13,KRÜ Esports,50:43,KRÜ Esports
371273,Sunset,3,7 - 13,KRÜ Esports,46:10,LEVIATÁN
371273,Abyss,4,13 - 10,LEVIATÁN,55:47,KRÜ Esports
371273,Ascent,5,13 - 10,LEVIATÁN,57:46,Decider
371271,Lotus,1,13 - 15,LEVIATÁN,1:16:53,G2 Esports
371271,Haven,2,14 - 16,LEVIATÁN,1:07:32,LEVIATÁN
371271,Bind,3,13 - 9,G2 Esports,51:37,G2 Esports
371271,Ascent,4,4 - 13,LEVIATÁN,40:13,LEVIATÁN
