url,title,subtitle,dates,prize_pool,location
https://www.vlr.gg/event/2499/vct-2025-china-stage-2,VCT 2025: China Stage 2,"Part of the Valorant Champions Tour, Riot's official 2025 tournament circuit.","Jul 3, 2025 - Aug 24, 2025",TBD,"VCT CN Arena, Shanghai | Chongqing Science Hall, Chongqing"
