Match ID,Map,Player,Team,Agent,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE,tournament_name
427991,Split,supamen,EG,Omen,2,1,0,0,0,0,0,0,0,34,1,0,VCT 2025 Americas Kickoff_csvs
427991,Split,yay,EG,Chamber,3,2,0,0,0,0,1,0,0,45,1,0,VCT 2025 Americas Kickoff_csvs
427991,Split,Derrek,EG,Skye,1,0,0,0,0,0,0,0,0,32,3,0,VCT 2025 Americas Kickoff_csvs
427991,Split,NaturE,EG,Viper,4,1,0,0,0,0,0,0,0,51,1,0,VCT 2025 Americas Kickoff_csvs
427991,Split,icy,EG,Raze,6,0,0,0,0,0,0,0,0,55,1,0,VCT 2025 Americas Kickoff_csvs
427991,Split,pANcada,LOUD,Astra,1,1,0,0,0,0,0,0,0,34,0,0,VCT 2025 Americas Kickoff_csvs
427991,Split,v1nny,LOUD,Breach,3,0,0,0,0,0,0,0,0,35,4,1,VCT 2025 Americas Kickoff_csvs
427991,Split,tuyz,LOUD,Cypher,3,1,0,0,0,0,0,0,0,38,0,0,VCT 2025 Americas Kickoff_csvs
427991,Split,cauanzin,LOUD,Tejo,4,1,1,0,0,0,0,0,0,62,0,0,VCT 2025 Americas Kickoff_csvs
427991,Split,dgzin,LOUD,Raze,5,2,1,0,1,0,0,0,0,68,0,2,VCT 2025 Americas Kickoff_csvs
427991,Pearl,supamen,EG,Astra,3,1,0,0,0,1,0,0,0,36,0,0,VCT 2025 Americas Kickoff_csvs
427991,Pearl,yay,EG,Phoenix,1,3,0,0,0,0,0,0,0,62,2,0,VCT 2025 Americas Kickoff_csvs
427991,Pearl,Derrek,EG,Sova,3,0,0,0,0,0,0,0,0,57,5,0,VCT 2025 Americas Kickoff_csvs
427991,Pearl,NaturE,EG,Vyse,3,1,0,0,0,0,0,0,0,53,1,1,VCT 2025 Americas Kickoff_csvs
427991,Pearl,icy,EG,Jett,4,0,0,0,0,0,0,0,0,51,0,1,VCT 2025 Americas Kickoff_csvs
427991,Pearl,pANcada,LOUD,Astra,1,2,0,0,0,0,0,0,0,44,1,1,VCT 2025 Americas Kickoff_csvs
427991,Pearl,v1nny,LOUD,Kayo,3,2,0,0,1,0,0,0,0,75,3,1,VCT 2025 Americas Kickoff_csvs
427991,Pearl,tuyz,LOUD,Cypher,2,0,0,0,1,0,0,0,0,28,0,1,VCT 2025 Americas Kickoff_csvs
427991,Pearl,cauanzin,LOUD,Sova,2,2,1,0,0,0,1,0,0,62,3,0,VCT 2025 Americas Kickoff_csvs
427991,Pearl,dgzin,LOUD,Jett,3,0,0,0,0,0,0,0,0,51,1,2,VCT 2025 Americas Kickoff_csvs
427992,Lotus,nzr,MIBR,Breach,2,2,0,0,0,0,0,0,0,56,1,1,VCT 2025 Americas Kickoff_csvs
427992,Lotus,cortezia,MIBR,Killjoy,1,0,0,0,0,0,0,0,0,22,0,0,VCT 2025 Americas Kickoff_csvs
427992,Lotus,artzin,MIBR,Tejo,1,0,0,0,0,0,0,0,0,35,0,0,VCT 2025 Americas Kickoff_csvs
427992,Lotus,aspas,MIBR,Raze,1,0,0,0,0,0,0,0,0,46,1,0,VCT 2025 Americas Kickoff_csvs
427992,Lotus,xenom,MIBR,Omen,1,1,1,0,0,0,0,0,0,53,1,0,VCT 2025 Americas Kickoff_csvs
427992,Lotus,Asuna,100T,Neon,6,0,1,0,1,0,0,0,0,79,1,0,VCT 2025 Americas Kickoff_csvs
427992,Lotus,Boostio,100T,Breach,2,0,0,0,0,0,0,0,0,42,9,0,VCT 2025 Americas Kickoff_csvs
427992,Lotus,eeiu,100T,Fade,1,0,0,0,0,0,0,0,0,57,1,0,VCT 2025 Americas Kickoff_csvs
427992,Lotus,Cryocells,100T,Clove,4,1,0,0,0,0,0,0,0,71,0,0,VCT 2025 Americas Kickoff_csvs
427992,Lotus,zander,100T,Omen,3,0,0,0,1,0,0,0,0,35,0,1,VCT 2025 Americas Kickoff_csvs
427992,Bind,nzr,MIBR,Skye,2,0,0,0,1,0,0,0,0,43,4,0,VCT 2025 Americas Kickoff_csvs
427992,Bind,cortezia,MIBR,Cypher,3,0,1,0,0,0,0,0,0,39,0,0,VCT 2025 Americas Kickoff_csvs
427992,Bind,artzin,MIBR,Deadlock,3,0,0,0,0,0,0,0,0,39,4,0,VCT 2025 Americas Kickoff_csvs
427992,Bind,aspas,MIBR,Raze,2,1,1,0,0,0,0,0,0,77,0,1,VCT 2025 Americas Kickoff_csvs
427992,Bind,xenom,MIBR,Brimstone,4,0,0,0,0,0,0,0,0,39,2,0,VCT 2025 Americas Kickoff_csvs
427992,Bind,Asuna,100T,Raze,5,0,0,0,0,0,0,0,0,59,1,0,VCT 2025 Americas Kickoff_csvs
427992,Bind,Boostio,100T,Gekko,2,0,0,0,0,0,0,0,0,40,8,2,VCT 2025 Americas Kickoff_csvs
427992,Bind,eeiu,100T,Fade,4,1,0,0,0,1,0,0,0,51,0,0,VCT 2025 Americas Kickoff_csvs
427992,Bind,Cryocells,100T,Brimstone,5,0,1,0,0,0,0,0,0,80,0,0,VCT 2025 Americas Kickoff_csvs
427992,Bind,zander,100T,Viper,3,0,0,0,0,0,0,0,0,44,0,0,VCT 2025 Americas Kickoff_csvs
427994,Haven,pryze,2G,Breach,1,0,0,0,0,0,0,0,0,34,1,0,VCT 2025 Americas Kickoff_csvs
427994,Haven,Zap,2G,Tejo,2,0,0,0,0,0,0,0,0,37,1,0,VCT 2025 Americas Kickoff_csvs
427994,Haven,lz,2G,Omen,3,0,0,0,1,0,0,0,0,52,0,0,VCT 2025 Americas Kickoff_csvs
427994,Haven,silentzz,2G,Yoru,4,1,0,0,0,0,0,0,0,46,0,1,VCT 2025 Americas Kickoff_csvs
427994,Haven,gobera,2G,Vyse,5,2,0,0,0,0,0,0,0,85,1,0,VCT 2025 Americas Kickoff_csvs
427994,Haven,stellar,FUR,Tejo,2,1,0,0,0,2,0,0,0,57,5,1,VCT 2025 Americas Kickoff_csvs
427994,Haven,bdog,FUR,Breach,3,3,0,0,0,0,0,0,0,63,3,0,VCT 2025 Americas Kickoff_csvs
427994,Haven,Add3r,FUR,Cypher,6,0,0,0,0,0,0,0,0,55,0,0,VCT 2025 Americas Kickoff_csvs
427994,Haven,penny,FUR,Jett,3,1,0,0,1,0,0,0,0,46,0,1,VCT 2025 Americas Kickoff_csvs
427994,Haven,jakee,FUR,Clove,2,0,0,0,0,0,0,0,0,43,0,1,VCT 2025 Americas Kickoff_csvs
427994,Lotus,pryze,2G,Breach,1,0,0,0,0,0,0,0,0,23,5,0,VCT 2025 Americas Kickoff_csvs
