agent_name,total_utilization,map_utilizations,Split,Abyss,Pearl,Lotus,Bind,Haven,Fracture,Icebox,Ascent,Corrode,Sunset,tournament_name
Vyse,23.0,,67.0,9.0,6.0,22.0,60.0,0.0,25.0,,,,,VCT 2025 China Kickoff_csvs
Viper,21.0,,33.0,9.0,13.0,44.0,30.0,17.0,8.0,,,,,VCT 2025 China Kickoff_csvs
Killjoy,21.0,,0.0,0.0,50.0,22.0,0.0,22.0,58.0,,,,,VCT 2025 China Kickoff_csvs
Skye,14.0,,100.0,0.0,6.0,0.0,45.0,0.0,0.0,,,,,VCT 2025 China Kickoff_csvs
Yoru,10.0,,0.0,32.0,13.0,6.0,5.0,0.0,0.0,,,,,VCT 2025 China Kickoff_csvs
Deadlock,9.0,,33.0,0.0,0.0,0.0,40.0,0.0,0.0,,,,,VCT 2025 China Kickoff_csvs
Tejo,8.0,,17.0,0.0,0.0,0.0,20.0,6.0,25.0,,,,,VCT 2025 China Kickoff_csvs
Gekko,6.0,,0.0,9.0,0.0,0.0,25.0,0.0,0.0,,,,,VCT 2025 China Kickoff_csvs
Clove,5.0,,0.0,0.0,0.0,22.0,5.0,6.0,0.0,,,,,VCT 2025 China Kickoff_csvs
Phoenix,3.0,,0.0,0.0,13.0,0.0,0.0,0.0,8.0,,,,,VCT 2025 China Kickoff_csvs
Harbor,2.0,,0.0,9.0,0.0,0.0,0.0,0.0,0.0,,,,,VCT 2025 China Kickoff_csvs
Iso,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,VCT 2025 China Kickoff_csvs
Reyna,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,VCT 2025 China Kickoff_csvs
Sage,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,VCT 2025 China Kickoff_csvs
Chamber,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,VCT 2025 China Kickoff_csvs
Waylay,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,VCT 2025 China Kickoff_csvs
Tejo,71.0,,65.0,,66.0,79.0,,61.0,93.0,67.0,50.0,,,VCT 2025 China Stage 1_csvs
Breach,53.0,,58.0,,3.0,87.0,,71.0,100.0,0.0,13.0,,,VCT 2025 China Stage 1_csvs
Omen,49.0,,81.0,,0.0,95.0,,100.0,0.0,7.0,100.0,,,VCT 2025 China Stage 1_csvs
Yoru,44.0,,58.0,,88.0,47.0,,57.0,13.0,0.0,63.0,,,VCT 2025 China Stage 1_csvs
Viper,36.0,,54.0,,3.0,61.0,,11.0,0.0,100.0,25.0,,,VCT 2025 China Stage 1_csvs
Cypher,32.0,,27.0,,3.0,11.0,,82.0,75.0,0.0,13.0,,,VCT 2025 China Stage 1_csvs
Vyse,31.0,,19.0,,75.0,24.0,,18.0,23.0,17.0,56.0,,,VCT 2025 China Stage 1_csvs
Neon,27.0,,8.0,,31.0,29.0,,29.0,58.0,0.0,13.0,,,VCT 2025 China Stage 1_csvs
Astra,19.0,,19.0,,100.0,8.0,,0.0,0.0,0.0,0.0,,,VCT 2025 China Stage 1_csvs
Brimstone,19.0,,0.0,,0.0,0.0,,0.0,100.0,0.0,0.0,,,VCT 2025 China Stage 1_csvs
Killjoy,15.0,,0.0,,22.0,0.0,,0.0,3.0,67.0,25.0,,,VCT 2025 China Stage 1_csvs
Jett,15.0,,0.0,,0.0,0.0,,14.0,0.0,80.0,25.0,,,VCT 2025 China Stage 1_csvs
Fade,14.0,,19.0,,44.0,8.0,,0.0,8.0,0.0,25.0,,,VCT 2025 China Stage 1_csvs
Sova,14.0,,0.0,,22.0,5.0,,39.0,0.0,17.0,25.0,,,VCT 2025 China Stage 1_csvs
Deadlock,12.0,,27.0,,6.0,18.0,,0.0,0.0,17.0,25.0,,,VCT 2025 China Stage 1_csvs
Raze,11.0,,35.0,,0.0,16.0,,0.0,20.0,0.0,0.0,,,VCT 2025 China Stage 1_csvs
Kayo,9.0,,0.0,,6.0,0.0,,0.0,0.0,33.0,44.0,,,VCT 2025 China Stage 1_csvs
Gekko,9.0,,0.0,,0.0,0.0,,0.0,0.0,60.0,0.0,,,VCT 2025 China Stage 1_csvs
Waylay,7.0,,8.0,,0.0,8.0,,4.0,10.0,13.0,0.0,,,VCT 2025 China Stage 1_csvs
Chamber,5.0,,0.0,,28.0,0.0,,0.0,0.0,3.0,0.0,,,VCT 2025 China Stage 1_csvs
Iso,4.0,,8.0,,0.0,5.0,,14.0,0.0,0.0,0.0,,,VCT 2025 China Stage 1_csvs
Skye,2.0,,15.0,,3.0,0.0,,0.0,0.0,0.0,0.0,,,VCT 2025 China Stage 1_csvs
Harbor,2.0,,0.0,,0.0,0.0,,0.0,0.0,13.0,0.0,,,VCT 2025 China Stage 1_csvs
Reyna,1.0,,0.0,,0.0,0.0,,0.0,0.0,7.0,0.0,,,VCT 2025 China Stage 1_csvs
Clove,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,VCT 2025 China Stage 1_csvs
Sage,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,VCT 2025 China Stage 1_csvs
Phoenix,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,VCT 2025 China Stage 1_csvs
Omen,85.0,,,50.0,,100.0,9.0,100.0,,59.0,97.0,96.0,100.0,VCT 2025 China Stage 2_csvs
Sova,52.0,,,100.0,,0.0,0.0,95.0,,86.0,83.0,23.0,74.0,VCT 2025 China Stage 2_csvs
Viper,50.0,,,0.0,,57.0,68.0,53.0,,91.0,3.0,69.0,26.0,VCT 2025 China Stage 2_csvs
Neon,39.0,,,50.0,,20.0,14.0,70.0,,9.0,13.0,50.0,76.0,VCT 2025 China Stage 2_csvs
Yoru,38.0,,,50.0,,50.0,36.0,33.0,,0.0,47.0,58.0,29.0,VCT 2025 China Stage 2_csvs
Fade,37.0,,,0.0,,82.0,77.0,0.0,,0.0,17.0,62.0,24.0,VCT 2025 China Stage 2_csvs
Cypher,33.0,,,50.0,,25.0,5.0,48.0,,0.0,30.0,35.0,68.0,VCT 2025 China Stage 2_csvs
Raze,25.0,,,0.0,,70.0,82.0,0.0,,0.0,3.0,8.0,6.0,VCT 2025 China Stage 2_csvs
Killjoy,25.0,,,0.0,,5.0,0.0,48.0,,100.0,37.0,0.0,0.0,VCT 2025 China Stage 2_csvs
Vyse,22.0,,,0.0,,52.0,32.0,5.0,,0.0,33.0,23.0,0.0,VCT 2025 China Stage 2_csvs
Jett,17.0,,,100.0,,0.0,0.0,5.0,,86.0,33.0,0.0,12.0,VCT 2025 China Stage 2_csvs
Deadlock,16.0,,,0.0,,9.0,27.0,8.0,,0.0,10.0,19.0,41.0,VCT 2025 China Stage 2_csvs
Kayo,12.0,,,0.0,,0.0,23.0,0.0,,5.0,47.0,4.0,15.0,VCT 2025 China Stage 2_csvs
Breach,10.0,,,50.0,,18.0,0.0,20.0,,0.0,0.0,0.0,18.0,VCT 2025 China Stage 2_csvs
Brimstone,8.0,,,0.0,,0.0,82.0,0.0,,0.0,0.0,0.0,0.0,VCT 2025 China Stage 2_csvs
Gekko,5.0,,,0.0,,0.0,9.0,0.0,,14.0,0.0,19.0,0.0,VCT 2025 China Stage 2_csvs
Waylay,4.0,,,0.0,,5.0,9.0,3.0,,0.0,7.0,8.0,0.0,VCT 2025 China Stage 2_csvs
Clove,4.0,,,0.0,,0.0,0.0,0.0,,0.0,13.0,12.0,6.0,VCT 2025 China Stage 2_csvs
Chamber,4.0,,,0.0,,0.0,0.0,0.0,,0.0,17.0,8.0,3.0,VCT 2025 China Stage 2_csvs
Harbor,3.0,,,0.0,,0.0,0.0,0.0,,32.0,0.0,0.0,0.0,VCT 2025 China Stage 2_csvs
Astra,3.0,,,50.0,,0.0,9.0,0.0,,0.0,3.0,8.0,0.0,VCT 2025 China Stage 2_csvs
Iso,3.0,,,0.0,,0.0,0.0,15.0,,0.0,0.0,0.0,0.0,VCT 2025 China Stage 2_csvs
Sage,2.0,,,0.0,,7.0,0.0,0.0,,9.0,0.0,0.0,0.0,VCT 2025 China Stage 2_csvs
Skye,2.0,,,0.0,,0.0,18.0,0.0,,0.0,0.0,0.0,0.0,VCT 2025 China Stage 2_csvs
Phoenix,1.0,,,0.0,,0.0,0.0,0.0,,0.0,7.0,0.0,3.0,VCT 2025 China Stage 2_csvs
Reyna,1.0,,,0.0,,0.0,0.0,0.0,,9.0,0.0,0.0,0.0,VCT 2025 China Stage 2_csvs
Tejo,0.0,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,VCT 2025 China Stage 2_csvs
Astra,47.0,,60.0,82.0,94.0,21.0,38.0,0.0,27.0,,,,,VCT 2025 EMEA Kickoff_csvs
Raze,41.0,,100.0,0.0,0.0,64.0,81.0,0.0,77.0,,,,,VCT 2025 EMEA Kickoff_csvs
Sova,40.0,,0.0,91.0,67.0,0.0,0.0,67.0,18.0,,,,,VCT 2025 EMEA Kickoff_csvs
Omen,38.0,,60.0,36.0,6.0,86.0,6.0,100.0,0.0,,,,,VCT 2025 EMEA Kickoff_csvs
Cypher,38.0,,20.0,32.0,17.0,29.0,6.0,78.0,64.0,,,,,VCT 2025 EMEA Kickoff_csvs
Breach,37.0,,40.0,23.0,6.0,21.0,0.0,67.0,86.0,,,,,VCT 2025 EMEA Kickoff_csvs
Yoru,36.0,,60.0,55.0,39.0,29.0,19.0,44.0,14.0,,,,,VCT 2025 EMEA Kickoff_csvs
Tejo,28.0,,0.0,23.0,33.0,21.0,38.0,28.0,36.0,,,,,VCT 2025 EMEA Kickoff_csvs
Jett,28.0,,0.0,64.0,61.0,0.0,0.0,44.0,0.0,,,,,VCT 2025 EMEA Kickoff_csvs
Fade,27.0,,80.0,18.0,11.0,79.0,6.0,6.0,23.0,,,,,VCT 2025 EMEA Kickoff_csvs
Brimstone,21.0,,0.0,0.0,0.0,0.0,56.0,0.0,73.0,,,,,VCT 2025 EMEA Kickoff_csvs
Kayo,21.0,,0.0,36.0,56.0,0.0,25.0,6.0,9.0,,,,,VCT 2025 EMEA Kickoff_csvs
Vyse,20.0,,10.0,18.0,28.0,50.0,31.0,0.0,9.0,,,,,VCT 2025 EMEA Kickoff_csvs
Viper,18.0,,60.0,0.0,0.0,36.0,69.0,0.0,0.0,,,,,VCT 2025 EMEA Kickoff_csvs
Killjoy,17.0,,0.0,0.0,61.0,14.0,0.0,22.0,14.0,,,,,VCT 2025 EMEA Kickoff_csvs
Gekko,9.0,,0.0,0.0,0.0,0.0,56.0,0.0,9.0,,,,,VCT 2025 EMEA Kickoff_csvs
Skye,8.0,,10.0,0.0,0.0,0.0,44.0,0.0,9.0,,,,,VCT 2025 EMEA Kickoff_csvs
Chamber,8.0,,0.0,9.0,17.0,0.0,0.0,0.0,18.0,,,,,VCT 2025 EMEA Kickoff_csvs
Sage,4.0,,0.0,5.0,0.0,7.0,6.0,0.0,9.0,,,,,VCT 2025 EMEA Kickoff_csvs
Harbor,4.0,,0.0,9.0,0.0,14.0,0.0,6.0,0.0,,,,,VCT 2025 EMEA Kickoff_csvs
Iso,3.0,,0.0,0.0,0.0,0.0,0.0,22.0,0.0,,,,,VCT 2025 EMEA Kickoff_csvs
Neon,3.0,,0.0,0.0,0.0,0.0,0.0,11.0,5.0,,,,,VCT 2025 EMEA Kickoff_csvs
Deadlock,3.0,,0.0,0.0,0.0,0.0,19.0,0.0,0.0,,,,,VCT 2025 EMEA Kickoff_csvs
Clove,2.0,,0.0,0.0,0.0,14.0,0.0,0.0,0.0,,,,,VCT 2025 EMEA Kickoff_csvs
Reyna,2.0,,0.0,0.0,0.0,14.0,0.0,0.0,0.0,,,,,VCT 2025 EMEA Kickoff_csvs
Phoenix,1.0,,0.0,0.0,6.0,0.0,0.0,0.0,0.0,,,,,VCT 2025 EMEA Kickoff_csvs
Waylay,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,VCT 2025 EMEA Kickoff_csvs
Omen,61.0,,68.0,,0.0,100.0,,97.0,0.0,22.0,96.0,,,VCT 2025 EMEA Stage 1_csvs
Tejo,51.0,,38.0,,50.0,53.0,,20.0,75.0,78.0,46.0,,,VCT 2025 EMEA Stage 1_csvs
Yoru,43.0,,73.0,,100.0,34.0,,60.0,13.0,0.0,46.0,,,VCT 2025 EMEA Stage 1_csvs
Cypher,43.0,,15.0,,21.0,34.0,,100.0,88.0,0.0,63.0,,,VCT 2025 EMEA Stage 1_csvs
Viper,39.0,,70.0,,0.0,45.0,,0.0,0.0,100.0,0.0,,,VCT 2025 EMEA Stage 1_csvs
Breach,32.0,,33.0,,0.0,50.0,,33.0,96.0,3.0,0.0,,,VCT 2025 EMEA Stage 1_csvs
Sova,28.0,,0.0,,64.0,0.0,,80.0,0.0,31.0,58.0,,,VCT 2025 EMEA Stage 1_csvs
Fade,28.0,,65.0,,36.0,47.0,,0.0,17.0,0.0,17.0,,,VCT 2025 EMEA Stage 1_csvs
Raze,21.0,,68.0,,0.0,26.0,,0.0,21.0,0.0,4.0,,,VCT 2025 EMEA Stage 1_csvs
Killjoy,21.0,,0.0,,21.0,16.0,,0.0,0.0,86.0,13.0,,,VCT 2025 EMEA Stage 1_csvs
Jett,19.0,,0.0,,7.0,13.0,,20.0,13.0,31.0,58.0,,,VCT 2025 EMEA Stage 1_csvs
Astra,18.0,,45.0,,100.0,3.0,,3.0,13.0,0.0,4.0,,,VCT 2025 EMEA Stage 1_csvs
Vyse,17.0,,13.0,,57.0,32.0,,10.0,13.0,6.0,4.0,,,VCT 2025 EMEA Stage 1_csvs
Kayo,16.0,,0.0,,0.0,0.0,,0.0,8.0,50.0,50.0,,,VCT 2025 EMEA Stage 1_csvs
Neon,15.0,,0.0,,0.0,13.0,,20.0,54.0,17.0,0.0,,,VCT 2025 EMEA Stage 1_csvs
Brimstone,10.0,,0.0,,0.0,0.0,,0.0,88.0,0.0,0.0,,,VCT 2025 EMEA Stage 1_csvs
Iso,8.0,,5.0,,0.0,0.0,,43.0,0.0,6.0,0.0,,,VCT 2025 EMEA Stage 1_csvs
Deadlock,8.0,,3.0,,0.0,11.0,,7.0,0.0,3.0,38.0,,,VCT 2025 EMEA Stage 1_csvs
Gekko,7.0,,0.0,,0.0,0.0,,0.0,0.0,39.0,0.0,,,VCT 2025 EMEA Stage 1_csvs
Waylay,6.0,,0.0,,0.0,13.0,,0.0,4.0,17.0,4.0,,,VCT 2025 EMEA Stage 1_csvs
Chamber,3.0,,3.0,,21.0,3.0,,3.0,0.0,3.0,0.0,,,VCT 2025 EMEA Stage 1_csvs
Harbor,3.0,,0.0,,21.0,8.0,,0.0,0.0,0.0,0.0,,,VCT 2025 EMEA Stage 1_csvs
Sage,2.0,,3.0,,0.0,0.0,,0.0,0.0,8.0,0.0,,,VCT 2025 EMEA Stage 1_csvs
Phoenix,0.0,,0.0,,0.0,0.0,,3.0,0.0,0.0,0.0,,,VCT 2025 EMEA Stage 1_csvs
Skye,0.0,,3.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,VCT 2025 EMEA Stage 1_csvs
Clove,0.0,,0.0,,0.0,0.0,,0.0,0.0,3.0,0.0,,,VCT 2025 EMEA Stage 1_csvs
Reyna,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,VCT 2025 EMEA Stage 1_csvs
Omen,80.0,,,,,100.0,19.0,100.0,,42.0,100.0,92.0,100.0,VCT 2025 EMEA Stage 2_csvs
Sova,54.0,,,,,16.0,0.0,97.0,,88.0,89.0,13.0,72.0,VCT 2025 EMEA Stage 2_csvs
Viper,46.0,,,,,47.0,92.0,25.0,,100.0,0.0,54.0,22.0,VCT 2025 EMEA Stage 2_csvs
Cypher,40.0,,,,,34.0,0.0,75.0,,0.0,56.0,29.0,72.0,VCT 2025 EMEA Stage 2_csvs
Fade,39.0,,,,,78.0,61.0,3.0,,0.0,11.0,96.0,28.0,VCT 2025 EMEA Stage 2_csvs
Yoru,32.0,,,,,38.0,22.0,47.0,,8.0,36.0,46.0,28.0,VCT 2025 EMEA Stage 2_csvs
Raze,30.0,,,,,84.0,72.0,0.0,,0.0,0.0,13.0,28.0,VCT 2025 EMEA Stage 2_csvs
Jett,24.0,,,,,0.0,0.0,6.0,,83.0,78.0,8.0,0.0,VCT 2025 EMEA Stage 2_csvs
Kayo,24.0,,,,,6.0,19.0,0.0,,25.0,64.0,29.0,19.0,VCT 2025 EMEA Stage 2_csvs
Neon,23.0,,,,,16.0,0.0,50.0,,0.0,0.0,29.0,61.0,VCT 2025 EMEA Stage 2_csvs
Killjoy,17.0,,,,,9.0,0.0,22.0,,100.0,11.0,0.0,0.0,VCT 2025 EMEA Stage 2_csvs
Gekko,14.0,,,,,0.0,58.0,0.0,,13.0,0.0,29.0,0.0,VCT 2025 EMEA Stage 2_csvs
Vyse,13.0,,,,,31.0,11.0,3.0,,0.0,22.0,17.0,6.0,VCT 2025 EMEA Stage 2_csvs
Breach,12.0,,,,,16.0,0.0,31.0,,0.0,0.0,0.0,31.0,VCT 2025 EMEA Stage 2_csvs
Deadlock,10.0,,,,,16.0,19.0,0.0,,0.0,0.0,13.0,22.0,VCT 2025 EMEA Stage 2_csvs
Astra,8.0,,,,,0.0,42.0,0.0,,0.0,0.0,13.0,0.0,VCT 2025 EMEA Stage 2_csvs
Brimstone,7.0,,,,,0.0,39.0,0.0,,0.0,0.0,4.0,0.0,VCT 2025 EMEA Stage 2_csvs
Iso,6.0,,,,,0.0,6.0,34.0,,0.0,0.0,0.0,0.0,VCT 2025 EMEA Stage 2_csvs
Chamber,5.0,,,,,9.0,0.0,0.0,,0.0,19.0,4.0,0.0,VCT 2025 EMEA Stage 2_csvs
Sage,4.0,,,,,0.0,0.0,0.0,,38.0,0.0,0.0,0.0,VCT 2025 EMEA Stage 2_csvs
Tejo,4.0,,,,,0.0,14.0,0.0,,0.0,11.0,0.0,0.0,VCT 2025 EMEA Stage 2_csvs
Phoenix,3.0,,,,,0.0,0.0,6.0,,0.0,0.0,4.0,11.0,VCT 2025 EMEA Stage 2_csvs
Skye,3.0,,,,,0.0,19.0,0.0,,0.0,0.0,0.0,0.0,VCT 2025 EMEA Stage 2_csvs
Waylay,2.0,,,,,0.0,6.0,0.0,,0.0,3.0,8.0,0.0,VCT 2025 EMEA Stage 2_csvs
Harbor,0.0,,,,,0.0,0.0,0.0,,4.0,0.0,0.0,0.0,VCT 2025 EMEA Stage 2_csvs
Clove,0.0,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,VCT 2025 EMEA Stage 2_csvs
Reyna,0.0,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,VCT 2025 EMEA Stage 2_csvs
Raze,51.0,,88.0,0.0,0.0,77.0,94.0,0.0,72.0,,,,,VCT 2025 Pacific Kickoff_csvs
Omen,44.0,,44.0,63.0,0.0,96.0,0.0,100.0,0.0,,,,,VCT 2025 Pacific Kickoff_csvs
Sova,40.0,,0.0,100.0,78.0,12.0,0.0,100.0,17.0,,,,,VCT 2025 Pacific Kickoff_csvs
Astra,37.0,,56.0,75.0,100.0,15.0,17.0,0.0,0.0,,,,,VCT 2025 Pacific Kickoff_csvs
Fade,32.0,,38.0,0.0,11.0,81.0,61.0,0.0,0.0,,,,,VCT 2025 Pacific Kickoff_csvs
Cypher,29.0,,69.0,44.0,0.0,19.0,0.0,57.0,28.0,,,,,VCT 2025 Pacific Kickoff_csvs
Breach,28.0,,31.0,19.0,0.0,4.0,0.0,57.0,100.0,,,,,VCT 2025 Pacific Kickoff_csvs
Killjoy,27.0,,0.0,0.0,78.0,19.0,0.0,43.0,50.0,,,,,VCT 2025 Pacific Kickoff_csvs
Brimstone,26.0,,0.0,0.0,0.0,0.0,83.0,0.0,100.0,,,,,VCT 2025 Pacific Kickoff_csvs
Jett,25.0,,6.0,88.0,56.0,4.0,0.0,43.0,0.0,,,,,VCT 2025 Pacific Kickoff_csvs
Vyse,24.0,,6.0,0.0,39.0,42.0,50.0,0.0,11.0,,,,,VCT 2025 Pacific Kickoff_csvs
Tejo,23.0,,25.0,13.0,17.0,19.0,11.0,7.0,67.0,,,,,VCT 2025 Pacific Kickoff_csvs
Neon,22.0,,13.0,6.0,39.0,19.0,6.0,36.0,39.0,,,,,VCT 2025 Pacific Kickoff_csvs
Kayo,21.0,,6.0,63.0,33.0,0.0,50.0,0.0,0.0,,,,,VCT 2025 Pacific Kickoff_csvs
Viper,20.0,,19.0,6.0,0.0,50.0,33.0,14.0,0.0,,,,,VCT 2025 Pacific Kickoff_csvs
Deadlock,13.0,,31.0,6.0,0.0,15.0,28.0,0.0,6.0,,,,,VCT 2025 Pacific Kickoff_csvs
Gekko,9.0,,0.0,0.0,0.0,0.0,61.0,0.0,0.0,,,,,VCT 2025 Pacific Kickoff_csvs
Skye,7.0,,38.0,0.0,6.0,4.0,0.0,0.0,6.0,,,,,VCT 2025 Pacific Kickoff_csvs
Yoru,7.0,,13.0,6.0,17.0,0.0,0.0,21.0,0.0,,,,,VCT 2025 Pacific Kickoff_csvs
Iso,6.0,,0.0,0.0,6.0,12.0,0.0,21.0,0.0,,,,,VCT 2025 Pacific Kickoff_csvs
Chamber,5.0,,13.0,13.0,0.0,4.0,0.0,0.0,6.0,,,,,VCT 2025 Pacific Kickoff_csvs
Phoenix,3.0,,0.0,0.0,22.0,0.0,0.0,0.0,0.0,,,,,VCT 2025 Pacific Kickoff_csvs
Clove,2.0,,0.0,0.0,0.0,8.0,6.0,0.0,0.0,,,,,VCT 2025 Pacific Kickoff_csvs
Sage,1.0,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,VCT 2025 Pacific Kickoff_csvs
Reyna,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,VCT 2025 Pacific Kickoff_csvs
Harbor,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,VCT 2025 Pacific Kickoff_csvs
Waylay,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,VCT 2025 Pacific Kickoff_csvs
Tejo,62.0,,63.0,,50.0,48.0,,47.0,88.0,68.0,78.0,,,VCT 2025 Pacific Stage 1_csvs
Omen,61.0,,88.0,,0.0,100.0,,97.0,0.0,11.0,88.0,,,VCT 2025 Pacific Stage 1_csvs
Yoru,39.0,,58.0,,54.0,42.0,,56.0,0.0,14.0,44.0,,,VCT 2025 Pacific Stage 1_csvs
Viper,38.0,,88.0,,0.0,58.0,,16.0,0.0,100.0,0.0,,,VCT 2025 Pacific Stage 1_csvs
Breach,30.0,,29.0,,0.0,46.0,,28.0,100.0,0.0,0.0,,,VCT 2025 Pacific Stage 1_csvs
Vyse,29.0,,0.0,,75.0,40.0,,0.0,38.0,4.0,44.0,,,VCT 2025 Pacific Stage 1_csvs
Cypher,29.0,,13.0,,8.0,19.0,,84.0,38.0,0.0,31.0,,,VCT 2025 Pacific Stage 1_csvs
Sova,26.0,,0.0,,33.0,6.0,,56.0,0.0,39.0,47.0,,,VCT 2025 Pacific Stage 1_csvs
Neon,25.0,,17.0,,38.0,17.0,,38.0,81.0,0.0,0.0,,,VCT 2025 Pacific Stage 1_csvs
Killjoy,25.0,,0.0,,54.0,4.0,,16.0,23.0,79.0,16.0,,,VCT 2025 Pacific Stage 1_csvs
Jett,22.0,,8.0,,21.0,0.0,,13.0,0.0,64.0,56.0,,,VCT 2025 Pacific Stage 1_csvs
Fade,20.0,,33.0,,21.0,46.0,,0.0,0.0,0.0,22.0,,,VCT 2025 Pacific Stage 1_csvs
Raze,17.0,,42.0,,0.0,46.0,,0.0,19.0,0.0,0.0,,,VCT 2025 Pacific Stage 1_csvs
Kayo,16.0,,0.0,,17.0,0.0,,0.0,0.0,64.0,41.0,,,VCT 2025 Pacific Stage 1_csvs
Astra,15.0,,13.0,,100.0,0.0,,3.0,0.0,0.0,13.0,,,VCT 2025 Pacific Stage 1_csvs
Brimstone,12.0,,0.0,,0.0,0.0,,0.0,100.0,0.0,0.0,,,VCT 2025 Pacific Stage 1_csvs
Iso,10.0,,0.0,,0.0,15.0,,38.0,0.0,7.0,0.0,,,VCT 2025 Pacific Stage 1_csvs
Deadlock,8.0,,38.0,,0.0,4.0,,9.0,0.0,0.0,9.0,,,VCT 2025 Pacific Stage 1_csvs
Waylay,6.0,,8.0,,0.0,10.0,,0.0,12.0,7.0,3.0,,,VCT 2025 Pacific Stage 1_csvs
Chamber,4.0,,0.0,,17.0,0.0,,0.0,0.0,14.0,0.0,,,VCT 2025 Pacific Stage 1_csvs
Phoenix,2.0,,0.0,,13.0,0.0,,0.0,0.0,0.0,6.0,,,VCT 2025 Pacific Stage 1_csvs
Harbor,2.0,,0.0,,0.0,0.0,,0.0,0.0,11.0,3.0,,,VCT 2025 Pacific Stage 1_csvs
Reyna,2.0,,0.0,,0.0,0.0,,0.0,0.0,14.0,0.0,,,VCT 2025 Pacific Stage 1_csvs
Gekko,0.0,,0.0,,0.0,0.0,,0.0,0.0,4.0,0.0,,,VCT 2025 Pacific Stage 1_csvs
Skye,0.0,,4.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,VCT 2025 Pacific Stage 1_csvs
Sage,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,VCT 2025 Pacific Stage 1_csvs
Clove,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,VCT 2025 Pacific Stage 1_csvs
Omen,74.0,,,,,100.0,0.0,100.0,,23.0,100.0,85.0,100.0,VCT 2025 Pacific Stage 2_csvs
Viper,56.0,,,,,66.0,68.0,25.0,,100.0,17.0,68.0,46.0,VCT 2025 Pacific Stage 2_csvs
Sova,51.0,,,,,5.0,0.0,84.0,,100.0,100.0,26.0,75.0,VCT 2025 Pacific Stage 2_csvs
Fade,44.0,,,,,95.0,64.0,16.0,,0.0,0.0,74.0,25.0,VCT 2025 Pacific Stage 2_csvs
Yoru,36.0,,,,,42.0,36.0,69.0,,0.0,46.0,32.0,21.0,VCT 2025 Pacific Stage 2_csvs
Neon,34.0,,,,,21.0,0.0,69.0,,4.0,25.0,53.0,63.0,VCT 2025 Pacific Stage 2_csvs
Raze,29.0,,,,,74.0,86.0,0.0,,0.0,0.0,12.0,13.0,VCT 2025 Pacific Stage 2_csvs
Cypher,25.0,,,,,5.0,4.0,66.0,,0.0,29.0,15.0,63.0,VCT 2025 Pacific Stage 2_csvs
Killjoy,23.0,,,,,18.0,0.0,19.0,,92.0,42.0,0.0,0.0,VCT 2025 Pacific Stage 2_csvs
Deadlock,20.0,,,,,11.0,43.0,16.0,,0.0,17.0,32.0,25.0,VCT 2025 Pacific Stage 2_csvs
Vyse,19.0,,,,,50.0,11.0,16.0,,0.0,25.0,21.0,0.0,VCT 2025 Pacific Stage 2_csvs
Jett,14.0,,,,,0.0,0.0,0.0,,81.0,29.0,3.0,0.0,VCT 2025 Pacific Stage 2_csvs
Sage,13.0,,,,,0.0,0.0,0.0,,65.0,4.0,18.0,13.0,VCT 2025 Pacific Stage 2_csvs
Waylay,11.0,,,,,5.0,11.0,13.0,,0.0,8.0,15.0,25.0,VCT 2025 Pacific Stage 2_csvs
Astra,9.0,,,,,0.0,36.0,0.0,,0.0,0.0,24.0,0.0,VCT 2025 Pacific Stage 2_csvs
Brimstone,9.0,,,,,0.0,64.0,0.0,,0.0,0.0,0.0,0.0,VCT 2025 Pacific Stage 2_csvs
Kayo,7.0,,,,,0.0,21.0,0.0,,4.0,29.0,3.0,0.0,VCT 2025 Pacific Stage 2_csvs
Gekko,5.0,,,,,0.0,39.0,0.0,,0.0,0.0,0.0,0.0,VCT 2025 Pacific Stage 2_csvs
Chamber,5.0,,,,,0.0,0.0,0.0,,8.0,21.0,9.0,0.0,VCT 2025 Pacific Stage 2_csvs
