match_id,map_name,map_order,score,winner,duration,picked_by,tournament_name
527576,Lotus,1,12 - 14,Dragon Ranger Gaming,1:00:43,Dragon Ranger Gaming,VCT 2025 China Stage 2_csvs
527576,Corrode,2,10 - 13,Dragon Ranger Gaming,50:35,EDward Gaming,VCT 2025 China Stage 2_csvs
527584,Sunset,1,13 - 10,All Gamers,1:11:01,All Gamers,VCT 2025 China Stage 2_csvs
527584,Haven,2,3 - 13,FunPlus Phoenix,40:12,FunPlus Phoenix,VCT 2025 China Stage 2_csvs
527584,Icebox,3,13 - 6,All Gamers,46:41,Decider,VCT 2025 China Stage 2_csvs
527583,Lotus,1,7 - 13,Trace Esports,56:26,Trace Esports,VCT 2025 China Stage 2_csvs
527583,Sunset,2,13 - 10,EDward Gaming,50:24,EDward Gaming,VCT 2025 China Stage 2_csvs
527583,Ascent,3,13 - 11,EDward Gaming,57:00,Decider,VCT 2025 China Stage 2_csvs
527580,Bind,1,13 - 7,Guangzhou Huadu Bilibili Gaming(Bilibili Gaming),1:08:04,Guangzhou Huadu Bilibili Gaming(Bilibili Gaming),VCT 2025 China Stage 2_csvs
527580,Icebox,2,9 - 13,TYLOO,49:53,TYLOO,VCT 2025 China Stage 2_csvs
527580,Lotus,3,13 - 5,Guangzhou Huadu Bilibili Gaming(Bilibili Gaming),-,Decider,VCT 2025 China Stage 2_csvs
527579,Lotus,1,12 - 14,Dragon Ranger Gaming,1:13:48,Dragon Ranger Gaming,VCT 2025 China Stage 2_csvs
527579,Bind,2,13 - 5,Xi Lai Gaming,39:07,Xi Lai Gaming,VCT 2025 China Stage 2_csvs
527579,Sunset,3,5 - 13,Dragon Ranger Gaming,36:52,Decider,VCT 2025 China Stage 2_csvs
527585,Haven,1,3 - 13,EDward Gaming,54:00,TYLOO,VCT 2025 China Stage 2_csvs
527585,Ascent,2,11 - 13,EDward Gaming,51:45,EDward Gaming,VCT 2025 China Stage 2_csvs
527586,Ascent,1,13 - 8,Xi Lai Gaming,1:04:48,Xi Lai Gaming,VCT 2025 China Stage 2_csvs
527586,Icebox,2,9 - 13,All Gamers,51:07,All Gamers,VCT 2025 China Stage 2_csvs
527586,Lotus,3,13 - 1,Xi Lai Gaming,34:53,Decider,VCT 2025 China Stage 2_csvs
536176,Abyss,1,10 - 13,Precise Defeat,-,Decider,VCT 2025 China Stage 2_csvs
527581,Haven,1,13 - 10,Dragon Ranger Gaming,58:22,Guangzhou Huadu Bilibili Gaming(Bilibili Gaming),VCT 2025 China Stage 2_csvs
527581,Lotus,2,9 - 13,Guangzhou Huadu Bilibili Gaming(Bilibili Gaming),47:21,Dragon Ranger Gaming,VCT 2025 China Stage 2_csvs
527581,Sunset,3,13 - 11,Dragon Ranger Gaming,53:15,Decider,VCT 2025 China Stage 2_csvs
527587,Lotus,1,13 - 11,EDward Gaming,1:09:37,Xi Lai Gaming,VCT 2025 China Stage 2_csvs
527587,Corrode,2,13 - 5,EDward Gaming,38:20,EDward Gaming,VCT 2025 China Stage 2_csvs
527588,Bind,1,12 - 14,EDward Gaming,1:14:50,Guangzhou Huadu Bilibili Gaming(Bilibili Gaming),VCT 2025 China Stage 2_csvs
527588,Haven,2,13 - 8,Guangzhou Huadu Bilibili Gaming(Bilibili Gaming),47:19,EDward Gaming,VCT 2025 China Stage 2_csvs
527588,Lotus,3,13 - 10,Guangzhou Huadu Bilibili Gaming(Bilibili Gaming),51:30,Guangzhou Huadu Bilibili Gaming(Bilibili Gaming),VCT 2025 China Stage 2_csvs
527588,Ascent,4,13 - 7,Guangzhou Huadu Bilibili Gaming(Bilibili Gaming),43:09,EDward Gaming,VCT 2025 China Stage 2_csvs
527582,Sunset,1,13 - 2,Dragon Ranger Gaming,52:52,Dragon Ranger Gaming,VCT 2025 China Stage 2_csvs
527582,Haven,2,8 - 13,Guangzhou Huadu Bilibili Gaming(Bilibili Gaming),53:27,Guangzhou Huadu Bilibili Gaming(Bilibili Gaming),VCT 2025 China Stage 2_csvs
527582,Corrode,3,10 - 13,Guangzhou Huadu Bilibili Gaming(Bilibili Gaming),50:40,Dragon Ranger Gaming,VCT 2025 China Stage 2_csvs
527582,Lotus,4,9 - 13,Guangzhou Huadu Bilibili Gaming(Bilibili Gaming),46:21,Guangzhou Huadu Bilibili Gaming(Bilibili Gaming),VCT 2025 China Stage 2_csvs
429381,Lotus,1,13 - 9,BBL Esports,1:05:24,GIANTX,VCT 2025 EMEA Kickoff_csvs
429381,Haven,2,12 - 14,GIANTX,1:02:21,BBL Esports,VCT 2025 EMEA Kickoff_csvs
429381,Pearl,3,13 - 5,BBL Esports,43:41,Decider,VCT 2025 EMEA Kickoff_csvs
429380,Abyss,1,10 - 13,Natus Vincere,1:09:50,Natus Vincere,VCT 2025 EMEA Kickoff_csvs
429380,Bind,2,13 - 2,Karmine Corp,37:51,Karmine Corp,VCT 2025 EMEA Kickoff_csvs
429380,Lotus,3,13 - 6,Karmine Corp,51:52,Decider,VCT 2025 EMEA Kickoff_csvs
429379,Fracture,1,10 - 13,Movistar KOI(KOI),58:08,Team Liquid,VCT 2025 EMEA Kickoff_csvs
429379,Abyss,2,13 - 3,Team Liquid,36:44,Movistar KOI(KOI),VCT 2025 EMEA Kickoff_csvs
429379,Bind,3,13 - 10,Team Liquid,52:51,Decider,VCT 2025 EMEA Kickoff_csvs
429382,Pearl,1,7 - 13,Gentle Mates,51:40,Gentle Mates,VCT 2025 EMEA Kickoff_csvs
429382,Haven,2,12 - 14,Gentle Mates,55:55,Apeks,VCT 2025 EMEA Kickoff_csvs
429385,Abyss,1,8 - 13,BBL Esports,1:16:23,BBL Esports,VCT 2025 EMEA Kickoff_csvs
429385,Fracture,2,13 - 8,FNATIC,1:02:29,FNATIC,VCT 2025 EMEA Kickoff_csvs
429385,Split,3,10 - 13,BBL Esports,1:01:55,Decider,VCT 2025 EMEA Kickoff_csvs
429384,Haven,1,13 - 5,Team Vitality,50:28,Team Vitality,VCT 2025 EMEA Kickoff_csvs
429384,Bind,2,9 - 13,Karmine Corp,53:35,Karmine Corp,VCT 2025 EMEA Kickoff_csvs
429384,Abyss,3,17 - 15,Team Vitality,1:17:32,Decider,VCT 2025 EMEA Kickoff_csvs
429383,Pearl,1,13 - 7,FUT Esports,56:58,FUT Esports,VCT 2025 EMEA Kickoff_csvs
429383,Fracture,2,13 - 6,FUT Esports,42:06,Team Liquid,VCT 2025 EMEA Kickoff_csvs
429386,Abyss,1,4 - 13,Gentle Mates,49:12,Gentle Mates,VCT 2025 EMEA Kickoff_csvs
429386,Fracture,2,13 - 3,Team Heretics,33:21,Team Heretics,VCT 2025 EMEA Kickoff_csvs
429386,Pearl,3,13 - 8,Team Heretics,46:40,Decider,VCT 2025 EMEA Kickoff_csvs
429393,Bind,1,14 - 12,Karmine Corp,1:19:57,Karmine Corp,VCT 2025 EMEA Kickoff_csvs
429393,Lotus,2,8 - 13,GIANTX,44:40,GIANTX,VCT 2025 EMEA Kickoff_csvs
429393,Fracture,3,10 - 13,GIANTX,51:41,Decider,VCT 2025 EMEA Kickoff_csvs
429392,Pearl,1,13 - 9,FNATIC,1:05:22,Natus Vincere,VCT 2025 EMEA Kickoff_csvs
429392,Fracture,2,8 - 13,Natus Vincere,53:16,FNATIC,VCT 2025 EMEA Kickoff_csvs
429392,Haven,3,15 - 13,FNATIC,1:10:03,Decider,VCT 2025 EMEA Kickoff_csvs
429394,Abyss,1,13 - 9,Team Liquid,58:28,Team Liquid,VCT 2025 EMEA Kickoff_csvs
429394,Pearl,2,11 - 13,Apeks,56:15,Apeks,VCT 2025 EMEA Kickoff_csvs
429394,Haven,3,13 - 6,Team Liquid,37:23,Decider,VCT 2025 EMEA Kickoff_csvs
429391,Haven,1,13 - 3,Gentle Mates,44:42,Gentle Mates,VCT 2025 EMEA Kickoff_csvs
429391,Lotus,2,7 - 13,Movistar KOI(KOI),45:07,Movistar KOI(KOI),VCT 2025 EMEA Kickoff_csvs
429391,Pearl,3,13 - 6,Gentle Mates,40:22,Decider,VCT 2025 EMEA Kickoff_csvs
429388,Pearl,1,11 - 13,Team Heretics,1:15:19,BBL Esports,VCT 2025 EMEA Kickoff_csvs
429388,Lotus,2,7 - 13,Team Heretics,44:49,Team Heretics,VCT 2025 EMEA Kickoff_csvs
429387,Bind,1,7 - 13,Team Vitality,1:01:52,FUT Esports,VCT 2025 EMEA Kickoff_csvs
429387,Split,2,4 - 13,Team Vitality,36:12,Team Vitality,VCT 2025 EMEA Kickoff_csvs
429395,Abyss,1,5 - 13,FNATIC,56:58,Gentle Mates,VCT 2025 EMEA Kickoff_csvs
429395,Fracture,2,6 - 13,FNATIC,44:41,FNATIC,VCT 2025 EMEA Kickoff_csvs
429396,Fracture,1,8 - 13,Team Liquid,51:00,GIANTX,VCT 2025 EMEA Kickoff_csvs
429396,Split,2,6 - 13,Team Liquid,44:07,Team Liquid,VCT 2025 EMEA Kickoff_csvs
429397,Abyss,1,13 - 10,FUT Esports,1:10:32,FUT Esports,VCT 2025 EMEA Kickoff_csvs
429397,Fracture,2,13 - 6,FUT Esports,42:58,FNATIC,VCT 2025 EMEA Kickoff_csvs
429398,Bind,1,11 - 13,Team Liquid,1:02:57,Team Liquid,VCT 2025 EMEA Kickoff_csvs
429398,Pearl,2,13 - 9,BBL Esports,56:12,BBL Esports,VCT 2025 EMEA Kickoff_csvs
429398,Split,3,10 - 13,Team Liquid,47:17,Decider,VCT 2025 EMEA Kickoff_csvs
429389,Haven,1,13 - 10,Team Vitality,1:05:29,Team Vitality,VCT 2025 EMEA Kickoff_csvs
429389,Abyss,2,13 - 1,Team Vitality,35:16,Team Heretics,VCT 2025 EMEA Kickoff_csvs
429400,Abyss,1,7 - 13,Team Liquid,1:06:22,FUT Esports,VCT 2025 EMEA Kickoff_csvs
429400,Bind,2,13 - 11,FUT Esports,55:54,Team Liquid,VCT 2025 EMEA Kickoff_csvs
429400,Haven,3,4 - 13,Team Liquid,39:18,Decider,VCT 2025 EMEA Kickoff_csvs
429401,Lotus,1,4 - 13,Team Liquid,51:17,Team Heretics,VCT 2025 EMEA Kickoff_csvs
429401,Abyss,2,4 - 13,Team Liquid,38:19,Team Liquid,VCT 2025 EMEA Kickoff_csvs
429401,Fracture,3,7 - 13,Team Liquid,41:51,Team Heretics,VCT 2025 EMEA Kickoff_csvs
429390,Split,1,10 - 13,Team Liquid,1:16:50,Team Vitality,VCT 2025 EMEA Kickoff_csvs
429390,Haven,2,7 - 13,Team Liquid,44:42,Team Liquid,VCT 2025 EMEA Kickoff_csvs
429390,Lotus,3,13 - 6,Team Vitality,40:16,Team Vitality,VCT 2025 EMEA Kickoff_csvs
429390,Bind,4,13 - 7,Team Vitality,46:10,Team Liquid,VCT 2025 EMEA Kickoff_csvs
429390,Fracture,5,13 - 8,Team Vitality,48:14,Decider,VCT 2025 EMEA Kickoff_csvs
459826,Split,1,13 - 9,Team Vitality,1:16:15,Team Vitality,VCT 2025 EMEA Stage 1_csvs
459826,Lotus,2,13 - 2,Team Vitality,34:00,GIANTX,VCT 2025 EMEA Stage 1_csvs
459827,Icebox,1,3 - 13,Karmine Corp,47:40,Karmine Corp,VCT 2025 EMEA Stage 1_csvs
459827,Pearl,2,13 - 11,BBL Esports,57:52,BBL Esports,VCT 2025 EMEA Stage 1_csvs
459827,Fracture,3,13 - 8,BBL Esports,46:23,Decider,VCT 2025 EMEA Stage 1_csvs
459828,Ascent,1,5 - 13,Apeks,1:07:19,Team Heretics,VCT 2025 EMEA Stage 1_csvs
459828,Split,2,13 - 8,Team Heretics,50:00,Apeks,VCT 2025 EMEA Stage 1_csvs
459828,Icebox,3,13 - 6,Team Heretics,44:07,Decider,VCT 2025 EMEA Stage 1_csvs
459829,Pearl,1,13 - 4,FUT Esports,52:39,FUT Esports,VCT 2025 EMEA Stage 1_csvs
459829,Lotus,2,14 - 12,FUT Esports,56:26,Movistar KOI(KOI),VCT 2025 EMEA Stage 1_csvs
459830,Split,1,13 - 5,FNATIC,47:09,FNATIC,VCT 2025 EMEA Stage 1_csvs
459830,Fracture,2,13 - 11,FNATIC,1:01:43,Natus Vincere,VCT 2025 EMEA Stage 1_csvs
459831,Split,1,13 - 6,Team Liquid,48:23,Team Liquid,VCT 2025 EMEA Stage 1_csvs
459831,Haven,2,12 - 14,Gentle Mates,55:47,Gentle Mates,VCT 2025 EMEA Stage 1_csvs
459831,Icebox,3,6 - 13,Gentle Mates,40:49,Decider,VCT 2025 EMEA Stage 1_csvs
459832,Fracture,1,13 - 7,Team Liquid,56:20,Team Liquid,VCT 2025 EMEA Stage 1_csvs
459832,Haven,2,4 - 13,BBL Esports,41:51,BBL Esports,VCT 2025 EMEA Stage 1_csvs
459832,Ascent,3,13 - 4,Team Liquid,36:35,Decider,VCT 2025 EMEA Stage 1_csvs
459833,Lotus,1,13 - 10,Apeks,1:03:39,Natus Vincere,VCT 2025 EMEA Stage 1_csvs
459833,Haven,2,11 - 13,Natus Vincere,1:04:08,Apeks,VCT 2025 EMEA Stage 1_csvs
459833,Split,3,6 - 13,Natus Vincere,44:08,Decider,VCT 2025 EMEA Stage 1_csvs
459834,Icebox,1,10 - 13,Gentle Mates,1:01:36,Gentle Mates,VCT 2025 EMEA Stage 1_csvs
459834,Fracture,2,18 - 16,FUT Esports,1:12:56,FUT Esports,VCT 2025 EMEA Stage 1_csvs
459834,Lotus,3,13 - 4,FUT Esports,36:11,Decider,VCT 2025 EMEA Stage 1_csvs
459835,Haven,1,13 - 3,Team Heretics,39:05,GIANTX,VCT 2025 EMEA Stage 1_csvs
459835,Split,2,11 - 13,GIANTX,53:22,Team Heretics,VCT 2025 EMEA Stage 1_csvs
459835,Lotus,3,13 - 8,Team Heretics,46:48,Decider,VCT 2025 EMEA Stage 1_csvs
459836,Split,1,18 - 16,Team Vitality,1:45:23,FNATIC,VCT 2025 EMEA Stage 1_csvs
459836,Lotus,2,6 - 13,FNATIC,51:17,Team Vitality,VCT 2025 EMEA Stage 1_csvs
459836,Haven,3,10 - 13,FNATIC,1:00:25,Decider,VCT 2025 EMEA Stage 1_csvs
459837,Lotus,1,2 - 13,Karmine Corp,50:34,Movistar KOI(KOI),VCT 2025 EMEA Stage 1_csvs
459837,Icebox,2,12 - 14,Karmine Corp,1:00:42,Karmine Corp,VCT 2025 EMEA Stage 1_csvs
459839,Pearl,1,6 - 13,BBL Esports,1:05:11,BBL Esports,VCT 2025 EMEA Stage 1_csvs
459839,Icebox,2,9 - 13,BBL Esports,47:29,Movistar KOI(KOI),VCT 2025 EMEA Stage 1_csvs
459840,Fracture,1,9 - 13,GIANTX,57:45,Natus Vincere,VCT 2025 EMEA Stage 1_csvs
459840,Pearl,2,13 - 7,Natus Vincere,49:20,GIANTX,VCT 2025 EMEA Stage 1_csvs
459840,Split,3,13 - 0,Natus Vincere,29:17,Decider,VCT 2025 EMEA Stage 1_csvs
459841,Lotus,1,13 - 1,Team Liquid,45:25,FUT Esports,VCT 2025 EMEA Stage 1_csvs
459841,Split,2,13 - 9,Team Liquid,48:29,Team Liquid,VCT 2025 EMEA Stage 1_csvs
459842,Haven,1,10 - 13,Team Heretics,1:06:18,Team Heretics,VCT 2025 EMEA Stage 1_csvs
459842,Icebox,2,6 - 13,Team Heretics,51:46,Team Vitality,VCT 2025 EMEA Stage 1_csvs
459843,Lotus,1,5 - 13,FNATIC,46:30,Apeks,VCT 2025 EMEA Stage 1_csvs
459843,Split,2,14 - 16,FNATIC,1:16:11,FNATIC,VCT 2025 EMEA Stage 1_csvs
459844,Haven,1,14 - 12,Karmine Corp,1:30:25,Gentle Mates,VCT 2025 EMEA Stage 1_csvs
459844,Pearl,2,13 - 2,Karmine Corp,1:16:48,Karmine Corp,VCT 2025 EMEA Stage 1_csvs
459845,Ascent,1,13 - 5,Team Vitality,1:00:54,Apeks,VCT 2025 EMEA Stage 1_csvs
459845,Lotus,2,13 - 10,Team Vitality,58:49,Team Vitality,VCT 2025 EMEA Stage 1_csvs
459846,Split,1,13 - 5,Team Liquid,40:07,Team Liquid,VCT 2025 EMEA Stage 1_csvs
459846,Lotus,2,13 - 9,Team Liquid,58:57,Movistar KOI(KOI),VCT 2025 EMEA Stage 1_csvs
459847,Lotus,1,12 - 14,BBL Esports,1:11:51,BBL Esports,VCT 2025 EMEA Stage 1_csvs
459847,Haven,2,2 - 13,BBL Esports,33:59,Gentle Mates,VCT 2025 EMEA Stage 1_csvs
459848,Ascent,1,13 - 10,GIANTX,1:01:56,GIANTX,VCT 2025 EMEA Stage 1_csvs
459848,Lotus,2,5 - 13,FNATIC,43:53,FNATIC,VCT 2025 EMEA Stage 1_csvs
459848,Haven,3,10 - 13,FNATIC,51:32,Decider,VCT 2025 EMEA Stage 1_csvs
459849,Lotus,1,5 - 13,FUT Esports,45:17,Karmine Corp,VCT 2025 EMEA Stage 1_csvs
459849,Ascent,2,11 - 13,FUT Esports,53:44,Decider,VCT 2025 EMEA Stage 1_csvs
459849,Pearl,3,14 - 12,Karmine Corp,1:26:37,FUT Esports,VCT 2025 EMEA Stage 1_csvs
459850,Haven,1,3 - 13,Team Heretics,48:29,Team Heretics,VCT 2025 EMEA Stage 1_csvs
459850,Pearl,2,8 - 13,Team Heretics,1:04:30,Natus Vincere,VCT 2025 EMEA Stage 1_csvs
459852,Ascent,1,25 - 23,BBL Esports,2:05:00,BBL Esports,VCT 2025 EMEA Stage 1_csvs
459852,Icebox,2,13 - 11,BBL Esports,1:01:21,FUT Esports,VCT 2025 EMEA Stage 1_csvs
459853,Lotus,1,13 - 7,GIANTX,1:10:01,Apeks,VCT 2025 EMEA Stage 1_csvs
459853,Ascent,2,13 - 9,GIANTX,53:48,GIANTX,VCT 2025 EMEA Stage 1_csvs
459854,Split,1,13 - 11,Gentle Mates,1:02:18,Gentle Mates,VCT 2025 EMEA Stage 1_csvs
459854,Icebox,2,6 - 13,Movistar KOI(KOI),39:27,Movistar KOI(KOI),VCT 2025 EMEA Stage 1_csvs
459854,Fracture,3,9 - 13,Movistar KOI(KOI),46:26,Decider,VCT 2025 EMEA Stage 1_csvs
459855,Haven,1,5 - 13,Natus Vincere,49:15,Team Vitality,VCT 2025 EMEA Stage 1_csvs
459855,Icebox,2,11 - 13,Natus Vincere,1:00:49,Natus Vincere,VCT 2025 EMEA Stage 1_csvs
459856,Icebox,1,9 - 13,Karmine Corp,54:25,Karmine Corp,VCT 2025 EMEA Stage 1_csvs
459856,Lotus,2,13 - 6,Team Liquid,38:02,Decider,VCT 2025 EMEA Stage 1_csvs
459856,Split,3,13 - 6,Team Liquid,-,Team Liquid,VCT 2025 EMEA Stage 1_csvs
459857,Haven,1,5 - 13,Team Heretics,45:48,Team Heretics,VCT 2025 EMEA Stage 1_csvs
459857,Lotus,2,10 - 13,Team Heretics,55:42,FNATIC,VCT 2025 EMEA Stage 1_csvs
482503,Lotus,1,13 - 9,BBL Esports,1:07:28,BBL Esports,VCT 2025 EMEA Stage 1_csvs
482503,Fracture,2,13 - 10,BBL Esports,55:46,Natus Vincere,VCT 2025 EMEA Stage 1_csvs
482504,Split,1,13 - 8,FNATIC,50:58,FNATIC,VCT 2025 EMEA Stage 1_csvs
482504,Lotus,2,13 - 6,FNATIC,1:01:36,FUT Esports,VCT 2025 EMEA Stage 1_csvs
482505,Icebox,1,12 - 14,Karmine Corp,1:21:45,Karmine Corp,VCT 2025 EMEA Stage 1_csvs
482505,Split,2,13 - 11,Natus Vincere,1:01:52,Natus Vincere,VCT 2025 EMEA Stage 1_csvs
482505,Ascent,3,13 - 11,Natus Vincere,57:59,Decider,VCT 2025 EMEA Stage 1_csvs
482506,Split,1,13 - 6,FUT Esports,47:30,Team Vitality,VCT 2025 EMEA Stage 1_csvs
482506,Fracture,2,13 - 7,FUT Esports,1:06:15,FUT Esports,VCT 2025 EMEA Stage 1_csvs
482507,Icebox,1,14 - 12,Team Heretics,59:03,Team Heretics,VCT 2025 EMEA Stage 1_csvs
482507,Ascent,2,13 - 10,Team Heretics,1:08:11,BBL Esports,VCT 2025 EMEA Stage 1_csvs
482508,Split,1,10 - 13,FNATIC,1:14:44,Team Liquid,VCT 2025 EMEA Stage 1_csvs
482508,Icebox,2,13 - 11,Team Liquid,54:25,FNATIC,VCT 2025 EMEA Stage 1_csvs
482508,Fracture,3,12 - 14,FNATIC,55:57,Decider,VCT 2025 EMEA Stage 1_csvs
482510,Ascent,1,13 - 10,BBL Esports,56:55,Decider,VCT 2025 EMEA Stage 1_csvs
482510,Split,2,13 - 2,BBL Esports,34:02,FUT Esports,VCT 2025 EMEA Stage 1_csvs
482510,Haven,3,12 - 14,FUT Esports,1:11:31,BBL Esports,VCT 2025 EMEA Stage 1_csvs
482509,Icebox,1,11 - 13,Natus Vincere,1:09:34,Natus Vincere,VCT 2025 EMEA Stage 1_csvs
482509,Split,2,13 - 4,Team Liquid,38:16,Team Liquid,VCT 2025 EMEA Stage 1_csvs
482509,Ascent,3,13 - 8,Team Liquid,42:26,Decider,VCT 2025 EMEA Stage 1_csvs
482515,Fracture,1,6 - 13,FNATIC,58:07,FNATIC,VCT 2025 EMEA Stage 1_csvs
482515,Icebox,2,8 - 13,FNATIC,55:22,Team Heretics,VCT 2025 EMEA Stage 1_csvs
482511,Haven,1,13 - 11,Team Liquid,1:06:33,BBL Esports,VCT 2025 EMEA Stage 1_csvs
482511,Split,2,7 - 13,BBL Esports,43:32,Team Liquid,VCT 2025 EMEA Stage 1_csvs
482511,Fracture,3,13 - 8,Team Liquid,43:46,Decider,VCT 2025 EMEA Stage 1_csvs
482512,Haven,1,13 - 3,Team Heretics,49:03,Team Heretics,VCT 2025 EMEA Stage 1_csvs
482512,Ascent,2,13 - 10,Team Heretics,49:22,Team Liquid,VCT 2025 EMEA Stage 1_csvs
482512,Icebox,3,13 - 2,Team Heretics,33:50,Team Heretics,VCT 2025 EMEA Stage 1_csvs
482513,Split,1,13 - 4,FNATIC,1:03:12,FNATIC,VCT 2025 EMEA Stage 1_csvs
482513,Icebox,2,13 - 9,FNATIC,53:25,Team Heretics,VCT 2025 EMEA Stage 1_csvs
482513,Fracture,3,14 - 12,FNATIC,1:07:19,FNATIC,VCT 2025 EMEA Stage 1_csvs
511543,Icebox,1,13 - 4,Natus Vincere,37:53,Natus Vincere,VCT 2025 EMEA Stage 2_csvs
511543,Sunset,2,6 - 13,Apeks,40:00,Apeks,VCT 2025 EMEA Stage 2_csvs
511543,Corrode,3,13 - 3,Natus Vincere,37:03,Decider,VCT 2025 EMEA Stage 2_csvs
511544,Sunset,1,10 - 13,GIANTX,51:20,Team Vitality,VCT 2025 EMEA Stage 2_csvs
511544,Bind,2,11 - 13,GIANTX,52:27,GIANTX,VCT 2025 EMEA Stage 2_csvs
511545,Bind,1,7 - 13,Gentle Mates,45:43,FUT Esports,VCT 2025 EMEA Stage 2_csvs
511545,Sunset,2,13 - 5,FUT Esports,44:06,Gentle Mates,VCT 2025 EMEA Stage 2_csvs
511545,Lotus,3,16 - 14,FUT Esports,1:07:52,Decider,VCT 2025 EMEA Stage 2_csvs
511546,Bind,1,13 - 4,Team Liquid,36:55,Team Liquid,VCT 2025 EMEA Stage 2_csvs
511546,Icebox,2,10 - 13,Movistar KOI(KOI),49:30,Movistar KOI(KOI),VCT 2025 EMEA Stage 2_csvs
511546,Lotus,3,13 - 8,Team Liquid,44:29,Decider,VCT 2025 EMEA Stage 2_csvs
511547,Icebox,1,5 - 13,BBL Esports,42:33,BBL Esports,VCT 2025 EMEA Stage 2_csvs
511547,Haven,2,13 - 9,Team Heretics,48:26,Team Heretics,VCT 2025 EMEA Stage 2_csvs
511547,Sunset,3,13 - 11,Team Heretics,50:17,Decider,VCT 2025 EMEA Stage 2_csvs
511548,Bind,1,13 - 7,FNATIC,45:35,Karmine Corp,VCT 2025 EMEA Stage 2_csvs
511548,Lotus,2,10 - 13,Karmine Corp,59:44,FNATIC,VCT 2025 EMEA Stage 2_csvs
511548,Icebox,3,13 - 11,FNATIC,59:55,Decider,VCT 2025 EMEA Stage 2_csvs
511549,Icebox,1,7 - 13,Karmine Corp,48:44,Karmine Corp,VCT 2025 EMEA Stage 2_csvs
511549,Sunset,2,13 - 11,Apeks,55:12,Apeks,VCT 2025 EMEA Stage 2_csvs
511549,Lotus,3,11 - 13,Karmine Corp,52:28,Decider,VCT 2025 EMEA Stage 2_csvs
511550,Icebox,1,13 - 7,GIANTX,46:28,BBL Esports,VCT 2025 EMEA Stage 2_csvs
511550,Lotus,2,11 - 13,BBL Esports,52:20,GIANTX,VCT 2025 EMEA Stage 2_csvs
511550,Corrode,3,13 - 11,GIANTX,52:40,Decider,VCT 2025 EMEA Stage 2_csvs
511551,Corrode,1,13 - 7,Team Liquid,48:39,Natus Vincere,VCT 2025 EMEA Stage 2_csvs
511551,Sunset,2,13 - 4,Team Liquid,36:42,Team Liquid,VCT 2025 EMEA Stage 2_csvs
511552,Corrode,1,12 - 14,Team Heretics,1:00:46,Gentle Mates,VCT 2025 EMEA Stage 2_csvs
511552,Ascent,2,14 - 12,Gentle Mates,55:23,Team Heretics,VCT 2025 EMEA Stage 2_csvs
511552,Bind,3,5 - 13,Team Heretics,45:40,Decider,VCT 2025 EMEA Stage 2_csvs
511553,Haven,1,2 - 13,Team Vitality,34:48,FUT Esports,VCT 2025 EMEA Stage 2_csvs
511553,Lotus,2,5 - 13,Team Vitality,41:46,Team Vitality,VCT 2025 EMEA Stage 2_csvs
511554,Ascent,1,7 - 13,FNATIC,47:44,FNATIC,VCT 2025 EMEA Stage 2_csvs
511554,Haven,2,11 - 13,FNATIC,50:43,Movistar KOI(KOI),VCT 2025 EMEA Stage 2_csvs
511562,Sunset,1,11 - 13,GIANTX,53:30,FUT Esports,VCT 2025 EMEA Stage 2_csvs
511562,Haven,2,13 - 6,FUT Esports,40:51,GIANTX,VCT 2025 EMEA Stage 2_csvs
511562,Bind,3,13 - 5,FUT Esports,42:45,Decider,VCT 2025 EMEA Stage 2_csvs
511563,Sunset,1,3 - 13,BBL Esports,34:04,BBL Esports,VCT 2025 EMEA Stage 2_csvs
511563,Lotus,2,12 - 14,BBL Esports,56:07,Gentle Mates,VCT 2025 EMEA Stage 2_csvs
511564,Ascent,1,14 - 12,Team Liquid,1:02:42,Apeks,VCT 2025 EMEA Stage 2_csvs
511564,Corrode,2,11 - 13,Apeks,56:02,Team Liquid,VCT 2025 EMEA Stage 2_csvs
511564,Lotus,3,13 - 6,Team Liquid,41:03,Decider,VCT 2025 EMEA Stage 2_csvs
511565,Lotus,1,13 - 9,Movistar KOI(KOI),49:47,Movistar KOI(KOI),VCT 2025 EMEA Stage 2_csvs
511565,Sunset,2,2 - 13,Karmine Corp,32:23,Karmine Corp,VCT 2025 EMEA Stage 2_csvs
511565,Haven,3,4 - 13,Karmine Corp,39:57,Decider,VCT 2025 EMEA Stage 2_csvs
511566,Ascent,1,13 - 10,Natus Vincere,50:52,FNATIC,VCT 2025 EMEA Stage 2_csvs
511566,Icebox,2,11 - 13,FNATIC,55:16,Decider,VCT 2025 EMEA Stage 2_csvs
511566,Bind,3,13 - 15,FNATIC,1:05:04,Natus Vincere,VCT 2025 EMEA Stage 2_csvs
511567,Haven,1,11 - 13,Team Heretics,55:37,Team Heretics,VCT 2025 EMEA Stage 2_csvs
511567,Ascent,2,9 - 13,Team Heretics,55:35,Team Vitality,VCT 2025 EMEA Stage 2_csvs
511568,Haven,1,6 - 13,Team Heretics,43:48,Team Heretics,VCT 2025 EMEA Stage 2_csvs
511568,Bind,2,7 - 13,Team Heretics,47:01,FUT Esports,VCT 2025 EMEA Stage 2_csvs
511569,Lotus,1,9 - 13,Apeks,47:51,Movistar KOI(KOI),VCT 2025 EMEA Stage 2_csvs
