match_id,map_name,map_order,score,winner,duration,picked_by,tournament_name
536985,Corrode,1,13 - 4,Team Alpha,47:37,Decider,VCT 2025 Americas Stage 2_csvs
530912,Lotus,1,4 - 13,NRG,52:00,Sentinels,VCT 2025 Americas Stage 2_csvs
530912,Icebox,2,11 - 13,NRG,56:12,NRG,VCT 2025 Americas Stage 2_csvs
530912,Sunset,3,13 - 10,Sentinels,1:05:22,Sentinels,VCT 2025 Americas Stage 2_csvs
530912,Corrode,4,8 - 13,NRG,50:12,NRG,VCT 2025 Americas Stage 2_csvs
530913,Bind,1,13 - 11,G2 Esports,1:07:17,G2 Esports,VCT 2025 Americas Stage 2_csvs
530913,Lotus,2,13 - 8,G2 Esports,45:34,NRG,VCT 2025 Americas Stage 2_csvs
530913,Ascent,3,13 - 10,G2 Esports,49:24,G2 Esports,VCT 2025 Americas Stage 2_csvs
430838,Fracture,1,11 - 13,Titan Esports Club,-,Titan Esports Club,VCT 2025 China Kickoff_csvs
430838,Abyss,2,10 - 13,Titan Esports Club,-,TYLOO,VCT 2025 China Kickoff_csvs
430837,Lotus,1,13 - 11,Xi Lai Gaming,-,Xi Lai Gaming,VCT 2025 China Kickoff_csvs
430837,Split,2,13 - 9,Xi Lai Gaming,-,Wolves Esports,VCT 2025 China Kickoff_csvs
430839,Abyss,1,5 - 13,Dragon Ranger Gaming,-,JD Mall JDG Esports(JDG Esports),VCT 2025 China Kickoff_csvs
430839,Haven,2,15 - 13,JD Mall JDG Esports(JDG Esports),-,Dragon Ranger Gaming,VCT 2025 China Kickoff_csvs
430839,Bind,3,7 - 13,Dragon Ranger Gaming,-,Decider,VCT 2025 China Kickoff_csvs
430840,Abyss,1,8 - 13,Nova Esports,-,Nova Esports,VCT 2025 China Kickoff_csvs
430840,Bind,2,3 - 13,Nova Esports,-,All Gamers,VCT 2025 China Kickoff_csvs
430842,Abyss,1,11 - 13,Titan Esports Club,-,Titan Esports Club,VCT 2025 China Kickoff_csvs
430842,Fracture,2,13 - 7,FunPlus Phoenix,-,FunPlus Phoenix,VCT 2025 China Kickoff_csvs
430842,Pearl,3,13 - 6,FunPlus Phoenix,-,Decider,VCT 2025 China Kickoff_csvs
430841,Haven,1,11 - 13,Xi Lai Gaming,-,Xi Lai Gaming,VCT 2025 China Kickoff_csvs
430841,Lotus,2,13 - 11,Bilibili Gaming,-,Bilibili Gaming,VCT 2025 China Kickoff_csvs
430841,Abyss,3,13 - 11,Bilibili Gaming,-,Decider,VCT 2025 China Kickoff_csvs
430843,Pearl,1,13 - 8,Trace Esports,-,Trace Esports,VCT 2025 China Kickoff_csvs
430843,Abyss,2,13 - 7,Trace Esports,-,Dragon Ranger Gaming,VCT 2025 China Kickoff_csvs
430844,Split,1,13 - 8,EDward Gaming,-,Nova Esports,VCT 2025 China Kickoff_csvs
430844,Fracture,2,13 - 10,EDward Gaming,-,EDward Gaming,VCT 2025 China Kickoff_csvs
430851,Fracture,1,9 - 13,JD Mall JDG Esports(JDG Esports),-,JD Mall JDG Esports(JDG Esports),VCT 2025 China Kickoff_csvs
430851,Abyss,2,3 - 13,JD Mall JDG Esports(JDG Esports),-,Titan Esports Club,VCT 2025 China Kickoff_csvs
430853,Abyss,1,8 - 13,All Gamers,-,All Gamers,VCT 2025 China Kickoff_csvs
430853,Bind,2,13 - 1,Xi Lai Gaming,-,Xi Lai Gaming,VCT 2025 China Kickoff_csvs
430853,Lotus,3,13 - 4,Xi Lai Gaming,-,Decider,VCT 2025 China Kickoff_csvs
430850,Pearl,1,13 - 6,Dragon Ranger Gaming,-,TYLOO,VCT 2025 China Kickoff_csvs
430850,Haven,2,13 - 10,Dragon Ranger Gaming,-,Dragon Ranger Gaming,VCT 2025 China Kickoff_csvs
430849,Fracture,1,13 - 11,Nova Esports,-,Wolves Esports,VCT 2025 China Kickoff_csvs
430849,Abyss,2,8 - 13,Wolves Esports,-,Nova Esports,VCT 2025 China Kickoff_csvs
430849,Split,3,13 - 6,Nova Esports,-,Decider,VCT 2025 China Kickoff_csvs
430845,Bind,1,13 - 11,Bilibili Gaming,-,Bilibili Gaming,VCT 2025 China Kickoff_csvs
430845,Lotus,2,13 - 9,Bilibili Gaming,-,FunPlus Phoenix,VCT 2025 China Kickoff_csvs
430846,Lotus,1,13 - 4,Trace Esports,-,Trace Esports,VCT 2025 China Kickoff_csvs
430846,Bind,2,13 - 4,Trace Esports,-,EDward Gaming,VCT 2025 China Kickoff_csvs
430854,Pearl,1,8 - 13,Dragon Ranger Gaming,-,Dragon Ranger Gaming,VCT 2025 China Kickoff_csvs
430854,Bind,2,7 - 13,Dragon Ranger Gaming,-,Nova Esports,VCT 2025 China Kickoff_csvs
430855,Pearl,1,13 - 9,JD Mall JDG Esports(JDG Esports),-,JD Mall JDG Esports(JDG Esports),VCT 2025 China Kickoff_csvs
430855,Bind,2,4 - 13,Xi Lai Gaming,-,Xi Lai Gaming,VCT 2025 China Kickoff_csvs
430855,Haven,3,6 - 13,Xi Lai Gaming,-,Decider,VCT 2025 China Kickoff_csvs
430856,Abyss,1,11 - 13,Dragon Ranger Gaming,-,Dragon Ranger Gaming,VCT 2025 China Kickoff_csvs
430856,Pearl,2,13 - 1,FunPlus Phoenix,-,FunPlus Phoenix,VCT 2025 China Kickoff_csvs
430856,Haven,3,7 - 13,Dragon Ranger Gaming,-,Decider,VCT 2025 China Kickoff_csvs
430857,Lotus,1,12 - 14,Xi Lai Gaming,-,EDward Gaming,VCT 2025 China Kickoff_csvs
430857,Bind,2,13 - 10,EDward Gaming,-,Xi Lai Gaming,VCT 2025 China Kickoff_csvs
430857,Haven,3,13 - 0,EDward Gaming,-,Decider,VCT 2025 China Kickoff_csvs
430847,Bind,1,8 - 13,Trace Esports,-,Trace Esports,VCT 2025 China Kickoff_csvs
430847,Haven,2,13 - 10,Bilibili Gaming,-,Bilibili Gaming,VCT 2025 China Kickoff_csvs
430847,Lotus,3,6 - 13,Trace Esports,-,Decider,VCT 2025 China Kickoff_csvs
430858,Haven,1,0 - 13,EDward Gaming,-,Dragon Ranger Gaming,VCT 2025 China Kickoff_csvs
430858,Pearl,2,9 - 13,EDward Gaming,-,EDward Gaming,VCT 2025 China Kickoff_csvs
430860,Pearl,1,12 - 14,EDward Gaming,-,Bilibili Gaming,VCT 2025 China Kickoff_csvs
430860,Haven,2,6 - 13,EDward Gaming,-,EDward Gaming,VCT 2025 China Kickoff_csvs
430860,Lotus,3,5 - 13,EDward Gaming,-,Bilibili Gaming,VCT 2025 China Kickoff_csvs
430848,Lotus,1,14 - 12,Trace Esports,-,Trace Esports,VCT 2025 China Kickoff_csvs
430848,Bind,2,11 - 13,EDward Gaming,-,EDward Gaming,VCT 2025 China Kickoff_csvs
430848,Abyss,3,14 - 16,EDward Gaming,-,Trace Esports,VCT 2025 China Kickoff_csvs
430848,Fracture,4,2 - 13,EDward Gaming,-,EDward Gaming,VCT 2025 China Kickoff_csvs
450047,Pearl,1,13 - 8,Xi Lai Gaming,-,Bilibili Gaming,VCT 2025 China Stage 1_csvs
450047,Icebox,2,9 - 13,Bilibili Gaming,-,Xi Lai Gaming,VCT 2025 China Stage 1_csvs
450047,Fracture,3,8 - 13,Bilibili Gaming,-,Decider,VCT 2025 China Stage 1_csvs
450048,Pearl,1,13 - 11,Trace Esports,-,Trace Esports,VCT 2025 China Stage 1_csvs
450048,Lotus,2,11 - 13,All Gamers,-,All Gamers,VCT 2025 China Stage 1_csvs
450048,Split,3,13 - 1,Trace Esports,-,Decider,VCT 2025 China Stage 1_csvs
450049,Fracture,1,13 - 6,Dragon Ranger Gaming,-,Nova Esports,VCT 2025 China Stage 1_csvs
450049,Lotus,2,13 - 10,Dragon Ranger Gaming,-,Dragon Ranger Gaming,VCT 2025 China Stage 1_csvs
450050,Fracture,1,7 - 13,EDward Gaming,-,TYLOO,VCT 2025 China Stage 1_csvs
450050,Haven,2,6 - 13,EDward Gaming,-,EDward Gaming,VCT 2025 China Stage 1_csvs
450051,Pearl,1,9 - 13,Wolves Esports,-,Wolves Esports,VCT 2025 China Stage 1_csvs
450051,Haven,2,11 - 13,Wolves Esports,-,JD Mall JDG Esports(JDG Esports),VCT 2025 China Stage 1_csvs
450052,Icebox,1,13 - 5,FunPlus Phoenix,-,Titan Esports Club,VCT 2025 China Stage 1_csvs
450052,Haven,2,13 - 6,FunPlus Phoenix,-,FunPlus Phoenix,VCT 2025 China Stage 1_csvs
450053,Ascent,1,13 - 11,Nova Esports,-,Nova Esports,VCT 2025 China Stage 1_csvs
450053,Fracture,2,13 - 8,Nova Esports,-,EDward Gaming,VCT 2025 China Stage 1_csvs
450054,Pearl,1,8 - 13,FunPlus Phoenix,-,TYLOO,VCT 2025 China Stage 1_csvs
450054,Icebox,2,13 - 6,TYLOO,-,FunPlus Phoenix,VCT 2025 China Stage 1_csvs
450054,Haven,3,4 - 13,FunPlus Phoenix,-,Decider,VCT 2025 China Stage 1_csvs
450055,Fracture,1,13 - 10,Xi Lai Gaming,-,Xi Lai Gaming,VCT 2025 China Stage 1_csvs
450055,Lotus,2,13 - 7,Xi Lai Gaming,-,All Gamers,VCT 2025 China Stage 1_csvs
450056,Fracture,1,15 - 13,Wolves Esports,-,Trace Esports,VCT 2025 China Stage 1_csvs
450056,Pearl,2,13 - 10,Wolves Esports,-,Wolves Esports,VCT 2025 China Stage 1_csvs
450057,Lotus,1,11 - 13,Dragon Ranger Gaming,1:07:57,Dragon Ranger Gaming,VCT 2025 China Stage 1_csvs
450057,Fracture,2,13 - 9,Titan Esports Club,48:45,Titan Esports Club,VCT 2025 China Stage 1_csvs
450057,Icebox,3,13 - 3,Titan Esports Club,33:58,Decider,VCT 2025 China Stage 1_csvs
450058,Pearl,1,13 - 10,Bilibili Gaming,1:07:48,JD Mall JDG Esports(JDG Esports),VCT 2025 China Stage 1_csvs
450058,Icebox,2,5 - 13,JD Mall JDG Esports(JDG Esports),40:37,Bilibili Gaming,VCT 2025 China Stage 1_csvs
450058,Fracture,3,13 - 8,Bilibili Gaming,44:08,Decider,VCT 2025 China Stage 1_csvs
450059,Lotus,1,7 - 13,Trace Esports,1:03:18,Trace Esports,VCT 2025 China Stage 1_csvs
450059,Haven,2,11 - 13,Trace Esports,56:14,JD Mall JDG Esports(JDG Esports),VCT 2025 China Stage 1_csvs
450060,Fracture,1,12 - 14,Xi Lai Gaming,1:15:46,Xi Lai Gaming,VCT 2025 China Stage 1_csvs
450060,Icebox,2,10 - 13,Xi Lai Gaming,54:55,Wolves Esports,VCT 2025 China Stage 1_csvs
450061,Fracture,1,13 - 10,TYLOO,1:08:08,Titan Esports Club,VCT 2025 China Stage 1_csvs
450061,Icebox,2,8 - 13,Titan Esports Club,47:16,TYLOO,VCT 2025 China Stage 1_csvs
450061,Split,3,7 - 13,Titan Esports Club,47:07,Decider,VCT 2025 China Stage 1_csvs
450062,Icebox,1,2 - 13,EDward Gaming,42:31,EDward Gaming,VCT 2025 China Stage 1_csvs
450062,Ascent,2,13 - 9,Dragon Ranger Gaming,44:30,Dragon Ranger Gaming,VCT 2025 China Stage 1_csvs
450062,Pearl,3,10 - 13,EDward Gaming,53:15,Decider,VCT 2025 China Stage 1_csvs
450063,Icebox,1,13 - 11,Nova Esports,1:08:15,FunPlus Phoenix,VCT 2025 China Stage 1_csvs
450063,Split,2,13 - 10,Nova Esports,51:53,Nova Esports,VCT 2025 China Stage 1_csvs
450064,Pearl,1,4 - 13,Bilibili Gaming,51:21,Bilibili Gaming,VCT 2025 China Stage 1_csvs
450064,Fracture,2,5 - 13,Bilibili Gaming,34:59,All Gamers,VCT 2025 China Stage 1_csvs
450065,Ascent,1,11 - 13,Dragon Ranger Gaming,1:07:57,Dragon Ranger Gaming,VCT 2025 China Stage 1_csvs
450065,Haven,2,5 - 13,Dragon Ranger Gaming,37:52,FunPlus Phoenix,VCT 2025 China Stage 1_csvs
450066,Haven,1,13 - 5,Bilibili Gaming,40:12,Bilibili Gaming,VCT 2025 China Stage 1_csvs
450066,Ascent,2,13 - 4,Bilibili Gaming,36:21,Decider,VCT 2025 China Stage 1_csvs
450066,Lotus,3,10 - 13,Wolves Esports,1:02:00,Wolves Esports,VCT 2025 China Stage 1_csvs
450067,Split,1,12 - 14,JD Mall JDG Esports(JDG Esports),1:18:13,All Gamers,VCT 2025 China Stage 1_csvs
450067,Pearl,2,4 - 13,JD Mall JDG Esports(JDG Esports),42:25,JD Mall JDG Esports(JDG Esports),VCT 2025 China Stage 1_csvs
450068,Lotus,1,8 - 13,Titan Esports Club,1:00:07,EDward Gaming,VCT 2025 China Stage 1_csvs
450068,Icebox,2,13 - 9,EDward Gaming,46:06,Titan Esports Club,VCT 2025 China Stage 1_csvs
450068,Haven,3,13 - 5,EDward Gaming,40:48,Decider,VCT 2025 China Stage 1_csvs
450069,Split,1,13 - 11,Nova Esports,1:11:47,Nova Esports,VCT 2025 China Stage 1_csvs
450069,Icebox,2,3 - 13,TYLOO,35:59,TYLOO,VCT 2025 China Stage 1_csvs
450069,Pearl,3,13 - 5,Nova Esports,42:13,Decider,VCT 2025 China Stage 1_csvs
450070,Split,1,7 - 13,Xi Lai Gaming,58:11,Trace Esports,VCT 2025 China Stage 1_csvs
450070,Lotus,2,13 - 10,Trace Esports,54:37,Xi Lai Gaming,VCT 2025 China Stage 1_csvs
450070,Pearl,3,11 - 13,Xi Lai Gaming,1:02:42,Decider,VCT 2025 China Stage 1_csvs
450071,Lotus,1,6 - 13,Xi Lai Gaming,1:03:05,Xi Lai Gaming,VCT 2025 China Stage 1_csvs
450071,Fracture,2,6 - 13,Xi Lai Gaming,-,Decider,VCT 2025 China Stage 1_csvs
450071,Icebox,3,13 - 11,JD Mall JDG Esports(JDG Esports),-,JD Mall JDG Esports(JDG Esports),VCT 2025 China Stage 1_csvs
450072,Haven,1,13 - 10,Dragon Ranger Gaming,1:04:51,Dragon Ranger Gaming,VCT 2025 China Stage 1_csvs
450072,Split,2,9 - 13,TYLOO,50:06,TYLOO,VCT 2025 China Stage 1_csvs
450072,Fracture,3,5 - 13,TYLOO,41:06,Decider,VCT 2025 China Stage 1_csvs
450073,Pearl,1,13 - 7,Wolves Esports,1:03:01,Wolves Esports,VCT 2025 China Stage 1_csvs
450073,Fracture,2,7 - 13,All Gamers,-,All Gamers,VCT 2025 China Stage 1_csvs
450073,Lotus,3,13 - 6,Wolves Esports,-,Decider,VCT 2025 China Stage 1_csvs
450074,Haven,1,4 - 13,Trace Esports,-,Bilibili Gaming,VCT 2025 China Stage 1_csvs
450074,Ascent,2,13 - 5,Bilibili Gaming,-,Trace Esports,VCT 2025 China Stage 1_csvs
450074,Split,3,1 - 13,Trace Esports,-,Decider,VCT 2025 China Stage 1_csvs
450075,Fracture,1,13 - 9,Titan Esports Club,-,Titan Esports Club,VCT 2025 China Stage 1_csvs
450075,Split,2,13 - 3,Titan Esports Club,-,Nova Esports,VCT 2025 China Stage 1_csvs
450076,Split,1,13 - 9,EDward Gaming,1:00:11,EDward Gaming,VCT 2025 China Stage 1_csvs
450076,Fracture,2,13 - 7,EDward Gaming,-,FunPlus Phoenix,VCT 2025 China Stage 1_csvs
473233,Haven,1,11 - 13,Wolves Esports,1:01:52,Titan Esports Club,VCT 2025 China Stage 1_csvs
473233,Icebox,2,10 - 13,Wolves Esports,53:06,Wolves Esports,VCT 2025 China Stage 1_csvs
473234,Lotus,1,13 - 6,Xi Lai Gaming,54:04,Xi Lai Gaming,VCT 2025 China Stage 1_csvs
473234,Ascent,2,13 - 2,Xi Lai Gaming,34:09,Nova Esports,VCT 2025 China Stage 1_csvs
473235,Ascent,1,13 - 1,Titan Esports Club,45:53,Dragon Ranger Gaming,VCT 2025 China Stage 1_csvs
473235,Fracture,2,12 - 14,Dragon Ranger Gaming,1:03:36,Titan Esports Club,VCT 2025 China Stage 1_csvs
473235,Lotus,3,16 - 18,Dragon Ranger Gaming,1:19:41,Decider,VCT 2025 China Stage 1_csvs
473236,Split,1,9 - 13,Trace Esports,1:03:23,Nova Esports,VCT 2025 China Stage 1_csvs
473236,Lotus,2,4 - 13,Trace Esports,37:59,Trace Esports,VCT 2025 China Stage 1_csvs
473237,Split,1,8 - 13,Wolves Esports,1:01:39,Wolves Esports,VCT 2025 China Stage 1_csvs
473237,Haven,2,8 - 13,Wolves Esports,41:49,Bilibili Gaming,VCT 2025 China Stage 1_csvs
473238,Lotus,1,9 - 13,Xi Lai Gaming,1:00:58,Xi Lai Gaming,VCT 2025 China Stage 1_csvs
473238,Haven,2,11 - 13,Xi Lai Gaming,52:44,EDward Gaming,VCT 2025 China Stage 1_csvs
473240,Fracture,1,13 - 8,Bilibili Gaming,1:01:18,Bilibili Gaming,VCT 2025 China Stage 1_csvs
473240,Lotus,2,13 - 4,Bilibili Gaming,37:45,Trace Esports,VCT 2025 China Stage 1_csvs
473239,Lotus,1,13 - 8,EDward Gaming,52:55,Dragon Ranger Gaming,VCT 2025 China Stage 1_csvs
473239,Split,2,11 - 13,Dragon Ranger Gaming,48:20,EDward Gaming,VCT 2025 China Stage 1_csvs
473239,Ascent,3,13 - 8,EDward Gaming,45:48,Decider,VCT 2025 China Stage 1_csvs
473241,Pearl,1,7 - 13,Xi Lai Gaming,1:07:31,Wolves Esports,VCT 2025 China Stage 1_csvs
473241,Lotus,2,12 - 14,Xi Lai Gaming,59:29,Xi Lai Gaming,VCT 2025 China Stage 1_csvs
473242,Fracture,1,13 - 8,EDward Gaming,58:17,Bilibili Gaming,VCT 2025 China Stage 1_csvs
473242,Icebox,2,8 - 13,Bilibili Gaming,44:30,EDward Gaming,VCT 2025 China Stage 1_csvs
473242,Pearl,3,11 - 13,Bilibili Gaming,57:30,Decider,VCT 2025 China Stage 1_csvs
473243,Pearl,1,9 - 13,Bilibili Gaming,1:14:49,Bilibili Gaming,VCT 2025 China Stage 1_csvs
473243,Lotus,2,11 - 13,Bilibili Gaming,55:22,Wolves Esports,VCT 2025 China Stage 1_csvs
473243,Icebox,3,7 - 13,Bilibili Gaming,43:47,Bilibili Gaming,VCT 2025 China Stage 1_csvs
473244,Fracture,1,15 - 13,Xi Lai Gaming,1:24:03,Bilibili Gaming,VCT 2025 China Stage 1_csvs
473244,Lotus,2,13 - 10,Xi Lai Gaming,54:22,Xi Lai Gaming,VCT 2025 China Stage 1_csvs
473244,Pearl,3,8 - 13,Bilibili Gaming,54:36,Bilibili Gaming,VCT 2025 China Stage 1_csvs
473244,Haven,4,14 - 12,Xi Lai Gaming,57:01,Xi Lai Gaming,VCT 2025 China Stage 1_csvs
506930,Sunset,1,13 - 9,EDward Gaming,58:14,EDward Gaming,VCT 2025 China Stage 2_csvs
506930,Corrode,2,13 - 6,EDward Gaming,40:02,Titan Esports Club,VCT 2025 China Stage 2_csvs
506931,Bind,1,13 - 5,Guangzhou Huadu Bilibili Gaming(Bilibili Gaming),54:01,TYLOO,VCT 2025 China Stage 2_csvs
506931,Lotus,2,13 - 9,Guangzhou Huadu Bilibili Gaming(Bilibili Gaming),51:21,Guangzhou Huadu Bilibili Gaming(Bilibili Gaming),VCT 2025 China Stage 2_csvs
506932,Sunset,1,13 - 3,All Gamers,-,Xi Lai Gaming,VCT 2025 China Stage 2_csvs
506932,Lotus,2,7 - 13,Xi Lai Gaming,-,All Gamers,VCT 2025 China Stage 2_csvs
506932,Ascent,3,3 - 13,Xi Lai Gaming,-,Decider,VCT 2025 China Stage 2_csvs
506933,Sunset,1,5 - 13,FunPlus Phoenix,55:01,FunPlus Phoenix,VCT 2025 China Stage 2_csvs
506933,Corrode,2,7 - 13,FunPlus Phoenix,49:28,Wolves Esports,VCT 2025 China Stage 2_csvs
506934,Lotus,1,13 - 8,Dragon Ranger Gaming,53:18,Dragon Ranger Gaming,VCT 2025 China Stage 2_csvs
506934,Icebox,2,12 - 14,Nova Esports,54:21,Nova Esports,VCT 2025 China Stage 2_csvs
506934,Ascent,3,13 - 5,Dragon Ranger Gaming,40:51,Decider,VCT 2025 China Stage 2_csvs
506935,Icebox,1,7 - 13,Trace Esports,1:00:18,JD Mall JDG Esports(JDG Esports),VCT 2025 China Stage 2_csvs
506935,Lotus,2,13 - 4,JD Mall JDG Esports(JDG Esports),42:05,Trace Esports,VCT 2025 China Stage 2_csvs
506935,Haven,3,4 - 13,Trace Esports,41:24,Decider,VCT 2025 China Stage 2_csvs
506936,Corrode,1,7 - 13,TYLOO,1:01:04,TYLOO,VCT 2025 China Stage 2_csvs
506936,Bind,2,10 - 13,TYLOO,55:14,Trace Esports,VCT 2025 China Stage 2_csvs
506937,Haven,1,6 - 13,Nova Esports,59:30,Nova Esports,VCT 2025 China Stage 2_csvs
506937,Ascent,2,13 - 8,FunPlus Phoenix,46:48,FunPlus Phoenix,VCT 2025 China Stage 2_csvs
506937,Bind,3,13 - 6,FunPlus Phoenix,42:26,Decider,VCT 2025 China Stage 2_csvs
506938,Bind,1,13 - 2,All Gamers,49:51,Wolves Esports,VCT 2025 China Stage 2_csvs
506938,Corrode,2,13 - 4,All Gamers,39:04,All Gamers,VCT 2025 China Stage 2_csvs
506939,Sunset,1,7 - 13,Guangzhou Huadu Bilibili Gaming(Bilibili Gaming),56:51,Guangzhou Huadu Bilibili Gaming(Bilibili Gaming),VCT 2025 China Stage 2_csvs
506939,Ascent,2,15 - 13,JD Mall JDG Esports(JDG Esports),1:08:29,JD Mall JDG Esports(JDG Esports),VCT 2025 China Stage 2_csvs
506939,Icebox,3,4 - 13,Guangzhou Huadu Bilibili Gaming(Bilibili Gaming),39:50,Decider,VCT 2025 China Stage 2_csvs
506940,Haven,1,13 - 2,TYLOO,46:21,TYLOO,VCT 2025 China Stage 2_csvs
506940,Lotus,2,13 - 10,TYLOO,56:22,Titan Esports Club,VCT 2025 China Stage 2_csvs
506941,Sunset,1,13 - 8,Trace Esports,58:38,EDward Gaming,VCT 2025 China Stage 2_csvs
506941,Bind,2,11 - 13,EDward Gaming,54:49,Trace Esports,VCT 2025 China Stage 2_csvs
506941,Icebox,3,13 - 3,Trace Esports,37:46,Decider,VCT 2025 China Stage 2_csvs
506942,Lotus,1,5 - 13,All Gamers,51:09,Dragon Ranger Gaming,VCT 2025 China Stage 2_csvs
506942,Corrode,2,13 - 7,Dragon Ranger Gaming,44:21,All Gamers,VCT 2025 China Stage 2_csvs
506942,Sunset,3,13 - 10,Dragon Ranger Gaming,51:40,Decider,VCT 2025 China Stage 2_csvs
506943,Haven,1,13 - 9,Xi Lai Gaming,1:05:28,Xi Lai Gaming,VCT 2025 China Stage 2_csvs
506943,Lotus,2,13 - 8,Xi Lai Gaming,49:45,Wolves Esports,VCT 2025 China Stage 2_csvs
506945,Bind,1,9 - 13,Guangzhou Huadu Bilibili Gaming(Bilibili Gaming),1:08:37,Guangzhou Huadu Bilibili Gaming(Bilibili Gaming),VCT 2025 China Stage 2_csvs
506945,Ascent,2,8 - 13,Guangzhou Huadu Bilibili Gaming(Bilibili Gaming),48:26,Titan Esports Club,VCT 2025 China Stage 2_csvs
506946,Haven,1,13 - 7,FunPlus Phoenix,1:00:15,Dragon Ranger Gaming,VCT 2025 China Stage 2_csvs
506946,Ascent,2,6 - 13,Dragon Ranger Gaming,44:14,FunPlus Phoenix,VCT 2025 China Stage 2_csvs
506946,Sunset,3,13 - 11,FunPlus Phoenix,50:26,Decider,VCT 2025 China Stage 2_csvs
506947,Haven,1,13 - 10,Nova Esports,1:13:29,Nova Esports,VCT 2025 China Stage 2_csvs
506947,Corrode,2,9 - 13,All Gamers,54:54,All Gamers,VCT 2025 China Stage 2_csvs
506947,Lotus,3,6 - 13,All Gamers,42:57,Decider,VCT 2025 China Stage 2_csvs
506948,Corrode,1,10 - 13,EDward Gaming,1:05:21,TYLOO,VCT 2025 China Stage 2_csvs
506948,Ascent,2,9 - 13,EDward Gaming,48:31,EDward Gaming,VCT 2025 China Stage 2_csvs
506949,Lotus,1,9 - 13,JD Mall JDG Esports(JDG Esports),1:05:28,JD Mall JDG Esports(JDG Esports),VCT 2025 China Stage 2_csvs
506949,Haven,2,13 - 9,Titan Esports Club,48:07,Titan Esports Club,VCT 2025 China Stage 2_csvs
506949,Sunset,3,11 - 13,JD Mall JDG Esports(JDG Esports),53:38,Decider,VCT 2025 China Stage 2_csvs
506950,Haven,1,13 - 6,Guangzhou Huadu Bilibili Gaming(Bilibili Gaming),55:35,Trace Esports,VCT 2025 China Stage 2_csvs
506950,Icebox,2,13 - 15,Trace Esports,1:04:30,Guangzhou Huadu Bilibili Gaming(Bilibili Gaming),VCT 2025 China Stage 2_csvs
506950,Ascent,3,6 - 13,Trace Esports,41:43,Decider,VCT 2025 China Stage 2_csvs
506951,Lotus,1,14 - 12,Wolves Esports,1:11:53,Dragon Ranger Gaming,VCT 2025 China Stage 2_csvs
506951,Icebox,2,11 - 13,Dragon Ranger Gaming,50:37,Wolves Esports,VCT 2025 China Stage 2_csvs
506951,Ascent,3,13 - 10,Wolves Esports,50:56,Decider,VCT 2025 China Stage 2_csvs
506952,Haven,1,13 - 8,Xi Lai Gaming,-,Xi Lai Gaming,VCT 2025 China Stage 2_csvs
506952,Sunset,2,14 - 12,Xi Lai Gaming,-,FunPlus Phoenix,VCT 2025 China Stage 2_csvs
506953,Sunset,1,10 - 13,Xi Lai Gaming,1:04:20,Xi Lai Gaming,VCT 2025 China Stage 2_csvs
506953,Haven,2,3 - 13,Xi Lai Gaming,32:21,Nova Esports,VCT 2025 China Stage 2_csvs
506954,Corrode,1,13 - 5,EDward Gaming,48:32,EDward Gaming,VCT 2025 China Stage 2_csvs
506954,Lotus,2,10 - 13,JD Mall JDG Esports(JDG Esports),51:45,JD Mall JDG Esports(JDG Esports),VCT 2025 China Stage 2_csvs
506954,Haven,3,13 - 10,EDward Gaming,50:34,Decider,VCT 2025 China Stage 2_csvs
506955,Icebox,1,14 - 12,All Gamers,1:15:52,All Gamers,VCT 2025 China Stage 2_csvs
506955,Bind,2,13 - 8,All Gamers,50:43,FunPlus Phoenix,VCT 2025 China Stage 2_csvs
506956,Sunset,1,9 - 13,Titan Esports Club,1:01:51,Trace Esports,VCT 2025 China Stage 2_csvs
506956,Haven,2,7 - 13,Titan Esports Club,46:27,Titan Esports Club,VCT 2025 China Stage 2_csvs
506957,Haven,1,14 - 16,Wolves Esports,1:15:50,Nova Esports,VCT 2025 China Stage 2_csvs
506957,Corrode,2,13 - 6,Nova Esports,37:07,Wolves Esports,VCT 2025 China Stage 2_csvs
506957,Bind,3,13 - 10,Nova Esports,51:12,Decider,VCT 2025 China Stage 2_csvs
506958,Ascent,1,13 - 6,Dragon Ranger Gaming,54:45,Dragon Ranger Gaming,VCT 2025 China Stage 2_csvs
506958,Haven,2,4 - 13,Xi Lai Gaming,39:19,Xi Lai Gaming,VCT 2025 China Stage 2_csvs
506958,Lotus,3,13 - 6,Dragon Ranger Gaming,38:09,Decider,VCT 2025 China Stage 2_csvs
506959,Haven,1,7 - 13,JD Mall JDG Esports(JDG Esports),1:00:37,TYLOO,VCT 2025 China Stage 2_csvs
506959,Ascent,2,13 - 5,TYLOO,42:04,JD Mall JDG Esports(JDG Esports),VCT 2025 China Stage 2_csvs
506959,Corrode,3,13 - 6,TYLOO,43:09,Decider,VCT 2025 China Stage 2_csvs
506960,Lotus,1,13 - 6,Guangzhou Huadu Bilibili Gaming(Bilibili Gaming),56:47,Guangzhou Huadu Bilibili Gaming(Bilibili Gaming),VCT 2025 China Stage 2_csvs
506960,Sunset,2,15 - 13,Guangzhou Huadu Bilibili Gaming(Bilibili Gaming),1:06:37,EDward Gaming,VCT 2025 China Stage 2_csvs
527577,Lotus,1,3 - 13,TYLOO,53:59,All Gamers,VCT 2025 China Stage 2_csvs
527577,Icebox,2,11 - 13,TYLOO,55:59,TYLOO,VCT 2025 China Stage 2_csvs
