player,player_name,team,player_id,agents,agents_count,rounds,rating,acs,kd_ratio,kast,adr,kpr,apr,fkpr,fdpr,hs_percent,cl_percent,clutches,k_max,kills,deaths,assists,first_kills,first_deaths
Lakia,Lakia,GEN,773,"['Gekko', 'Fade', 'Sova', 'Skye']",4,388,,188.9,1.05,,126.3,0.66,0.34,0.08,0.05,,0%,,19,256,243,131,31,19
RieNs,RieNs,TH,10971,"['Sova', 'Breach', 'Skye', 'Gekko', 'Fade']",5,492,,207.8,1.14,,137.5,0.74,0.39,0.06,0.04,,0%,,25,362,317,191,31,22
Lysoar,Lysoar,FPX,37489,"['Omen', 'Killjoy']",2,211,,148.4,0.75,,104.1,0.52,0.22,0.06,0.09,,0%,,26,109,145,47,13,18
paTiTek,paTiTek,TH,309,"['Kayo', 'Fade', 'Skye', 'Raze', 'Viper']",5,492,,198.6,1.05,,131.4,0.69,0.41,0.09,0.07,,0%,,20,338,323,201,44,34
Wo0t,Wo0t,TH,21328,"['Jett', 'Raze', 'Viper']",3,492,,248.0,1.21,,158.5,0.87,0.17,0.24,0.16,,0%,,37,427,352,85,118,79
benjyfishy,benjyfishy,TH,29873,"['Killjoy', 'Cypher', 'Viper']",3,492,,196.0,1.11,,131.2,0.72,0.2,0.09,0.09,,0%,,28,353,319,99,46,46
vo0kashu,vo0kashu,DRG,3741,"['Killjoy', 'Cypher']",2,85,,223.5,1.0,,156.2,0.74,0.31,0.06,0.08,,0%,,21,63,63,26,5,7
nizhaoTZH,nizhaoTZH,DRG,4880,"['Viper', 'Omen', 'Brimstone']",3,85,,209.3,1.05,,141.0,0.79,0.25,0.07,0.06,,0%,,25,67,64,21,6,5
TvirusLuke,TvirusLuke,DRG,7841,"['Jett', 'Raze']",2,85,,202.0,0.74,,154.6,0.65,0.18,0.18,0.2,,0%,,23,55,74,15,15,17
Nicc,Nicc,DRG,11524,"['Sova', 'Kayo', 'Skye']",3,85,,183.0,0.79,,121.1,0.59,0.28,0.06,0.11,,0%,,20,50,63,24,5,9
Shion7,Shion7,DRG,41774,"['Harbor', 'Gekko', 'Sova']",3,85,,122.5,0.55,,93.7,0.42,0.21,0.04,0.15,,0%,,14,36,65,18,3,13
Autumn,Autumn,FPX,872,"['Cypher', 'Viper', 'Kayo']",3,211,,193.6,0.99,,130.8,0.66,0.34,0.06,0.08,,0%,,21,140,142,72,12,16
Life,Life,FPX,3028,"['Yoru', 'Raze', 'Clove']",3,211,,239.2,1.01,,154.5,0.82,0.21,0.16,0.22,,0%,,30,174,173,45,34,46
BerLIN,BerLIN,FPX,7857,"['Harbor', 'Astra', 'Omen']",3,211,,212.0,1.02,,141.9,0.73,0.33,0.14,0.1,,0%,,28,153,150,70,30,21
AAAAY,AAAAY,FPX,19530,"['Fade', 'Gekko']",2,211,,191.2,1.09,,130.1,0.74,0.19,0.08,0.02,,0%,,30,156,143,40,16,5
cNed,cNed,FUT,573,"['Raze', 'Jett', 'Chamber']",3,305,,216.0,1.01,,148.4,0.77,0.2,0.15,0.16,,0%,,29,235,233,60,45,50
carpe,carpe,T1,31207,"['Sova', 'Fade', 'Omen']",3,103,,196.2,1.03,,131.9,0.71,0.28,0.08,0.1,,0%,,26,73,71,29,8,10
qRaxs,qRaxs,FUT,1139,"['Gekko', 'Breach', 'Kayo', 'Raze']",4,305,,181.2,0.89,,118.4,0.65,0.38,0.06,0.06,,0%,,29,198,222,115,18,17
AtaKaptan,AtaKaptan,FUT,6510,"['Omen', 'Viper']",2,305,,192.5,0.91,,120.8,0.69,0.34,0.07,0.14,,0%,,23,209,229,105,22,42
MrFaliN,MrFaliN,FUT,8044,"['Breach', 'Omen', 'Sova', 'Skye', 'Gekko']",5,305,,173.9,0.84,,116.5,0.61,0.41,0.06,0.1,,0%,,21,186,222,126,19,30
yetujey,yetujey,FUT,8369,"['Cypher', 'Killjoy', 'Viper']",3,305,,189.4,1.0,,127.2,0.67,0.21,0.1,0.11,,0%,,18,205,206,63,29,34
valyn,valyn,G2,3885,"['Astra', 'Harbor', 'Omen', 'Brimstone', 'Sage']",5,344,,178.4,0.92,,117.1,0.65,0.36,0.06,0.1,,0%,,20,222,241,124,20,33
JonahP,JonahP,G2,4581,"['Viper', 'Skye', 'Breach', 'Kayo']",4,344,,203.3,1.0,,128.9,0.72,0.35,0.07,0.12,,0%,,28,246,245,121,25,41
leaf,leaf,G2,7873,"['Cypher', 'Killjoy', 'Viper']",3,344,,208.2,0.98,,140.3,0.72,0.23,0.11,0.13,,0%,,28,248,254,79,37,45
icy,icy,G2,8402,"['Yoru', 'Gekko', 'Raze', 'Jett']",4,344,,196.1,0.9,,131.5,0.67,0.24,0.16,0.11,,0%,,22,232,258,84,55,39
trent,trent,G2,15500,"['Sova', 'Fade', 'Gekko']",3,344,,184.1,0.85,,120.0,0.62,0.32,0.09,0.05,,0%,,27,212,248,111,31,18
Rossy,Rossy,T1,1129,"['Viper', 'Breach']",2,103,,217.6,1.15,,130.8,0.75,0.27,0.06,0.06,,0%,,20,77,67,28,6,6
Sayaplayer,Sayaplayer,T1,4545,"['Jett', 'Sage', 'Raze', 'Gekko']",4,103,,173.6,0.83,,121.3,0.62,0.17,0.07,0.14,,0%,,19,64,77,17,7,14
xccurate,xccurate,T1,10816,"['Harbor', 'Chamber', 'Sage']",3,103,,180.2,0.88,,114.9,0.67,0.18,0.09,0.12,,0%,,18,69,78,19,9,12
iZu,iZu,T1,29833,"['Yoru', 'Reyna', 'Omen', 'Raze']",4,103,,210.8,0.83,,134.0,0.72,0.29,0.17,0.13,,0%,,19,74,89,30,18,13
Alfajer,Alfajer,FNC,9810,"['Killjoy', 'Viper', 'Cypher', 'Raze']",4,125,,221.5,1.1,,150.3,0.78,0.22,0.12,0.14,,0%,,26,98,89,28,15,17
