url,title,subtitle,dates,prize_pool,location
https://www.vlr.gg/event/1999/champions-tour-2024-masters-shanghai,Champions Tour 2024: Masters Shanghai,"Part of the Valorant Champions Tour, Riot's official 2024 tournament circuit","May 23, 2024 - Jun 9, 2024","$1,000,000 USD",VCT CN Arena & Mercedes-Benz Arena
