url,title,subtitle,dates,prize_pool,location
https://www.vlr.gg/event/2500/vct-2025-pacific-stage-2,VCT 2025: Pacific Stage 2,"Part of the Valorant Champions Tour, Riot's official 2025 tournament circuit.","Jul 15, 2025 - Aug 31, 2025","$250,000 USD","Sangam SOOP Colosseum, Seoul | INSPIRE Arena, Incheon | LaLa arena TOKYO-BAY, Chiba"
