player,player_name,team,player_id,agents,agents_count,rounds,rating,acs,kd_ratio,kast,adr,kpr,apr,fkpr,fdpr,hs_percent,cl_percent,clutches,k_max,kills,deaths,assists,first_kills,first_deaths
iZu,iZu,T1,29833,"['Neon', 'Yoru', 'Gekko']",3,442,0.92,212.4,0.98,65%,136.6,0.72,0.24,0.13,0.14,25%,13%,4/32,29,319,326,104,56,63
Akame,Akame,DFM,13002,"['Iso', 'Raze', 'Harbor', 'Yoru', 'Omen', 'Kayo']",6,274,0.92,203.5,0.93,72%,133.2,0.69,0.25,0.11,0.12,29%,20%,4/20,23,188,203,68,31,34
BerserX,BerserX,BME,4874,"['Cypher', 'Deadlock', 'Viper', 'Killjoy', 'Vyse']",5,235,0.92,186.5,0.94,68%,118.3,0.66,0.14,0.12,0.1,23%,7%,3/44,24,155,165,34,28,23
Shiro,Shiro,BME,10739,"['Sova', 'Viper', 'Kayo']",3,235,0.91,187.5,0.86,71%,127.3,0.64,0.31,0.11,0.11,25%,14%,3/22,21,151,176,72,27,26
Crws,Crws,TLN,3977,"['Viper', 'Fade', 'Omen', 'Deadlock', 'Brimstone']",5,498,0.9,164.6,0.86,73%,109.9,0.55,0.33,0.08,0.09,24%,17%,10/58,28,276,320,162,42,43
kellyS,kellyS,TS,7437,"['Breach', 'Deadlock', 'Raze', 'Kayo', 'Vyse', 'Killjoy', 'Cypher']",7,256,0.9,187.2,0.83,68%,125.6,0.64,0.22,0.08,0.13,19%,4%,1/28,25,163,197,56,21,33
Kushy,Kushy,RRQ,4866,"['Vyse', 'Sova', 'Deadlock', 'Fade', 'Killjoy']",5,696,0.89,168.8,0.85,71%,111.9,0.57,0.25,0.06,0.08,32%,16%,11/67,23,396,467,177,44,58
Papi,Papi,GE,13219,"['Astra', 'Omen', 'Brimstone', 'Viper']",4,241,0.88,170.8,0.86,71%,113.6,0.58,0.29,0.06,0.06,27%,6%,2/33,17,140,163,71,14,14
stax,stax,T1,485,"['Sova', 'Fade', 'Kayo']",3,442,0.88,158.6,0.84,68%,107.9,0.56,0.24,0.03,0.06,29%,16%,10/64,21,246,292,108,15,27
CLZ,CLZ,ZETA,2615,"['Killjoy', 'Vyse', 'Sova', 'Omen', 'Deadlock', 'Cypher', 'Kayo']",7,238,0.85,161.3,0.81,68%,108.3,0.58,0.23,0.06,0.06,35%,24%,9/37,22,138,171,54,15,14
TenTen,TenTen,ZETA,29839,"['Neon', 'Raze', 'Omen', 'Jett', 'Yoru']",5,238,0.84,194.9,0.85,64%,130.8,0.66,0.21,0.13,0.23,17%,10%,2/20,22,157,185,51,30,55
yoman,yoman,GE,25081,"['Sage', 'Sova', 'Skye', 'Fade', 'Vyse', 'Deadlock']",6,241,0.83,157.9,0.8,71%,104.0,0.57,0.3,0.07,0.06,27%,18%,7/38,22,137,171,72,18,14
Famouz,Famouz,BME,2348,"['Yoru', 'Neon', 'Raze', 'Jett']",4,235,0.82,197.4,0.84,64%,126.7,0.66,0.15,0.12,0.12,18%,5%,1/22,18,156,185,35,29,29
Estrella,Estrella,DRX,25025,"['Viper', 'Sage', 'Gekko', 'Fade', 'Kayo']",5,333,0.81,152.2,0.74,71%,99.4,0.49,0.39,0.05,0.1,27%,19%,5/26,18,164,223,131,15,33
NcSlasher,NcSlasher,BME,7043,"['Deadlock', 'Sova', 'Fade', 'Kayo']",5,235,0.78,159.9,0.75,65%,106.1,0.56,0.3,0.06,0.09,24%,4%,1/24,19,132,175,71,15,20
ZesBeeW,ZesBeeW,TS,2380,"['Neon', 'Omen', 'Viper']",3,195,0.76,151.4,0.72,64%,101.2,0.55,0.31,0.08,0.17,24%,20%,5/25,28,107,148,61,16,34
Wild0reoo,Wild0reoo,TS,9740,"['Omen', 'Cypher', 'Skye', 'Viper', 'Neon']",5,256,0.76,162.9,0.7,63%,107.5,0.55,0.27,0.06,0.15,34%,26%,6/23,23,140,199,70,15,39
JessieVash,JessieVash,TS,2334,['Sova'],1,61,0.75,141.7,0.7,59%,103.7,0.49,0.16,0.03,0.03,32%,0%,0/11,16,30,43,10,2,2
SSeeS,SSeeS,DFM,21438,"['Sova', 'Fade', 'Omen']",3,274,0.66,122.5,0.64,63%,81.5,0.43,0.2,0.05,0.1,25%,15%,6/41,12,117,182,54,13,28
