url,title,subtitle,dates,prize_pool,location
https://www.vlr.gg/event/2275/vct-2025-china-kickoff,VCT 2025: China Kickoff,"Part of the Valorant Champions Tour, Riot's official 2025 tournament circuit.","Jan 11 - 25, 2025",TBD															~ $0 USD,"VCT CN Arena, Shanghai"
