url,title,subtitle,dates,prize_pool,location
https://www.vlr.gg/event/2347/vct-2025-americas-stage-1,VCT 2025: Americas Stage 1,"Part of the Valorant Champions Tour, Riot's official 2025 tournament circuit.","Mar 22, 2025 - May 4, 2025",TBD,"Riot Games Arena, Los Angeles"
