url,title,subtitle,dates,prize_pool,location
https://www.vlr.gg/event/1923/champions-tour-2024-americas-kickoff,Champions Tour 2024: Americas Kickoff,"Part of the Valorant Champions Tour, Riot's official 2024 tournament circuit","Feb 17, 2024 - Mar 4, 2024",$0 USD,"Riot Games Arena, Los Angeles"
