url,title,subtitle,dates,prize_pool,location
https://www.vlr.gg/event/2276/vct-2025-emea-kickoff,VCT 2025: EMEA Kickoff,"Part of the Valorant Champions Tour, Riot's official 2025 tournament circuit.","Jan 14, 2025 - Feb 10, 2025",$0 USD,"Riot Games Arena, Berlin"
