player,player_name,team,player_id,agents,agents_count,rounds,rating,acs,kd_ratio,kast,adr,kpr,apr,fkpr,fdpr,hs_percent,cl_percent,clutches,k_max,kills,deaths,assists,first_kills,first_deaths
Knight,Knight,BLG,4774,"['Cypher', 'Killjoy', 'Omen', 'Gekko', 'Breach', 'Harbor', 'Reyna']",7,304,,197.3,1.05,,,0.7,0.22,,,,0%,,22,213,203,68,0,0
yosemite,yosemite,BLG,6022,"['Viper', 'Cypher']",2,304,,209.7,1.08,,,0.73,0.27,,,,0%,,25,223,207,82,0,0
B3ar,B3ar,BLG,25329,"['Brimstone', 'Harbor', 'Omen', 'Viper']",4,162,,137.6,0.72,,,0.48,0.4,,,,0%,,12,77,107,64,0,0
Eren,Eren,TYL,14444,"['Viper', 'Reyna', 'Sova', 'Killjoy', 'Yoru']",5,255,,200.4,0.95,,,0.68,0.24,,,,0%,,23,174,184,60,0,0
ICEKING,ICEKING,TYL,4771,"['Skye', 'Killjoy', 'Fade', 'Breach', 'Kayo', 'Astra']",6,255,,158.5,0.75,,,0.55,0.4,,,,0%,,17,141,188,101,0,0
AAK,AAK,TYL,4773,"['Raze', 'Jett']",2,255,,228.8,1.12,,,0.8,0.18,,,,0%,,24,205,183,45,0,0
Flex1n,Flex1n,TYL,4705,"['Brimstone', 'Viper', 'Omen']",3,255,,192.9,1.04,,,0.66,0.42,,,,0%,,22,168,161,106,0,0
zjc,zjc,TYL,7135,"['Cypher', 'Gekko', 'Killjoy', 'Sova']",4,255,,220.6,1.18,,,0.78,0.23,,,,0%,,20,199,168,58,0,0
pl1xx,pl1xx,WOL,871,"['Skye', 'Fade', 'Kayo', 'Cypher', 'Sova', 'Omen']",6,302,,154.3,0.74,,,0.54,0.37,,,,0%,,20,163,221,112,0,0
Spring,Spring,WOL,14125,"['Raze', 'Jett']",2,302,,205.8,0.99,,,0.74,0.14,,,,0%,,25,222,224,42,0,0
balua,balua,WOL,14441,"['Omen', 'Viper', 'Killjoy', 'Cypher']",4,302,,197.6,0.91,,,0.7,0.34,,,,0%,,31,211,233,103,0,0
coldfish,coldfish,WOL,3020,"['Viper', 'Sova', 'Cypher']",3,302,,188.9,0.88,,,0.61,0.33,,,,0%,,24,183,209,101,0,0
Rb,Rb,TEC,488,"['Raze', 'Cypher', 'Yoru', 'Kayo', 'Gekko', 'Breach', 'Viper']",7,260,,219.1,1.08,,,0.77,0.28,,,,0%,,33,201,186,73,0,0
deLb,deLb,AG,10821,"['Killjoy', 'Cypher', 'Yoru', 'Viper']",4,313,,222.1,1.15,,,0.79,0.2,,,,0%,,27,247,214,64,0,0
AC,AC,TEC,14445,"['Omen', 'Viper', 'Killjoy']",3,260,,193.6,1.0,,,0.7,0.29,,,,0%,,22,182,182,76,0,0
Abo,Abo,TEC,5011,"['Viper', 'Raze', 'Jett', 'Gekko']",4,260,,201.2,0.83,,,0.68,0.22,,,,0%,,20,177,212,56,0,0
kawaii,kawaii,TEC,4778,"['Cypher', 'Brimstone', 'Killjoy', 'Reyna']",4,260,,175.4,0.84,,,0.61,0.22,,,,0%,,24,158,187,56,0,0
LockM,LockM,TEC,25339,"['Skye', 'Fade', 'Sova']",3,260,,158.5,0.76,,,0.56,0.28,,,,0%,,19,146,192,73,0,0
Nicc,Nicc,DRG,11524,"['Sova', 'Breach', 'Kayo', 'Skye']",4,549,,186.7,1.03,,,0.68,0.39,,,,0%,,21,372,362,212,0,0
TvirusLuke,TvirusLuke,DRG,7841,"['Jett', 'Yoru', 'Raze']",3,549,,212.9,0.87,,,0.7,0.2,,,,0%,,25,386,442,109,0,0
vo0kashu,vo0kashu,DRG,3741,"['Killjoy', 'Cypher']",2,549,,231.6,1.19,,,0.85,0.2,,,,0%,,30,467,392,111,0,0
Shion7,Shion7,DRG,41774,"['Harbor', 'Sova', 'Omen', 'Viper']",4,549,,183.7,0.85,,,0.63,0.32,,,,0%,,24,347,408,178,0,0
nizhaoTZH,nizhaoTZH,DRG,4880,"['Viper', 'Omen', 'Brimstone']",3,549,,179.9,0.95,,,0.64,0.32,,,,0%,,21,351,371,176,0,0
sword9,sword9,AG,3049,"['Kayo', 'Sova', 'Fade', 'Gekko', 'Breach']",5,313,,159.9,0.74,,,0.53,0.4,,,,0%,,17,167,226,126,0,0
bunt,bunt,AG,25949,"['Viper', 'Omen', 'Brimstone', 'Astra']",4,313,,189.9,1.02,,,0.69,0.33,,,,0%,,24,217,212,103,0,0
monk,monk,AG,14431,"['Harbor', 'Breach', 'Viper', 'Skye']",4,313,,185.8,0.89,,,0.65,0.34,,,,0%,,24,203,227,106,0,0
PangH,PangH,NOVA,4727,['Omen'],1,73,,180.0,0.72,,,0.56,0.34,,,,0%,,18,41,57,25,0,0
