match_id,event_name,event_stage,match_date,team1,team2,score_overall,player_name,player_id,player_team,stat_type,agent,rating,acs,k,d,a,kd_diff,kast,adr,hs_percent,fk,fd,fk_fd_diff,map_name,map_winner
319765,Champions Tour 2024: China Stage 1,"Regular Season: 
						Week 1",2024-04-05 05:00:00,Bilibili Gaming,TYLOO,2 - 1,whzy,4885,Bilibili Gaming,overall,"Yoru, Jett, Raze",N/A,269,53,42,12,+11,N/A,N/A,N/A,N/A,N/A,N/A,,
319765,Champions Tour 2024: China Stage 1,"Regular Season: 
						Week 1",2024-04-05 05:00:00,Bilibili Gaming,TYLOO,2 - 1,Knight,4774,Bilibili Gaming,overall,"Cypher, Killjoy",N/A,240,49,31,13,+18,N/A,N/A,N/A,N/A,N/A,N/A,,
319765,Champions Tour 2024: China Stage 1,"Regular Season: 
						Week 1",2024-04-05 05:00:00,Bilibili Gaming,TYLOO,2 - 1,yosemite,6022,Bilibili Gaming,overall,Viper,N/A,192,36,35,14,+1,N/A,N/A,N/A,N/A,N/A,N/A,,
319765,Champions Tour 2024: China Stage 1,"Regular Season: 
						Week 1",2024-04-05 05:00:00,Bilibili Gaming,TYLOO,2 - 1,B3ar,25329,Bilibili Gaming,overall,"Brimstone, Harbor, Omen",N/A,157,32,36,24,-4,N/A,N/A,N/A,N/A,N/A,N/A,,
319765,Champions Tour 2024: China Stage 1,"Regular Season: 
						Week 1",2024-04-05 05:00:00,Bilibili Gaming,TYLOO,2 - 1,Biank,3021,Bilibili Gaming,overall,"Gekko, Sova, Fade",N/A,153,25,36,27,-11,N/A,N/A,N/A,N/A,N/A,N/A,,
319765,Champions Tour 2024: China Stage 1,"Regular Season: 
						Week 1",2024-04-05 05:00:00,Bilibili Gaming,TYLOO,2 - 1,zjc,7135,TYLOO,overall,"Cypher, Gekko, Killjoy",N/A,253,52,36,4,+16,N/A,N/A,N/A,N/A,N/A,N/A,,
319765,Champions Tour 2024: China Stage 1,"Regular Season: 
						Week 1",2024-04-05 05:00:00,Bilibili Gaming,TYLOO,2 - 1,Eren,14444,TYLOO,overall,"Viper, Reyna",N/A,202,35,40,15,-5,N/A,N/A,N/A,N/A,N/A,N/A,,
319765,Champions Tour 2024: China Stage 1,"Regular Season: 
						Week 1",2024-04-05 05:00:00,Bilibili Gaming,TYLOO,2 - 1,AAK,4773,TYLOO,overall,"Raze, Jett",N/A,200,36,42,10,-6,N/A,N/A,N/A,N/A,N/A,N/A,,
319765,Champions Tour 2024: China Stage 1,"Regular Season: 
						Week 1",2024-04-05 05:00:00,Bilibili Gaming,TYLOO,2 - 1,Flex1n,4705,TYLOO,overall,"Brimstone, Viper, Omen",N/A,175,31,37,24,-6,N/A,N/A,N/A,N/A,N/A,N/A,,
319765,Champions Tour 2024: China Stage 1,"Regular Season: 
						Week 1",2024-04-05 05:00:00,Bilibili Gaming,TYLOO,2 - 1,ICEKING,4771,TYLOO,overall,"Skye, Killjoy, Fade",N/A,137,26,40,5,-14,N/A,N/A,N/A,N/A,N/A,N/A,,
319765,Champions Tour 2024: China Stage 1,"Regular Season: 
						Week 1",2024-04-05 05:00:00,Bilibili Gaming,TYLOO,2 - 1,Knight,4774,Bilibili Gaming,map,Cypher,N/A,260,13,14,3,-1,N/A,N/A,N/A,N/A,N/A,N/A,Bind,TYLOO
319765,Champions Tour 2024: China Stage 1,"Regular Season: 
						Week 1",2024-04-05 05:00:00,Bilibili Gaming,TYLOO,2 - 1,Biank,3021,Bilibili Gaming,map,Gekko,N/A,143,6,15,5,-9,N/A,N/A,N/A,N/A,N/A,N/A,Bind,TYLOO
319765,Champions Tour 2024: China Stage 1,"Regular Season: 
						Week 1",2024-04-05 05:00:00,Bilibili Gaming,TYLOO,2 - 1,yosemite,6022,Bilibili Gaming,map,Viper,N/A,130,5,15,4,-10,N/A,N/A,N/A,N/A,N/A,N/A,Bind,TYLOO
319765,Champions Tour 2024: China Stage 1,"Regular Season: 
						Week 1",2024-04-05 05:00:00,Bilibili Gaming,TYLOO,2 - 1,B3ar,25329,Bilibili Gaming,map,Brimstone,N/A,128,8,12,1,-4,N/A,N/A,N/A,N/A,N/A,N/A,Bind,TYLOO
319765,Champions Tour 2024: China Stage 1,"Regular Season: 
						Week 1",2024-04-05 05:00:00,Bilibili Gaming,TYLOO,2 - 1,whzy,4885,Bilibili Gaming,map,Yoru,N/A,115,6,14,3,-8,N/A,N/A,N/A,N/A,N/A,N/A,Bind,TYLOO
319765,Champions Tour 2024: China Stage 1,"Regular Season: 
						Week 1",2024-04-05 05:00:00,Bilibili Gaming,TYLOO,2 - 1,zjc,7135,TYLOO,map,Cypher,N/A,297,19,8,3,+11,N/A,N/A,N/A,N/A,N/A,N/A,Bind,TYLOO
319765,Champions Tour 2024: China Stage 1,"Regular Season: 
						Week 1",2024-04-05 05:00:00,Bilibili Gaming,TYLOO,2 - 1,Eren,14444,TYLOO,map,Viper,N/A,269,15,9,7,+6,N/A,N/A,N/A,N/A,N/A,N/A,Bind,TYLOO
319765,Champions Tour 2024: China Stage 1,"Regular Season: 
						Week 1",2024-04-05 05:00:00,Bilibili Gaming,TYLOO,2 - 1,AAK,4773,TYLOO,map,Raze,N/A,267,16,8,2,+8,N/A,N/A,N/A,N/A,N/A,N/A,Bind,TYLOO
319765,Champions Tour 2024: China Stage 1,"Regular Season: 
						Week 1",2024-04-05 05:00:00,Bilibili Gaming,TYLOO,2 - 1,Flex1n,4705,TYLOO,map,Brimstone,N/A,181,11,7,8,+4,N/A,N/A,N/A,N/A,N/A,N/A,Bind,TYLOO
319765,Champions Tour 2024: China Stage 1,"Regular Season: 
						Week 1",2024-04-05 05:00:00,Bilibili Gaming,TYLOO,2 - 1,ICEKING,4771,TYLOO,map,Skye,N/A,130,9,6,2,+3,N/A,N/A,N/A,N/A,N/A,N/A,Bind,TYLOO
319765,Champions Tour 2024: China Stage 1,"Regular Season: 
						Week 1",2024-04-05 05:00:00,Bilibili Gaming,TYLOO,2 - 1,whzy,4885,Bilibili Gaming,map,Jett,N/A,329,24,15,3,+9,N/A,N/A,N/A,N/A,N/A,N/A,Icebox,Bilibili Gaming
319765,Champions Tour 2024: China Stage 1,"Regular Season: 
						Week 1",2024-04-05 05:00:00,Bilibili Gaming,TYLOO,2 - 1,yosemite,6022,Bilibili Gaming,map,Viper,N/A,257,17,10,4,+7,N/A,N/A,N/A,N/A,N/A,N/A,Icebox,Bilibili Gaming
319765,Champions Tour 2024: China Stage 1,"Regular Season: 
						Week 1",2024-04-05 05:00:00,Bilibili Gaming,TYLOO,2 - 1,Knight,4774,Bilibili Gaming,map,Killjoy,N/A,214,19,7,2,+12,N/A,N/A,N/A,N/A,N/A,N/A,Icebox,Bilibili Gaming
319765,Champions Tour 2024: China Stage 1,"Regular Season: 
						Week 1",2024-04-05 05:00:00,Bilibili Gaming,TYLOO,2 - 1,B3ar,25329,Bilibili Gaming,map,Harbor,N/A,156,12,13,6,-1,N/A,N/A,N/A,N/A,N/A,N/A,Icebox,Bilibili Gaming
319765,Champions Tour 2024: China Stage 1,"Regular Season: 
						Week 1",2024-04-05 05:00:00,Bilibili Gaming,TYLOO,2 - 1,Biank,3021,Bilibili Gaming,map,Sova,N/A,150,6,14,14,-8,N/A,N/A,N/A,N/A,N/A,N/A,Icebox,Bilibili Gaming
319765,Champions Tour 2024: China Stage 1,"Regular Season: 
						Week 1",2024-04-05 05:00:00,Bilibili Gaming,TYLOO,2 - 1,Eren,14444,TYLOO,map,Reyna,N/A,214,13,16,6,-3,N/A,N/A,N/A,N/A,N/A,N/A,Icebox,Bilibili Gaming
319765,Champions Tour 2024: China Stage 1,"Regular Season: 
						Week 1",2024-04-05 05:00:00,Bilibili Gaming,TYLOO,2 - 1,zjc,7135,TYLOO,map,Gekko,N/A,213,16,14,1,+2,N/A,N/A,N/A,N/A,N/A,N/A,Icebox,Bilibili Gaming
319765,Champions Tour 2024: China Stage 1,"Regular Season: 
						Week 1",2024-04-05 05:00:00,Bilibili Gaming,TYLOO,2 - 1,AAK,4773,TYLOO,map,Jett,N/A,191,11,17,6,-6,N/A,N/A,N/A,N/A,N/A,N/A,Icebox,Bilibili Gaming
319765,Champions Tour 2024: China Stage 1,"Regular Season: 
						Week 1",2024-04-05 05:00:00,Bilibili Gaming,TYLOO,2 - 1,Flex1n,4705,TYLOO,map,Viper,N/A,177,10,14,11,-4,N/A,N/A,N/A,N/A,N/A,N/A,Icebox,Bilibili Gaming
319765,Champions Tour 2024: China Stage 1,"Regular Season: 
						Week 1",2024-04-05 05:00:00,Bilibili Gaming,TYLOO,2 - 1,ICEKING,4771,TYLOO,map,Killjoy,N/A,150,9,17,0,-8,N/A,N/A,N/A,N/A,N/A,N/A,Icebox,Bilibili Gaming
319765,Champions Tour 2024: China Stage 1,"Regular Season: 
						Week 1",2024-04-05 05:00:00,Bilibili Gaming,TYLOO,2 - 1,whzy,4885,Bilibili Gaming,map,Raze,N/A,364,23,13,6,+10,N/A,N/A,N/A,N/A,N/A,N/A,Lotus,Bilibili Gaming
319765,Champions Tour 2024: China Stage 1,"Regular Season: 
						Week 1",2024-04-05 05:00:00,Bilibili Gaming,TYLOO,2 - 1,Knight,4774,Bilibili Gaming,map,Killjoy,N/A,247,17,10,8,+7,N/A,N/A,N/A,N/A,N/A,N/A,Lotus,Bilibili Gaming
319765,Champions Tour 2024: China Stage 1,"Regular Season: 
						Week 1",2024-04-05 05:00:00,Bilibili Gaming,TYLOO,2 - 1,yosemite,6022,Bilibili Gaming,map,Viper,N/A,188,14,10,6,+4,N/A,N/A,N/A,N/A,N/A,N/A,Lotus,Bilibili Gaming
319765,Champions Tour 2024: China Stage 1,"Regular Season: 
						Week 1",2024-04-05 05:00:00,Bilibili Gaming,TYLOO,2 - 1,B3ar,25329,Bilibili Gaming,map,Omen,N/A,186,12,11,17,+1,N/A,N/A,N/A,N/A,N/A,N/A,Lotus,Bilibili Gaming
319765,Champions Tour 2024: China Stage 1,"Regular Season: 
						Week 1",2024-04-05 05:00:00,Bilibili Gaming,TYLOO,2 - 1,Biank,3021,Bilibili Gaming,map,Fade,N/A,166,13,7,8,+6,N/A,N/A,N/A,N/A,N/A,N/A,Lotus,Bilibili Gaming
319765,Champions Tour 2024: China Stage 1,"Regular Season: 
						Week 1",2024-04-05 05:00:00,Bilibili Gaming,TYLOO,2 - 1,zjc,7135,TYLOO,map,Killjoy,N/A,250,17,14,0,+3,N/A,N/A,N/A,N/A,N/A,N/A,Lotus,Bilibili Gaming
319765,Champions Tour 2024: China Stage 1,"Regular Season: 
						Week 1",2024-04-05 05:00:00,Bilibili Gaming,TYLOO,2 - 1,Flex1n,4705,TYLOO,map,Omen,N/A,168,10,16,5,-6,N/A,N/A,N/A,N/A,N/A,N/A,Lotus,Bilibili Gaming
319765,Champions Tour 2024: China Stage 1,"Regular Season: 
						Week 1",2024-04-05 05:00:00,Bilibili Gaming,TYLOO,2 - 1,AAK,4773,TYLOO,map,Raze,N/A,141,9,17,2,-8,N/A,N/A,N/A,N/A,N/A,N/A,Lotus,Bilibili Gaming
319765,Champions Tour 2024: China Stage 1,"Regular Season: 
						Week 1",2024-04-05 05:00:00,Bilibili Gaming,TYLOO,2 - 1,ICEKING,4771,TYLOO,map,Fade,N/A,130,8,17,3,-9,N/A,N/A,N/A,N/A,N/A,N/A,Lotus,Bilibili Gaming
319765,Champions Tour 2024: China Stage 1,"Regular Season: 
						Week 1",2024-04-05 05:00:00,Bilibili Gaming,TYLOO,2 - 1,Eren,14444,TYLOO,map,Viper,N/A,123,7,15,2,-8,N/A,N/A,N/A,N/A,N/A,N/A,Lotus,Bilibili Gaming
319766,Champions Tour 2024: China Stage 1,"Regular Season: 
						Week 1",2024-04-05 08:10:00,Wolves Esports,Titan Esports Club,1 - 2,balua,14441,Wolves Esports,overall,Omen,N/A,292,74,50,22,+24,N/A,N/A,N/A,N/A,N/A,N/A,,
319766,Champions Tour 2024: China Stage 1,"Regular Season: 
						Week 1",2024-04-05 08:10:00,Wolves Esports,Titan Esports Club,1 - 2,Yuicaw,11218,Wolves Esports,overall,"Cypher, Yoru",N/A,208,48,50,16,-2,N/A,N/A,N/A,N/A,N/A,N/A,,
319766,Champions Tour 2024: China Stage 1,"Regular Season: 
						Week 1",2024-04-05 08:10:00,Wolves Esports,Titan Esports Club,1 - 2,coldfish,3020,Wolves Esports,overall,Viper,N/A,193,39,45,25,-6,N/A,N/A,N/A,N/A,N/A,N/A,,
319766,Champions Tour 2024: China Stage 1,"Regular Season: 
						Week 1",2024-04-05 08:10:00,Wolves Esports,Titan Esports Club,1 - 2,Spring,14125,Wolves Esports,overall,Raze,N/A,164,34,51,17,-17,N/A,N/A,N/A,N/A,N/A,N/A,,
319766,Champions Tour 2024: China Stage 1,"Regular Season: 
						Week 1",2024-04-05 08:10:00,Wolves Esports,Titan Esports Club,1 - 2,pl1xx,871,Wolves Esports,overall,"Skye, Fade",N/A,156,38,42,27,-4,N/A,N/A,N/A,N/A,N/A,N/A,,
319766,Champions Tour 2024: China Stage 1,"Regular Season: 
						Week 1",2024-04-05 08:10:00,Wolves Esports,Titan Esports Club,1 - 2,Rb,488,Titan Esports Club,overall,"Raze, Cypher",N/A,260,64,42,10,+22,N/A,N/A,N/A,N/A,N/A,N/A,,
319766,Champions Tour 2024: China Stage 1,"Regular Season: 
						Week 1",2024-04-05 08:10:00,Wolves Esports,Titan Esports Club,1 - 2,Abo,5011,Titan Esports Club,overall,"Viper, Raze",N/A,195,42,53,23,-11,N/A,N/A,N/A,N/A,N/A,N/A,,
319766,Champions Tour 2024: China Stage 1,"Regular Season: 
						Week 1",2024-04-05 08:10:00,Wolves Esports,Titan Esports Club,1 - 2,LockM,25339,Titan Esports Club,overall,"Skye, Fade",N/A,195,46,44,28,+2,N/A,N/A,N/A,N/A,N/A,N/A,,
319766,Champions Tour 2024: China Stage 1,"Regular Season: 
						Week 1",2024-04-05 08:10:00,Wolves Esports,Titan Esports Club,1 - 2,kawaii,4778,Titan Esports Club,overall,"Cypher, Brimstone, Killjoy",N/A,177,41,51,20,-10,N/A,N/A,N/A,N/A,N/A,N/A,,
