url,title,subtitle,dates,prize_pool,location
https://www.vlr.gg/event/2006/champions-tour-2024-china-stage-1,Champions Tour 2024: China Stage 1,"Part of the Valorant Champions Tour, Riot's official 2024 tournament circuit","Apr 5, 2024 - May 13, 2024",$0 USD,"VCT CN Arena, Shanghai"
