match_id,match_title,event,date,format,teams,score,maps_played,patch,pick_ban_info
353153,FUT Esports vs KOI,Champions Tour 2024: EMEA Stage 2,2024-06-18 14:00:00,Bo3,FUT Esports vs KOI,2 - 1,3,Patch 8.10,MKOI ban Ascent; FUT ban Breeze; MKOI pick Split; FUT pick Lotus; MKOI ban Bind; FUT ban Icebox; Sunset remains
353154,BBL Esports vs FNATIC,Champions Tour 2024: EMEA Stage 2,2024-06-19 12:00:00,Bo3,BBL Esports vs FNATIC,1 - 2,3,Patch 8.10,BBL ban Breeze; FNC ban Sunset; BBL pick Ascent; FNC pick Bind; BBL ban Icebox; FNC ban Split; Lotus remains
353155,Team Heretics vs Natus Vincere,Champions Tour 2024: EMEA Stage 2,2024-06-19 15:30:00,Bo3,Team Heretics vs Natus Vincere,2 - 0,2,Patch 8.10,TH ban Breeze; NAVI ban Lotus; TH pick Sunset; NAVI pick Bind; TH ban Split; NAVI ban Icebox; Ascent remains
353157,GIANTX vs Gentle Mates,Champions Tour 2024: EMEA Stage 2,2024-06-20 12:00:00,Bo3,GIANTX vs Gentle Mates,2 - 1,3,Patch 8.10,M8 ban Bind; GX ban Icebox; M8 pick Split; GX pick Sunset; M8 ban Lotus; GX ban Ascent; Breeze remains
353156,Team Vitality vs Team Liquid,Champions Tour 2024: EMEA Stage 2,2024-06-20 15:10:00,Bo3,Team Vitality vs Team Liquid,2 - 0,2,Patch 8.10,TL ban Breeze; VIT ban Split; TL pick Lotus; VIT pick Icebox; TL ban Sunset; VIT ban Bind; Ascent remains
353159,BBL Esports vs Karmine Corp,Champions Tour 2024: EMEA Stage 2,2024-06-21 12:00:00,Bo3,BBL Esports vs Karmine Corp,0 - 2,2,Patch 8.10,KC ban Ascent; BBL ban Breeze; KC pick Lotus; BBL pick Sunset; KC ban Icebox; BBL ban Bind; Split remains
353158,Natus Vincere vs FUT Esports,Champions Tour 2024: EMEA Stage 2,2024-06-21 13:50:00,Bo3,Natus Vincere vs FUT Esports,0 - 2,2,Patch 8.10,NAVI ban Sunset; FUT ban Breeze; NAVI pick Ascent; FUT pick Lotus; NAVI ban Bind; FUT ban Split; Icebox remains
353202,KOI vs GIANTX,Champions Tour 2024: EMEA Stage 2,2024-06-25 14:00:00,Bo3,KOI vs GIANTX,2 - 0,2,Patch 8.11,GX ban Split; MKOI ban Bind; GX pick Sunset; MKOI pick Icebox; GX ban Haven; MKOI ban Ascent; Lotus remains
353161,Team Heretics vs FUT Esports,Champions Tour 2024: EMEA Stage 2,2024-06-26 12:00:00,Bo3,Team Heretics vs FUT Esports,2 - 0,2,Patch 8.11,TH ban Ascent; FUT ban Icebox; TH pick Sunset; FUT pick Split; TH ban Lotus; FUT ban Haven; Bind remains
353160,FNATIC vs Team Vitality,Champions Tour 2024: EMEA Stage 2,2024-06-26 14:15:00,Bo3,FNATIC vs Team Vitality,2 - 1,3,Patch 8.11,FNC ban Sunset; VIT ban Split; FNC pick Haven; VIT pick Icebox; FNC ban Ascent; VIT ban Bind; Lotus remains
353162,BBL Esports vs Team Liquid,Champions Tour 2024: EMEA Stage 2,2024-06-27 12:00:00,Bo3,BBL Esports vs Team Liquid,2 - 0,2,Patch 8.11,TL ban Split; BBL ban Icebox; TL pick Lotus; BBL pick Ascent; TL ban Bind; BBL ban Haven; Sunset remains
353163,Natus Vincere vs GIANTX,Champions Tour 2024: EMEA Stage 2,2024-06-27 14:00:00,Bo3,Natus Vincere vs GIANTX,0 - 2,2,Patch 8.11,GX ban Split; NAVI ban Sunset; GX pick Lotus; NAVI pick Ascent; GX ban Icebox; NAVI ban Bind; Haven remains
353164,KOI vs Gentle Mates,Champions Tour 2024: EMEA Stage 2,2024-06-28 12:00:00,Bo3,KOI vs Gentle Mates,0 - 2,2,Patch 8.11,MKOI ban Ascent; M8 ban Bind; MKOI pick Sunset; M8 pick Split; MKOI ban Haven; M8 ban Icebox; Lotus remains
353165,FNATIC vs Karmine Corp,Champions Tour 2024: EMEA Stage 2,2024-06-28 14:30:00,Bo3,FNATIC vs Karmine Corp,2 - 0,2,Patch 8.11,FNC ban Sunset; KC ban Ascent; FNC pick Haven; KC pick Lotus; FNC ban Split; KC ban Icebox; Bind remains
353166,Team Heretics vs GIANTX,Champions Tour 2024: EMEA Stage 2,2024-07-03 12:00:00,Bo3,Team Heretics vs GIANTX,2 - 1,3,Patch 9.0,TH ban Ascent; GX ban Sunset; TH pick Bind; GX pick Split; TH ban Lotus; GX ban Icebox; Haven remains
353167,FUT Esports vs Gentle Mates,Champions Tour 2024: EMEA Stage 2,2024-07-03 15:25:00,Bo3,FUT Esports vs Gentle Mates,2 - 0,2,Patch 9.0,FUT ban Icebox; M8 ban Bind; FUT pick Sunset; M8 pick Split; FUT ban Haven; M8 ban Ascent; Lotus remains
353168,KOI vs Natus Vincere,Champions Tour 2024: EMEA Stage 2,2024-07-04 12:00:00,Bo3,KOI vs Natus Vincere,2 - 0,2,Patch 9.0,NAVI ban Lotus; MKOI ban Ascent; NAVI pick Split; MKOI pick Icebox; NAVI ban Bind; MKOI ban Haven; Sunset remains
353169,Team Liquid vs Karmine Corp,Champions Tour 2024: EMEA Stage 2,2024-07-04 14:05:00,Bo3,Team Liquid vs Karmine Corp,2 - 0,2,Patch 9.0,KC ban Ascent; TL ban Split; KC pick Bind; TL pick Sunset; KC ban Icebox; TL ban Lotus; Haven remains
353170,BBL Esports vs Team Vitality,Champions Tour 2024: EMEA Stage 2,2024-07-05 12:00:00,Bo3,BBL Esports vs Team Vitality,1 - 2,3,Patch 9.0,BBL ban Icebox; VIT ban Split; BBL pick Ascent; VIT pick Sunset; BBL ban Haven; VIT ban Bind; Lotus remains
353171,Team Heretics vs Gentle Mates,Champions Tour 2024: EMEA Stage 2,2024-07-05 15:00:00,Bo3,Team Heretics vs Gentle Mates,2 - 1,3,Patch 9.0,TH ban Split; M8 ban Bind; TH pick Sunset; M8 pick Icebox; TH ban Ascent; M8 ban Haven; Lotus remains
353172,FUT Esports vs GIANTX,Champions Tour 2024: EMEA Stage 2,2024-07-09 14:00:00,Bo3,FUT Esports vs GIANTX,2 - 0,2,Patch 9.0,GX ban Ascent; FUT ban Haven; GX pick Split; FUT pick Lotus; GX ban Bind; FUT ban Sunset; Icebox remains
353173,Team Heretics vs KOI,Champions Tour 2024: EMEA Stage 2,2024-07-10 12:00:00,Bo3,Team Heretics vs KOI,2 - 1,3,Patch 9.0,MKOI ban Sunset; TH ban Split; MKOI pick Icebox; TH pick Bind; MKOI ban Lotus; TH ban Ascent; Haven remains
353174,FNATIC vs Team Liquid,Champions Tour 2024: EMEA Stage 2,2024-07-10 15:20:00,Bo3,FNATIC vs Team Liquid,2 - 0,2,Patch 9.0,TL ban Lotus; FNC ban Sunset; TL pick Icebox; FNC pick Haven; TL ban Split; FNC ban Bind; Ascent remains
353175,Natus Vincere vs Gentle Mates,Champions Tour 2024: EMEA Stage 2,2024-07-11 12:00:00,Bo3,Natus Vincere vs Gentle Mates,2 - 1,3,Patch 9.0,M8 ban Bind; NAVI ban Lotus; M8 pick Sunset; NAVI pick Ascent; M8 ban Haven; NAVI ban Icebox; Split remains
353203,Team Vitality vs Karmine Corp,Champions Tour 2024: EMEA Stage 2,2024-07-11 15:10:00,Bo3,Team Vitality vs Karmine Corp,2 - 1,3,Patch 9.0,VIT ban Split; KC ban Ascent; VIT pick Icebox; KC pick Lotus; VIT ban Haven; KC ban Bind; Sunset remains
371278,Team Vitality vs Natus Vincere,Champions Tour 2024: EMEA Stage 2,2024-07-15 12:00:00,Bo3,Team Vitality vs Natus Vincere,2 - 1,3,Patch 9.0,NAVI ban Icebox; VIT ban Abyss; NAVI pick Haven; VIT pick Sunset; NAVI ban Lotus; VIT ban Bind; Ascent remains
371279,FNATIC vs Karmine Corp,Champions Tour 2024: EMEA Stage 2,2024-07-15 14:50:00,Bo3,FNATIC vs Karmine Corp,2 - 1,3,Patch 9.0,FNC ban Abyss; KC ban Haven; FNC pick Icebox; KC pick Sunset; FNC ban Bind; KC ban Ascent; Lotus remains
371280,Team Heretics vs Team Vitality,Champions Tour 2024: EMEA Stage 2,2024-07-16 12:00:00,Bo3,Team Heretics vs Team Vitality,1 - 2,3,Patch 9.0,VIT ban Abyss; TH ban Ascent; VIT pick Icebox; TH pick Sunset; VIT ban Haven; TH ban Lotus; Bind remains
371281,FUT Esports vs FNATIC,Champions Tour 2024: EMEA Stage 2,2024-07-16 15:45:00,Bo3,FUT Esports vs FNATIC,0 - 2,2,Patch 9.0,FUT ban Icebox; FNC ban Abyss; FUT pick Sunset; FNC pick Haven; FUT ban Bind; FNC ban Ascent; Lotus remains
371282,Team Vitality vs FNATIC,Champions Tour 2024: EMEA Stage 2,2024-07-17 12:00:00,Bo3,Team Vitality vs FNATIC,0 - 2,2,Patch 9.0,FNC ban Icebox; VIT ban Haven; FNC pick Lotus; VIT pick Sunset; FNC ban Bind; VIT ban Abyss; Ascent remains
371284,Team Heretics vs FUT Esports,Champions Tour 2024: EMEA Stage 2,2024-07-17 14:15:00,Bo3,Team Heretics vs FUT Esports,2 - 0,2,Patch 9.0,FUT ban Haven; TH ban Ascent; FUT pick Abyss; TH pick Sunset; FUT ban Icebox; TH ban Lotus; Bind remains
371285,Team Vitality vs Team Heretics,Champions Tour 2024: EMEA Stage 2,2024-07-19 12:00:00,Bo5,Team Vitality vs Team Heretics,3 - 1,4,Patch 9.0,VIT ban Abyss; TH ban Ascent; VIT pick Icebox; TH pick Sunset; VIT pick Lotus; TH pick Haven; Bind remains
371283,FNATIC vs Team Vitality,Champions Tour 2024: EMEA Stage 2,2024-07-20 12:00:00,Bo5,FNATIC vs Team Vitality,3 - 1,4,Patch 9.0,FNC ban Icebox; FNC ban Sunset; FNC pick Haven; VIT pick Ascent; FNC pick Lotus; VIT pick Bind; Abyss remains
