player,player_name,team,player_id,agents,agents_count,rounds,rating,acs,kd_ratio,kast,adr,kpr,apr,fkpr,fdpr,hs_percent,cl_percent,clutches,k_max,kills,deaths,assists,first_kills,first_deaths
Chronicle,Chronicle,FNC,458,"['Deadlock', 'Skye', 'Viper', 'Sova']",4,439,1.22,216.9,1.29,79%,147.7,0.75,0.37,0.08,0.05,27%,21%,12/58,24,331,256,163,35,22
grubinho,grubinho,MKOI,5550,"['Omen', 'Viper', 'Brimstone']",3,262,1.22,213.7,1.29,75%,133.3,0.77,0.37,0.07,0.08,33%,6%,2/31,27,203,157,97,18,21
trexx,trexx,VIT,2168,"['Fade', 'Sova']",2,573,1.21,226.6,1.16,77%,152.7,0.76,0.42,0.08,0.07,19%,14%,11/81,23,435,376,241,45,40
sheydos,sheydos,MKOI,1428,"['Viper', 'Cypher', 'Killjoy']",3,262,1.2,207.4,1.34,76%,137.1,0.77,0.19,0.07,0.05,25%,14%,5/36,24,202,151,50,19,14
Sayf,Sayf,VIT,312,"['Neon', 'Jett', 'Iso', 'Raze']",4,573,1.16,239.9,1.23,69%,155.8,0.86,0.19,0.16,0.17,24%,16%,7/43,31,490,398,107,91,96
Derke,Derke,FNC,5022,"['Jett', 'Raze', 'Yoru', 'Reyna', 'Iso']",5,439,1.15,242.7,1.25,74%,160.6,0.87,0.2,0.17,0.16,25%,22%,6/27,26,382,305,88,76,69
Alfajer,Alfajer,FNC,9810,"['Cypher', 'Viper', 'Killjoy', 'Iso', 'Breach', 'Clove']",6,439,1.15,221.7,1.27,74%,146.3,0.81,0.22,0.1,0.08,28%,12%,5/42,26,354,278,96,42,35
N4RRATE,N4RRATE,KC,36245,"['Fade', 'Jett', 'Gekko', 'Neon', 'Skye']",5,245,1.14,239.0,1.13,77%,156.7,0.82,0.32,0.15,0.09,22%,25%,6/24,24,201,178,79,36,22
RieNs,RieNs,TH,10971,"['Sova', 'Gekko', 'Breach']",3,474,1.13,204.2,1.14,77%,134.9,0.73,0.37,0.08,0.07,34%,12%,7/57,29,344,301,177,36,31
Wo0t,Wo0t,TH,21328,"['Kayo', 'Fade', 'Iso', 'Jett', 'Gekko', 'Breach']",6,474,1.12,220.9,1.1,77%,143.4,0.76,0.36,0.13,0.09,36%,16%,5/32,26,358,324,171,60,41
hiro,hiro,FNC,29867,"['Sova', 'Gekko', 'Fade', 'Cypher']",4,439,1.1,194.2,1.16,71%,126.7,0.71,0.33,0.08,0.09,31%,26%,12/46,30,313,269,147,34,39
Kada,Kada,M8,20871,"['Cypher', 'Omen', 'Viper']",3,274,1.1,207.8,1.12,69%,132.9,0.74,0.28,0.09,0.08,31%,11%,3/28,23,204,182,76,25,21
nataNk,nataNk,M8,5004,"['Raze', 'Sova', 'Kayo', 'Sage', 'Gekko', 'Neon']",6,274,1.09,229.1,1.1,72%,148.9,0.77,0.26,0.12,0.11,26%,37%,7/19,21,212,193,72,32,30
MrFaliN,MrFaliN,FUT,8044,"['Breach', 'Omen', 'Sova', 'Deadlock']",4,310,1.07,181.6,1.03,75%,118.2,0.63,0.53,0.08,0.07,25%,19%,6/32,21,195,190,165,26,22
yetujey,yetujey,FUT,8369,"['Cypher', 'Killjoy']",2,310,1.06,200.5,1.12,69%,128.2,0.71,0.26,0.08,0.07,25%,16%,8/50,21,219,196,81,26,23
Elite,Elite,BBL,16459,"['Cypher', 'Viper']",2,207,1.06,197.4,1.16,69%,130.4,0.72,0.19,0.09,0.07,41%,13%,4/30,20,149,129,40,19,14
QutionerX,QutionerX,BBL,10161,"['Jett', 'Raze', 'Neon']",3,207,1.05,240.7,1.08,71%,152.4,0.82,0.2,0.21,0.1,30%,8%,1/13,28,170,158,42,43,21
cNed,cNed,FUT,573,"['Raze', 'Jett']",2,310,1.04,229.9,1.07,69%,155.0,0.78,0.15,0.18,0.15,24%,8%,2/24,23,243,228,48,57,46
benjyfishy,benjyfishy,TH,29873,"['Cypher', 'Viper', 'Killjoy']",3,474,1.04,184.9,1.11,70%,125.2,0.72,0.18,0.08,0.07,38%,18%,12/68,30,340,306,83,38,33
kamo,kamo,MKOI,14681,"['Raze', 'Neon', 'Jett']",3,262,1.03,249.6,1.09,71%,161.3,0.83,0.24,0.21,0.19,26%,13%,1/8,25,217,199,62,55,50
purp0,purp0,GX,1885,"['Jett', 'Raze', 'Neon', 'Yoru']",4,257,1.03,215.3,1.05,68%,142.5,0.77,0.16,0.21,0.16,37%,8%,2/24,27,198,189,42,53,42
Boo,Boo,TH,1144,"['Omen', 'Brimstone', 'Viper', 'Astra']",4,474,1.02,173.3,0.97,76%,112.8,0.61,0.44,0.08,0.09,29%,20%,14/71,21,291,301,207,37,42
marteen,marteen,KC,10307,"['Yoru', 'Raze', 'Omen', 'Gekko']",4,245,1.02,204.1,1.03,75%,137.2,0.74,0.2,0.13,0.1,33%,24%,9/37,24,182,177,49,31,25
nAts,nAts,TL,457,"['Cypher', 'Viper', 'Killjoy']",3,168,1.02,218.5,1.04,73%,142.5,0.77,0.32,0.11,0.13,27%,3%,1/29,27,129,124,53,18,21
Enzo,Enzo,TL,114,"['Fade', 'Sova', 'Sage']",3,168,1.01,194.3,0.97,63%,123.3,0.64,0.28,0.04,0.05,18%,11%,3/27,23,108,111,47,6,8
