match_id,map_name,map_order,score,winner,duration,picked_by
353153,Split,1,13 - 7,FUT Esports,59:15,KOI
353153,Lotus,2,7 - 13,KOI,45:44,FUT Esports
353153,Sunset,3,13 - 6,FUT Esports,38:52,Decider
353154,Ascent,1,9 - 13,FNATIC,1:05:35,BBL Esports
353154,Bind,2,13 - 11,BBL Esports,52:40,FNATIC
353154,Lotus,3,11 - 13,FNATIC,53:32,Decider
353155,Sunset,1,13 - 3,Team Heretics,43:52,Team Heretics
353155,Bind,2,13 - 5,Team Heretics,37:19,Natus Vincere
353157,Split,1,1 - 13,Gentle Mates,47:57,Gentle Mates
353157,Sunset,2,13 - 11,GIANTX,50:46,GIANTX
353157,Breeze,3,13 - 11,GIANTX,54:54,Decider
353156,Lotus,1,13 - 10,Team Vitality,1:02:01,Team Liquid
353156,Icebox,2,17 - 15,Team Vitality,1:16:19,Team Vitality
353159,Lotus,1,6 - 13,Karmine Corp,56:28,Karmine Corp
353159,Sunset,2,5 - 13,Karmine Corp,34:14,BBL Esports
353158,Ascent,1,11 - 13,FUT Esports,59:30,Natus Vincere
353158,Lotus,2,5 - 13,FUT Esports,46:10,FUT Esports
353202,Sunset,1,13 - 5,KOI,1:00:15,GIANTX
353202,Icebox,2,14 - 12,KOI,1:05:58,KOI
353161,Sunset,1,13 - 10,Team Heretics,1:11:15,Team Heretics
353161,Split,2,13 - 6,Team Heretics,40:15,FUT Esports
353160,Haven,1,13 - 6,FNATIC,53:19,FNATIC
353160,Icebox,2,6 - 13,Team Vitality,47:10,Team Vitality
353160,Lotus,3,13 - 7,FNATIC,43:36,Decider
353162,Lotus,1,13 - 6,BBL Esports,56:05,Team Liquid
353162,Ascent,2,13 - 5,BBL Esports,40:15,BBL Esports
353163,Lotus,1,9 - 13,GIANTX,51:38,GIANTX
353163,Ascent,2,8 - 13,GIANTX,45:00,Natus Vincere
353164,Sunset,1,11 - 13,Gentle Mates,1:12:25,KOI
353164,Split,2,11 - 13,Gentle Mates,54:45,Gentle Mates
353165,Haven,1,13 - 3,FNATIC,40:18,FNATIC
353165,Lotus,2,13 - 8,FNATIC,50:32,Karmine Corp
353166,Bind,1,13 - 9,Team Heretics,1:05:37,Team Heretics
353166,Split,2,13 - 15,GIANTX,1:02:58,GIANTX
353166,Haven,3,13 - 9,Team Heretics,51:28,Decider
353167,Sunset,1,13 - 8,FUT Esports,54:31,FUT Esports
353167,Split,2,13 - 4,FUT Esports,37:22,Gentle Mates
353168,Split,1,13 - 10,KOI,1:11:35,Natus Vincere
353168,Icebox,2,13 - 6,KOI,37:10,KOI
353169,Bind,1,13 - 11,Team Liquid,1:04:44,Karmine Corp
353169,Sunset,2,13 - 2,Team Liquid,31:02,Team Liquid
353170,Ascent,1,7 - 13,Team Vitality,1:05:23,BBL Esports
353170,Sunset,2,13 - 6,BBL Esports,41:22,Team Vitality
353170,Lotus,3,11 - 13,Team Vitality,46:20,Decider
353171,Sunset,1,13 - 7,Team Heretics,52:52,Team Heretics
353171,Icebox,2,10 - 13,Gentle Mates,53:26,Gentle Mates
353171,Lotus,3,13 - 5,Team Heretics,40:49,Decider
353172,Split,1,13 - 4,FUT Esports,52:35,GIANTX
353172,Lotus,2,13 - 6,FUT Esports,43:18,FUT Esports
353173,Icebox,1,11 - 13,KOI,1:12:55,KOI
353173,Bind,2,13 - 9,Team Heretics,47:23,Team Heretics
353173,Haven,3,13 - 10,Team Heretics,51:28,Decider
353174,Icebox,1,13 - 2,FNATIC,40:09,Team Liquid
353174,Haven,2,13 - 9,FNATIC,47:48,FNATIC
353175,Sunset,1,13 - 7,Natus Vincere,51:48,Gentle Mates
353175,Ascent,2,8 - 13,Gentle Mates,47:15,Natus Vincere
353175,Split,3,13 - 11,Natus Vincere,52:17,Decider
353203,Icebox,1,13 - 4,Team Vitality,41:24,Team Vitality
353203,Lotus,2,9 - 13,Karmine Corp,46:47,Karmine Corp
353203,Sunset,3,14 - 12,Team Vitality,56:51,Decider
371278,Haven,1,8 - 13,Natus Vincere,59:29,Natus Vincere
371278,Sunset,2,13 - 5,Team Vitality,37:35,Team Vitality
371278,Ascent,3,13 - 7,Team Vitality,44:53,Decider
371279,Icebox,1,7 - 13,Karmine Corp,55:37,FNATIC
371279,Sunset,2,15 - 13,FNATIC,1:03:50,Karmine Corp
371279,Lotus,3,13 - 6,FNATIC,40:16,Decider
371280,Icebox,1,14 - 12,Team Heretics,1:16:39,Team Vitality
371280,Sunset,2,10 - 13,Team Vitality,52:14,Team Heretics
371280,Bind,3,12 - 14,Team Vitality,58:07,Decider
371281,Sunset,1,13 - 15,FNATIC,1:11:28,FUT Esports
371281,Haven,2,5 - 13,FNATIC,38:10,FNATIC
371282,Lotus,1,11 - 13,FNATIC,1:14:55,FNATIC
371282,Sunset,2,6 - 13,FNATIC,42:04,Team Vitality
371284,Abyss,1,13 - 10,Team Heretics,1:00:49,FUT Esports
371284,Sunset,2,13 - 11,Team Heretics,56:36,Team Heretics
371285,Icebox,1,6 - 13,Team Heretics,58:55,Team Vitality
371285,Sunset,2,13 - 4,Team Vitality,36:49,Team Heretics
371285,Lotus,3,13 - 3,Team Vitality,32:09,Team Vitality
371285,Haven,4,13 - 9,Team Vitality,45:29,Team Heretics
371283,Haven,1,13 - 8,FNATIC,1:03:45,FNATIC
371283,Ascent,2,9 - 13,Team Vitality,48:24,Team Vitality
371283,Lotus,3,13 - 9,FNATIC,47:54,FNATIC
371283,Bind,4,13 - 3,FNATIC,33:47,Team Vitality
