url,title,subtitle,dates,prize_pool,location
https://www.vlr.gg/event/2281/valorant-masters-bangkok-2025,Valorant Masters Bangkok 2025,"Part of the Valorant Champions Tour, Riot's official 2025 tournament circuit.","Feb 20, 2025 - Mar 2, 2025","$500,000 USD","UOB Live, Bangkok"
