match_id,map_name,map_order,score,winner,duration,picked_by
458805,Lotus,1,7 - 13,Global Esports,1:09:12,Global Esports
458805,Pearl,2,11 - 13,Global Esports,1:01:31,DetonatioN FocusMe
458806,Fracture,1,13 - 7,T1,54:22,ZETA DIVISION
458806,Split,2,12 - 14,ZETA DIVISION,59:31,T1
458806,Haven,3,13 - 5,T1,37:37,Decider
458807,Haven,1,13 - 9,DRX,1:02:09,DRX
458807,Icebox,2,10 - 13,Paper Rex,50:55,Paper Rex
458807,Lotus,3,13 - 7,DRX,42:32,Decider
458808,Pearl,1,5 - 13,Team Secret,51:36,Team Secret
458808,Fracture,2,13 - 2,TALON,28:10,TALON
458808,Haven,3,13 - 9,TALON,46:41,Decider
458809,Ascent,1,8 - 13,BOOM Esports,1:09:34,BOOM Esports
458809,Haven,2,15 - 17,BOOM Esports,1:12:35,Gen.G
458810,Ascent,1,5 - 13,Rex Regum Qeon,46:55,Rex Regum Qeon
458810,Split,2,13 - 8,Nongshim RedForce,50:24,Nongshim RedForce
458810,Pearl,3,13 - 10,Nongshim RedForce,1:04:29,Decider
458811,Lotus,1,11 - 13,ZETA DIVISION,1:11:35,ZETA DIVISION
458811,Icebox,2,10 - 13,ZETA DIVISION,54:47,Team Secret
458812,Icebox,1,13 - 10,T1,56:02,T1
458812,Split,2,13 - 11,T1,1:00:30,Nongshim RedForce
458813,Lotus,1,13 - 10,Gen.G,1:08:23,Gen.G
458813,Fracture,2,6 - 13,Paper Rex,36:21,Paper Rex
458813,Haven,3,13 - 4,Gen.G,35:45,Decider
458814,Lotus,1,13 - 3,DRX,40:40,DRX
458814,Ascent,2,13 - 8,DRX,47:46,DetonatioN FocusMe
458815,Lotus,1,8 - 13,Rex Regum Qeon,1:04:58,TALON
458815,Ascent,2,5 - 13,Rex Regum Qeon,42:33,Rex Regum Qeon
458816,Lotus,1,13 - 1,BOOM Esports,37:27,Global Esports
458816,Haven,2,13 - 11,BOOM Esports,49:21,BOOM Esports
458817,Lotus,1,13 - 2,Gen.G,49:13,Gen.G
458817,Fracture,2,13 - 4,Gen.G,37:50,DetonatioN FocusMe
458818,Split,1,13 - 6,Rex Regum Qeon,50:17,ZETA DIVISION
458818,Haven,2,13 - 9,Rex Regum Qeon,46:50,Rex Regum Qeon
458819,Ascent,1,13 - 8,Paper Rex,44:08,BOOM Esports
458819,Fracture,2,9 - 13,BOOM Esports,44:15,Decider
458819,Pearl,3,10 - 13,BOOM Esports,1:06:49,Paper Rex
458820,Haven,1,5 - 13,Nongshim RedForce,46:26,TALON
458820,Lotus,2,13 - 8,TALON,47:46,Nongshim RedForce
458820,Fracture,3,13 - 6,TALON,40:50,Decider
458821,Ascent,1,13 - 3,DRX,54:03,DRX
458821,Split,2,13 - 10,DRX,51:31,Decider
458822,Haven,1,13 - 6,T1,48:56,T1
458822,Icebox,2,9 - 13,Team Secret,44:48,Team Secret
458822,Lotus,3,13 - 8,T1,46:09,Decider
458823,Pearl,1,13 - 10,Nongshim RedForce,1:13:39,Nongshim RedForce
458823,Split,2,13 - 3,Nongshim RedForce,40:07,Team Secret
458824,Icebox,1,8 - 13,BOOM Esports,55:48,DRX
458824,Haven,2,14 - 12,DRX,52:51,BOOM Esports
458824,Ascent,3,8 - 13,BOOM Esports,51:23,Decider
458825,Pearl,1,13 - 10,T1,1:08:01,T1
458825,Icebox,2,10 - 13,Rex Regum Qeon,51:05,Rex Regum Qeon
458825,Lotus,3,5 - 13,Rex Regum Qeon,42:06,Decider
458826,Haven,1,13 - 5,Gen.G,49:24,Gen.G
458826,Pearl,2,13 - 7,Gen.G,45:44,Global Esports
458827,Lotus,1,4 - 13,ZETA DIVISION,49:08,TALON
458827,Split,2,10 - 13,ZETA DIVISION,53:40,ZETA DIVISION
458828,Ascent,1,13 - 11,DetonatioN FocusMe,52:58,DetonatioN FocusMe
458828,Lotus,2,7 - 13,Paper Rex,41:22,Paper Rex
458828,Pearl,3,13 - 15,Paper Rex,1:01:16,Decider
458830,Split,1,13 - 5,Paper Rex,58:09,Global Esports
458830,Lotus,2,13 - 9,Paper Rex,54:27,Paper Rex
458831,Icebox,1,6 - 13,TALON,48:30,TALON
458831,Haven,2,7 - 13,TALON,48:22,T1
458832,Lotus,1,8 - 13,Gen.G,1:20:40,Gen.G
458832,Split,2,13 - 10,DRX,52:46,DRX
458832,Ascent,3,13 - 9,DRX,44:43,Decider
458833,Lotus,1,13 - 6,Nongshim RedForce,48:58,ZETA DIVISION
458833,Pearl,2,11 - 13,ZETA DIVISION,59:37,Nongshim RedForce
458833,Split,3,13 - 7,Nongshim RedForce,45:37,Decider
458834,Fracture,1,8 - 13,BOOM Esports,59:57,BOOM Esports
458834,Ascent,2,6 - 13,BOOM Esports,42:07,DetonatioN FocusMe
458835,Haven,1,15 - 13,Rex Regum Qeon,1:05:58,Rex Regum Qeon
458835,Ascent,2,5 - 13,Team Secret,42:14,Team Secret
458835,Lotus,3,9 - 13,Team Secret,50:23,Decider
