player,player_name,team,player_id,agents,agents_count,rounds,rating,acs,kd_ratio,kast,adr,kpr,apr,fkpr,fdpr,hs_percent,cl_percent,clutches,k_max,kills,deaths,assists,first_kills,first_deaths
aspas,aspas,LEV,8480,"['Jett', 'Phoenix', 'Raze']",3,544,1.31,260.3,1.51,75%,175.1,0.95,0.17,0.16,0.11,31%,11%,8/73,47,519,344,91,89,58
OXY,OXY,C9,18796,"['Jett', 'Raze']",2,383,1.24,291.1,1.26,75%,185.6,1.01,0.22,0.24,0.17,29%,18%,3/17,35,387,307,86,93,66
Cryocells,Cryocells,100T,4147,"['Jett', 'Astra', 'Brimstone', 'Gekko']",4,457,1.24,243.0,1.35,77%,161.1,0.88,0.27,0.14,0.06,24%,12%,5/42,33,402,298,123,65,29
eeiu,eeiu,100T,796,"['Sova', 'Fade']",2,457,1.17,195.4,1.26,78%,133.8,0.72,0.31,0.06,0.04,32%,12%,10/86,24,328,261,140,27,18
bang,bang,100T,3880,"['Viper', 'Omen']",2,457,1.15,210.1,1.24,78%,132.1,0.74,0.32,0.1,0.09,33%,7%,3/41,21,338,273,144,47,41
heat,heat,KRÜ,8673,"['Fade', 'Kayo', 'Gekko', 'Skye']",4,420,1.15,211.5,1.18,76%,139.7,0.78,0.38,0.07,0.09,36%,19%,10/52,26,327,278,160,28,37
TenZ,TenZ,SEN,9,"['Kayo', 'Omen', 'Gekko']",3,289,1.14,224.2,1.11,76%,138.9,0.75,0.52,0.12,0.08,26%,22%,4/18,28,217,196,149,34,24
valyn,valyn,G2,3885,"['Omen', 'Brimstone', 'Harbor', 'Astra']",4,584,1.14,212.2,1.15,76%,136.3,0.77,0.34,0.11,0.09,27%,20%,14/70,26,450,392,198,65,50
Less,Less,LOUD,8447,"['Cypher', 'Viper']",2,261,1.13,205.2,1.16,72%,140.3,0.73,0.21,0.06,0.07,28%,12%,6/52,25,190,164,56,16,17
keznit,keznit,KRÜ,2462,"['Raze', 'Reyna', 'Jett']",3,420,1.11,251.2,1.2,70%,167.8,0.87,0.19,0.2,0.17,29%,10%,3/30,27,366,306,80,83,71
kiNgg,kiNgg,LEV,8549,"['Viper', 'Omen']",2,544,1.1,205.1,1.14,76%,136.6,0.73,0.38,0.1,0.07,30%,14%,8/57,30,396,348,205,54,37
trent,trent,G2,15500,"['Fade', 'Sova', 'Viper', 'Gekko']",4,584,1.08,195.5,1.05,72%,131.5,0.68,0.32,0.08,0.08,28%,20%,15/75,29,395,376,189,47,46
leaf,leaf,G2,7873,"['Killjoy', 'Viper', 'Cypher']",3,584,1.08,221.8,1.15,72%,147.8,0.78,0.2,0.11,0.1,24%,19%,12/62,28,458,400,119,63,59
Asuna,Asuna,100T,601,"['Gekko', 'Raze', 'Kayo']",3,457,1.07,230.1,1.13,74%,145.4,0.78,0.35,0.14,0.15,20%,15%,4/26,25,357,315,161,66,69
johnqt,johnqt,SEN,1265,"['Viper', 'Cypher']",2,289,1.07,187.5,1.12,76%,124.9,0.67,0.31,0.06,0.07,27%,19%,9/47,29,194,173,91,16,19
runi,runi,C9,16003,"['Sova', 'Viper']",2,383,1.05,187.7,1.08,73%,133.8,0.69,0.27,0.08,0.06,35%,18%,10/55,21,263,244,102,29,23
NaturE,NaturE,EG,4927,"['Viper', 'Killjoy', 'Breach', 'Yoru', 'Skye', 'Kayo']",6,280,1.04,199.7,0.98,69%,132.5,0.69,0.37,0.05,0.06,32%,12%,6/49,24,192,195,104,15,18
Shyy,Shyy,KRÜ,24007,"['Killjoy', 'Cypher', 'Viper']",3,420,1.04,189.4,1.09,73%,130.5,0.68,0.2,0.06,0.06,26%,13%,8/63,22,286,262,86,27,24
zekken,zekken,SEN,4004,"['Jett', 'Raze']",2,289,1.03,243.4,1.1,72%,154.0,0.81,0.16,0.23,0.15,23%,19%,3/16,23,234,213,47,67,44
nzr,nzr,FUR,725,"['Skye', 'Kayo', 'Sova', 'Fade']",4,224,1.02,191.6,0.94,67%,125.7,0.68,0.28,0.03,0.03,26%,11%,5/45,23,153,163,62,6,6
Zellsis,Zellsis,SEN,729,"['Killjoy', 'Viper', 'Brimstone', 'Kayo']",4,289,1.02,184.0,0.99,72%,128.8,0.63,0.26,0.07,0.09,21%,18%,6/34,23,182,183,75,20,25
Ethan,Ethan,NRG,11225,"['Yoru', 'Kayo', 'Omen', 'Breach', 'Skye']",5,260,1.01,191.1,0.96,72%,122.0,0.65,0.43,0.07,0.1,21%,17%,4/24,19,168,175,112,17,25
Melser,Melser,KRÜ,1311,"['Omen', 'Viper']",2,420,1.0,174.0,1.0,71%,119.9,0.63,0.28,0.08,0.08,32%,15%,7/46,22,263,263,119,33,34
Mazino,Mazino,LEV,7603,"['Harbor', 'Breach', 'Kayo', 'Omen', 'Brimstone']",5,544,1.0,209.5,1.02,74%,134.2,0.73,0.4,0.07,0.1,29%,15%,7/46,26,395,389,216,37,56
crashies,crashies,NRG,4,"['Sova', 'Gekko', 'Skye']",3,260,1.0,182.3,1.03,72%,118.8,0.68,0.27,0.04,0.06,35%,21%,10/48,24,176,171,69,11,16
Derrek,Derrek,EG,1533,"['Fade', 'Sova', 'Skye', 'Gekko']",4,280,0.99,183.2,0.95,68%,124.6,0.66,0.27,0.05,0.04,33%,20%,8/40,26,184,194,76,13,12
tuyz,tuyz,LOUD,2408,"['Viper', 'Omen', 'Brimstone', 'Harbor']",4,261,0.99,166.3,0.91,70%,110.9,0.6,0.35,0.06,0.07,33%,13%,5/39,17,157,172,92,15,17
Xeppaa,Xeppaa,C9,7871,"['Sage', 'Skye', 'Kayo', 'Gekko']",4,383,0.99,190.3,0.93,77%,124.1,0.65,0.48,0.07,0.07,27%,21%,6/28,26,248,268,183,28,27
