url,title,subtitle,dates,prize_pool,location
https://www.vlr.gg/event/2004/champions-tour-2024-americas-stage-1,Champions Tour 2024: Americas Stage 1,"Part of the Valorant Champions Tour, Riot's official 2024 tournament circuit","Apr 7, 2024 - May 13, 2024",$0 USD,"Riot Games Arena, Los Angeles"
