map,Team,Pistol Won,Eco (won),Semi-eco (won),Semi-buy (won),Full buy(won),match_id
Lotus,TLN,0,5 (0),0 (0),3 (2),9 (2),458827
Lotus,ZETA,2,2 (2),0 (0),5 (4),10 (7),458827
Split,TLN,1,3 (1),2 (0),7 (3),11 (6),458827
Split,ZETA,1,5 (2),1 (0),3 (1),14 (10),458827
All Maps,TLN,1,8 (1),2 (0),10 (5),20 (8),458827
All Maps,ZETA,3,7 (4),1 (0),8 (5),24 (17),458827
Ascent,DFM,1,3 (1),1 (0),10 (7),10 (5),458828
Ascent,PRX,1,3 (1),1 (1),6 (3),14 (6),458828
Lotus,DFM,0,4 (0),1 (1),2 (0),13 (6),458828
Lotus,PRX,2,1 (1),2 (1),4 (2),13 (9),458828
All Maps,DFM,1,3 (1),0 (0),9 (6),16 (6),458828
All Maps,PRX,1,3 (1),0 (0),10 (5),15 (9),458828
Split,PRX,2,2 (2),1 (1),4 (2),11 (8),458830
Split,GE,0,2 (0),3 (2),6 (1),7 (2),458830
Lotus,PRX,1,4 (1),1 (1),4 (2),13 (9),458830
Lotus,GE,1,2 (1),0 (0),9 (4),11 (4),458830
All Maps,PRX,3,6 (3),2 (2),8 (4),24 (17),458830
All Maps,GE,1,4 (1),3 (2),15 (5),18 (6),458830
Icebox,T1,1,3 (1),2 (1),4 (1),10 (3),458831
Icebox,TLN,1,3 (1),0 (0),2 (2),14 (10),458831
Haven,T1,0,4 (0),2 (1),2 (0),12 (6),458831
Haven,TLN,2,3 (2),0 (0),6 (4),11 (7),458831
All Maps,T1,1,7 (1),4 (2),6 (1),22 (9),458831
All Maps,TLN,3,6 (3),0 (0),8 (6),25 (17),458831
Lotus,DRX,2,3 (2),1 (1),7 (2),10 (3),458832
Lotus,GEN,0,4 (1),0 (0),5 (3),12 (9),458832
Split,DRX,2,2 (2),1 (1),6 (3),14 (7),458832
Split,GEN,0,4 (0),1 (0),3 (2),15 (8),458832
All Maps,DRX,1,3 (1),1 (0),3 (2),15 (10),458832
All Maps,GEN,1,3 (1),2 (1),5 (2),12 (5),458832
Lotus,NS,1,3 (2),1 (1),2 (1),13 (9),458833
Lotus,ZETA,1,4 (1),1 (0),4 (1),10 (4),458833
Pearl,NS,1,3 (1),2 (0),8 (2),11 (8),458833
Pearl,ZETA,1,4 (1),1 (1),3 (2),16 (9),458833
All Maps,NS,1,3 (1),0 (0),4 (3),13 (9),458833
All Maps,ZETA,1,3 (1),0 (0),6 (2),11 (4),458833
Fracture,DFM,0,4 (0),0 (0),7 (3),10 (5),458834
Fracture,BME,2,2 (2),1 (1),5 (3),13 (7),458834
Ascent,DFM,0,4 (0),1 (1),6 (3),8 (2),458834
Ascent,BME,2,2 (2),0 (0),5 (5),12 (6),458834
All Maps,DFM,0,8 (0),1 (1),13 (6),18 (7),458834
All Maps,BME,4,4 (4),1 (1),10 (8),25 (13),458834
Haven,RRQ,0,4 (0),1 (0),4 (1),19 (14),458835
Haven,TS,2,3 (2),2 (0),6 (2),17 (9),458835
Ascent,RRQ,0,4 (0),1 (0),2 (0),11 (5),458835
Ascent,TS,2,2 (2),1 (1),4 (3),11 (7),458835
All Maps,RRQ,1,3 (1),1 (0),3 (1),15 (7),458835
All Maps,TS,1,3 (2),1 (0),5 (2),13 (9),458835
Haven,TLN,1,3 (1),0 (0),2 (2),14 (10),473833
Haven,GEN,1,3 (1),1 (0),8 (3),7 (2),473833
Icebox,TLN,1,3 (1),1 (0),6 (2),9 (3),473833
Icebox,GEN,1,3 (1),0 (0),3 (3),13 (9),473833
All Maps,TLN,1,4 (1),1 (0),6 (1),5 (1),473833
All Maps,GEN,1,3 (1),0 (0),2 (2),11 (10),473833
Lotus,DRX,2,3 (2),3 (1),3 (1),19 (11),473834
Lotus,T1,0,4 (1),1 (0),1 (0),22 (12),473834
Fracture,DRX,0,4 (0),0 (0),3 (2),19 (12),473834
Fracture,T1,2,2 (2),2 (1),7 (5),15 (4),473834
All Maps,DRX,2,7 (2),3 (1),6 (3),38 (23),473834
All Maps,T1,2,6 (3),3 (1),8 (5),37 (16),473834
Split,BME,1,3 (1),2 (1),7 (4),9 (2),473837
Split,GEN,1,3 (1),1 (0),3 (3),14 (9),473837
Ascent,BME,1,3 (1),1 (0),5 (1),10 (4),473837
Ascent,GEN,1,3 (1),0 (0),5 (3),11 (9),473837
All Maps,BME,2,6 (2),3 (1),12 (5),19 (6),473837
All Maps,GEN,2,6 (2),1 (0),8 (6),25 (18),473837
Fracture,RRQ,1,3 (2),1 (0),6 (3),14 (6),473838
Fracture,DRX,1,3 (1),3 (1),2 (1),16 (10),473838
Icebox,RRQ,1,3 (1),0 (0),4 (4),10 (8),473838
Icebox,DRX,1,3 (1),2 (0),4 (2),8 (1),473838
All Maps,RRQ,1,3 (1),0 (0),5 (2),18 (11),473838
All Maps,DRX,1,3 (1),2 (0),4 (2),17 (9),473838
Haven,TLN,1,3 (1),1 (0),5 (4),13 (8),473835
Haven,NS,1,2 (1),2 (0),7 (3),11 (5),473835
Pearl,TLN,0,6 (0),1 (0),3 (2),10 (5),473835
Pearl,NS,2,2 (2),0 (0),7 (4),11 (7),473835
All Maps,TLN,0,5 (0),1 (0),1 (1),15 (12),473835
All Maps,NS,2,2 (2),0 (0),8 (4),12 (3),473835
Fracture,T1,2,2 (2),0 (0),3 (3),11 (8),473836
Fracture,PRX,0,3 (0),2 (0),4 (2),7 (1),473836
Ascent,T1,0,4 (0),3 (0),2 (2),8 (2),473836
Ascent,PRX,2,2 (2),0 (0),7 (5),8 (6),473836
All Maps,T1,0,3 (0),1 (0),6 (1),5 (1),473836
All Maps,PRX,2,2 (2),0 (0),3 (3),10 (8),473836
Icebox,DRX,1,3 (2),0 (0),2 (1),12 (10),473839
Icebox,TLN,1,3 (1),1 (0),8 (2),5 (1),473839
Fracture,DRX,1,3 (1),1 (0),3 (2),19 (11),473839
Fracture,TLN,1,5 (1),1 (0),5 (3),15 (8),473839
All Maps,DRX,2,6 (3),1 (0),5 (3),31 (21),473839
All Maps,TLN,2,8 (2),2 (0),13 (5),20 (9),473839
Lotus,BME,0,4 (0),2 (1),3 (0),9 (4),473840
Lotus,PRX,2,2 (2),0 (0),4 (4),12 (7),473840
Fracture,BME,0,3 (0),1 (0),7 (3),10 (5),473840
Fracture,PRX,2,2 (2),1 (0),7 (3),11 (8),473840
All Maps,BME,0,7 (0),3 (1),10 (3),19 (9),473840
All Maps,PRX,4,4 (4),1 (0),11 (7),23 (15),473840
Lotus,GEN,2,2 (2),0 (0),3 (3),13 (8),473841
Lotus,RRQ,0,4 (0),1 (0),3 (1),10 (4),473841
Icebox,GEN,1,3 (1),0 (0),3 (2),15 (10),473841
Icebox,RRQ,1,3 (1),1 (0),8 (3),9 (4),473841
All Maps,GEN,3,5 (3),0 (0),6 (5),28 (18),473841
All Maps,RRQ,1,7 (1),2 (0),11 (4),19 (8),473841
Lotus,DRX,1,3 (1),1 (0),4 (2),16 (8),473842
Lotus,PRX,1,3 (1),2 (1),3 (1),16 (10),473842
Icebox,DRX,1,3 (1),2 (0),4 (3),12 (4),473842
Icebox,PRX,1,3 (1),1 (1),5 (4),12 (7),473842
All Maps,DRX,2,6 (2),3 (0),8 (5),28 (12),473842
All Maps,PRX,2,6 (2),3 (2),8 (5),28 (17),473842
Fracture,RRQ,0,3 (0),1 (0),7 (1),4 (1),473843
Fracture,PRX,2,2 (2),0 (0),3 (3),10 (8),473843
Split,RRQ,1,3 (1),3 (2),4 (3),16 (8),473843
Split,PRX,1,3 (1),1 (0),1 (1),21 (10),473843
Pearl,RRQ,1,3 (1),3 (2),4 (1),16 (10),473843
Pearl,PRX,1,4 (1),1 (0),9 (4),12 (7),473843
Icebox,RRQ,0,3 (0),2 (0),4 (0),7 (3),473843
Icebox,PRX,2,2 (2),1 (1),4 (3),9 (7),473843
All Maps,RRQ,1,3 (1),0 (0),3 (3),13 (9),473843
All Maps,PRX,1,3 (1),2 (0),6 (3),8 (2),473843
Haven,GEN,1,3 (2),0 (0),5 (3),13 (8),473844
Haven,RRQ,1,3 (1),1 (0),4 (1),13 (6),473844
Ascent,GEN,0,3 (0),1 (0),5 (3),15 (8),473844
Ascent,RRQ,2,3 (2),2 (0),3 (2),16 (9),473844
Lotus,GEN,1,3 (1),3 (1),7 (3),9 (4),473844
Lotus,RRQ,1,3 (1),1 (1),4 (3),14 (8),473844
Icebox,GEN,2,2 (2),0 (0),12 (6),10 (3),473844
Icebox,RRQ,0,5 (1),0 (0),1 (1),18 (11),473844
All Maps,GEN,4,11 (5),4 (1),29 (15),47 (23),473844
All Maps,RRQ,4,14 (5),4 (1),12 (7),61 (34),473844
