url,title,subtitle,dates,prize_pool,location
https://www.vlr.gg/event/2379/vct-2025-pacific-stage-1,VCT 2025: Pacific Stage 1,"Part of the Valorant Champions Tour, Riot's official 2025 tournament circuit.","Mar 22, 2025 - May 11, 2025",TBD,"Sangam SOOP Colosseum, Seoul"
