player,player_name,team,player_id,agents,agents_count,rounds,rating,acs,kd_ratio,kast,adr,kpr,apr,fkpr,fdpr,hs_percent,cl_percent,clutches,k_max,kills,deaths,assists,first_kills,first_deaths
Meteor,Meteor,T1,13039,"['Killjoy', 'Vyse', 'Chamber', 'Cypher', 'Iso', 'Yoru']",6,483,0.93,203.2,0.97,66%,136.6,0.72,0.18,0.1,0.13,28%,9%,4/46,25,346,357,86,50,61
Shiro,Shiro,BME,10739,"['Kayo', 'Tejo', 'Viper']",3,123,0.92,174.5,0.82,75%,114.0,0.59,0.46,0.12,0.1,20%,14%,1/7,18,72,88,57,15,12
Jinboong,Jinboong,DFM,4052,"['Astra', 'Killjoy', 'Cypher', 'Fade']",4,180,0.92,169.6,0.92,70%,111.8,0.62,0.23,0.06,0.12,34%,13%,3/24,21,111,121,41,11,21
gyen,gyen,DFM,48577,"['Omen', 'Astra']",2,180,0.91,168.0,0.9,66%,110.1,0.61,0.28,0.08,0.07,27%,11%,3/27,27,110,122,51,14,13
mindfreak,mindfreak,PRX,9800,"['Brimstone', 'Omen', 'Astra']",3,140,0.9,168.6,0.83,70%,110.9,0.59,0.44,0.04,0.04,30%,13%,2/15,19,82,99,62,6,6
invy,invy,TS,8504,"['Kayo', 'Deadlock', 'Vyse', 'Breach']",4,111,0.89,173.8,0.8,79%,117.1,0.59,0.45,0.05,0.06,32%,8%,1/12,22,66,83,50,6,7
ban,ban,TLN,5129,"['Yoru', 'Viper', 'Deadlock', 'Gekko', 'Cypher', 'Tejo']",6,217,0.89,183.7,0.94,67%,117.4,0.64,0.2,0.1,0.12,34%,13%,4/31,19,139,148,44,22,27
Jremy,Jremy,TS,7405,"['Jett', 'Raze']",2,111,0.89,215.3,1.0,61%,130.4,0.75,0.08,0.17,0.16,26%,14%,1/7,21,83,83,9,19,18
Deryeon,Deryeon,GE,9152,"['Astra', 'Cypher', 'Killjoy', 'Chamber']",4,164,0.89,155.3,0.89,67%,107.4,0.58,0.18,0.07,0.12,26%,10%,2/20,18,95,107,29,11,19
Dambi,Dambi,NS,31827,"['Neon', 'Raze']",2,319,0.87,218.5,0.88,73%,135.7,0.71,0.35,0.21,0.19,20%,20%,3/15,26,226,258,111,66,60
Art,Art,DFM,10627,"['Sova', 'Skye', 'Tejo', 'Omen']",4,180,0.85,177.0,0.8,68%,115.6,0.58,0.3,0.08,0.12,19%,12%,2/17,16,104,130,54,14,21
kellyS,kellyS,GE,7437,"['Kayo', 'Deadlock', 'Vyse', 'Breach']",4,164,0.85,175.1,0.79,67%,118.4,0.59,0.32,0.08,0.09,25%,0%,0/9,24,97,123,52,13,14
2GE,2GE,TS,9735,"['Omen', 'Astra']",2,111,0.84,166.0,0.81,72%,101.6,0.57,0.33,0.12,0.14,16%,14%,2/14,18,63,78,37,13,15
Wild0reoo,Wild0reoo,TS,9740,"['Cypher', 'Skye', 'Killjoy', 'Viper']",4,111,0.8,164.0,0.76,66%,112.8,0.53,0.14,0.09,0.07,33%,0%,0/11,17,59,78,16,10,8
SugarZ3ro,SugarZ3ro,ZETA,6668,"['Omen', 'Brimstone']",2,83,0.8,175.8,0.72,72%,114.3,0.57,0.41,0.06,0.06,33%,17%,1/6,16,47,65,34,5,5
CLZ,CLZ,ZETA,2615,['Breach'],1,83,0.78,142.0,0.65,70%,95.7,0.49,0.33,0.01,0.11,37%,14%,3/21,15,41,63,27,1,9
Crws,Crws,TLN,3977,"['Breach', 'Sova', 'Fade', 'Skye']",4,217,0.75,146.1,0.71,69%,96.1,0.49,0.31,0.05,0.08,25%,14%,3/22,24,107,151,68,11,18
Governor,Governor,TLN,3980,"['Raze', 'Neon', 'Sova']",3,217,0.75,173.6,0.77,65%,111.6,0.58,0.16,0.17,0.2,19%,6%,1/17,18,126,163,35,36,44
SyouTa,SyouTa,ZETA,12990,"['Cypher', 'Chamber']",2,83,0.75,177.8,0.76,61%,114.1,0.64,0.11,0.11,0.13,44%,12%,2/17,15,53,70,9,9,11
NcSlasher,NcSlasher,BME,7043,"['Fade', 'Breach']",2,123,0.73,147.5,0.71,71%,97.3,0.52,0.33,0.02,0.07,31%,0%,0/9,14,64,90,40,3,9
Xdll,Xdll,ZETA,25221,"['Fade', 'Sova', 'Tejo']",3,83,0.7,174.0,0.7,59%,115.4,0.59,0.1,0.1,0.08,33%,0%,0/9,14,49,70,8,8,7
