url,title,subtitle,dates,prize_pool,location
https://www.vlr.gg/event/2277/vct-2025-pacific-kickoff,VCT 2025: Pacific Kickoff,"Part of the Valorant Champions Tour, Riot's official 2025 tournament circuit.","Jan 18, 2025 - Feb 9, 2025","$250,000 USD","Sangam SOOP Colosseum, Seoul"
